,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,°æ±â,Å¸¼®,Å¸À²,BABIP,º¼³Ý%,»ïÁø%,º¼/»ï,ISO,Å¸¼ö/È¨·±,OPS,RC,RC/27,wRC,SPD,wSB,wOBA,wRAA
1428,2015,10,04,µÎ»ê,1,44,0.333,0.333,22.7,6.8,3.33,0.167,30.00,1.000,10.26,12.05,9.82,6.21,0.72,0.451,4.17
1429,2015,10,04,·Ôµ¥,1,36,0.194,0.190,11.1,22.2,0.50,0.225,15.50,0.725,3.90,4.05,3.45,3.24,0.02,0.311,-1.17
1430,2015,10,04,KT,1,41,0.297,0.367,4.9,17.1,0.29,0.054,-,0.701,5.06,5.06,4.48,4.17,0.20,0.326,-0.79
1431,2015,10,04,KIA,1,34,0.182,0.231,2.9,20.6,0.14,0.000,-,0.388,1.29,1.29,-0.68,1.81,0.02,0.183,-5.05
1432,2015,10,05,»ï¼º,1,46,0.257,0.321,15.2,15.2,1.00,0.000,-,0.692,5.05,4.87,6.36,2.87,0.39,0.358,0.45
1433,2015,10,05,KIA,1,37,0.235,0.261,8.1,24.3,0.33,0.236,17.00,0.768,4.54,4.54,4.26,1.19,0.02,0.332,-0.49
1434,2015,10,05,KT,1,52,0.280,0.351,3.8,23.1,0.17,0.080,50.00,0.668,5.49,4.01,4.56,2.12,0.21,0.302,-2.13
1435,2015,10,05,NC,1,46,0.200,0.258,0.0,28.3,0.00,0.200,45.00,0.617,4.08,3.06,2.55,7.47,0.18,0.267,-3.36
1436,2015,10,06,LG,1,43,0.444,0.471,7.0,9.3,0.75,0.112,-,1.032,9.14,9.49,9.69,2.68,0.21,0.453,4.17
1437,2015,10,06,KIA,1,36,0.235,0.348,5.6,30.6,0.18,0.030,-,0.543,2.51,2.51,1.59,4.05,0.19,0.254,-3.04
1438,2016,04,01,KT,1,42,0.306,0.321,9.5,16.7,0.57,0.166,18.00,0.853,7.09,7.09,6.57,5.90,0.37,0.378,1.17
1439,2016,04,01,NC,1,36,0.300,0.368,13.9,25.0,0.56,0.267,15.00,0.967,6.80,7.98,6.98,0.96,0.03,0.419,2.36
1440,2016,04,01,·Ôµ¥,1,39,0.297,0.355,5.1,15.4,0.33,0.054,-,0.684,3.96,3.82,3.85,1.15,0.20,0.314,-1.16
1441,2016,04,01,µÎ»ê,1,37,0.258,0.222,8.1,8.1,1.00,0.194,15.50,0.785,4.63,4.63,4.65,3.94,0.36,0.344,-0.10
1442,2016,04,01,LG,1,47,0.214,0.267,8.5,23.4,0.36,0.119,42.00,0.616,4.24,3.27,3.20,5.27,0.36,0.280,-2.84
1443,2016,04,01,ÇÑÈ­,1,52,0.283,0.361,5.8,19.2,0.30,0.043,-,0.653,5.00,3.65,4.58,1.95,0.04,0.302,-2.11
1444,2016,04,01,SK,1,36,0.278,0.321,0.0,19.4,0.00,0.222,36.00,0.778,4.50,4.50,4.15,2.05,0.01,0.332,-0.47
1445,2016,04,01,»ï¼º,1,35,0.250,0.308,5.7,17.1,0.33,0.000,-,0.564,2.13,2.13,2.17,0.44,0.20,0.274,-2.33
1446,2016,04,01,KIA,1,38,0.235,0.304,7.9,26.3,0.30,0.177,34.00,0.728,4.35,4.35,4.16,1.74,0.02,0.326,-0.73
1447,2016,04,01,Hero,1,36,0.200,0.240,13.9,16.7,0.83,0.033,-,0.539,2.21,2.21,1.89,2.27,0.03,0.263,-2.73
1448,2016,04,02,»ï¼º,1,41,0.444,0.519,4.9,17.1,0.29,0.306,18.00,1.237,12.17,13.69,12.25,7.78,0.20,0.534,6.98
1449,2016,04,02,Hero,1,35,0.300,0.375,11.4,17.1,0.67,0.000,-,0.700,3.71,4.35,4.32,3.28,0.21,0.341,-0.18
1450,2016,04,02,LG,1,49,0.300,0.367,16.3,18.4,0.89,0.175,40.00,0.904,8.48,7.63,9.13,8.07,0.21,0.411,2.83
1451,2016,04,02,SK,1,44,0.270,0.300,13.6,13.6,1.00,0.135,37.00,0.791,6.31,6.08,5.68,3.41,0.37,0.348,0.03
1452,2016,04,02,KIA,1,39,0.242,0.292,12.8,20.5,0.62,0.152,33.00,0.736,4.72,4.72,4.57,4.25,0.19,0.334,-0.44
1453,2016,04,02,µÎ»ê,1,42,0.316,0.355,9.5,14.3,0.67,0.237,38.00,0.934,8.06,8.06,7.65,3.43,0.19,0.406,2.25
1454,2016,04,02,ÇÑÈ­,1,50,0.302,0.382,6.0,18.0,0.33,0.093,-,0.770,6.49,5.31,6.46,4.51,0.04,0.348,0.04
1455,2016,04,02,·Ôµ¥,1,39,0.235,0.320,12.8,23.1,0.56,0.089,-,0.657,4.10,4.10,3.64,4.75,0.36,0.308,-1.37
1456,2016,04,02,KT,1,41,0.235,0.258,14.6,7.3,2.00,0.000,-,0.585,2.46,2.14,3.24,0.31,0.04,0.292,-2.03
1457,2016,04,02,NC,1,36,0.212,0.222,5.6,13.9,0.40,0.121,33.00,0.611,3.08,3.08,2.40,3.06,0.19,0.279,-2.22
1458,2016,04,03,Hero,1,42,0.324,0.407,16.7,16.7,1.00,0.058,-,0.821,7.13,8.02,6.61,5.54,0.54,0.379,1.22
1459,2016,04,03,KT,1,40,0.212,0.261,15.0,22.5,0.67,0.152,33.00,0.714,4.49,4.49,4.61,3.63,0.03,0.332,-0.53
1460,2016,04,03,·Ôµ¥,1,43,0.316,0.353,9.3,11.6,0.80,0.079,-,0.767,5.78,5.57,5.65,5.19,0.04,0.350,0.13
1461,2016,04,03,SK,1,38,0.250,0.276,7.9,10.5,0.75,0.063,-,0.655,3.90,4.05,3.60,5.18,0.20,0.310,-1.28
1462,2016,04,05,ÇÑÈ­,1,41,0.371,0.371,9.8,2.4,4.00,0.115,-,0.925,8.02,9.02,7.80,4.50,0.21,0.415,2.54
1463,2016,04,05,KT,1,42,0.344,0.370,19.0,14.3,1.33,0.219,32.00,1.015,9.50,10.68,8.82,3.75,0.37,0.436,3.42
1464,2016,04,05,µÎ»ê,1,39,0.214,0.261,18.0,12.8,1.40,0.107,-,0.757,5.29,6.21,6.19,11.05,0.38,0.380,1.18
1465,2016,04,05,KIA,1,31,0.214,0.294,9.7,32.3,0.30,0.143,28.00,0.647,2.78,3.27,2.45,1.34,0.02,0.293,-1.53
1466,2016,04,05,·Ôµ¥,1,34,0.167,0.217,8.8,20.6,0.43,0.000,-,0.432,1.60,1.73,0.51,3.24,0.03,0.222,-3.86
1467,2016,04,05,»ï¼º,1,45,0.263,0.313,13.3,13.3,1.00,0.053,-,0.694,4.91,4.57,5.24,1.56,0.04,0.334,-0.55
1468,2016,04,05,Hero,1,40,0.219,0.300,17.5,27.5,0.64,0.094,32.00,0.688,3.94,3.80,4.63,3.07,0.37,0.333,-0.51
1469,2016,04,05,LG,1,35,0.206,0.280,2.9,25.7,0.11,0.000,-,0.435,1.78,1.78,-0.03,3.74,0.19,0.205,-4.53
1470,2016,04,05,NC,1,37,0.161,0.227,13.5,24.3,0.56,0.000,-,0.458,1.77,1.77,1.26,1.11,0.03,0.243,-3.49
1471,2016,04,05,SK,1,35,0.133,0.211,5.7,34.3,0.17,0.067,-,0.429,1.85,1.85,0.16,4.52,0.18,0.211,-4.33
1472,2016,04,06,·Ôµ¥,1,31,0.519,0.500,6.4,6.4,1.00,0.444,9.00,1.530,14.36,25.85,12.29,6.29,0.20,0.642,8.31
1473,2016,04,06,»ï¼º,1,47,0.341,0.368,10.6,6.4,1.67,0.122,-,0.876,8.37,7.79,8.23,7.84,0.38,0.398,2.19
1474,2016,04,06,Hero,1,40,0.188,0.300,17.5,30.0,0.58,0.062,-,0.600,3.53,3.66,3.49,4.31,0.03,0.301,-1.65
1475,2016,04,06,µÎ»ê,1,32,0.167,0.190,3.1,25.0,0.12,0.100,30.00,0.486,1.86,2.01,0.51,3.06,0.02,0.223,-3.61
1476,2016,04,06,ÇÑÈ­,1,36,0.314,0.321,0.0,13.9,0.00,0.257,17.50,0.885,5.84,6.07,5.64,2.95,0.18,0.378,1.02
1477,2016,04,06,KT,1,38,0.194,0.148,5.3,15.8,0.33,0.306,12.00,0.737,4.39,4.08,3.53,4.31,0.01,0.308,-1.36
1478,2016,04,06,NC,1,29,0.071,0.125,3.4,41.4,0.08,0.000,-,0.174,0.16,0.16,-3.09,-0.69,0.01,0.088,-6.82
1479,2016,04,06,SK,1,21,0.063,0.071,19.0,9.5,2.00,0.000,-,0.349,0.55,0.92,0.25,0.21,0.02,0.219,-2.45
1480,2016,04,07,NC,1,43,0.366,0.405,4.6,9.3,0.50,0.097,-,0.858,7.26,7.26,7.16,6.87,0.04,0.389,1.63
1481,2016,04,07,SK,1,42,0.333,0.300,7.1,11.9,0.60,0.278,12.00,0.992,8.97,8.97,8.00,5.76,0.37,0.415,2.61
1482,2016,04,07,LG,1,43,0.289,0.333,9.3,20.9,0.44,0.185,19.00,0.846,7.57,7.57,6.70,5.94,0.37,0.377,1.17
1483,2016,04,07,»ï¼º,1,40,0.257,0.267,10.0,10.0,1.00,0.143,35.00,0.733,5.56,5.56,4.55,4.90,0.53,0.331,-0.59
1484,2016,04,07,Hero,1,37,0.212,0.185,10.8,10.8,1.00,0.273,16.50,0.782,4.68,4.68,4.12,8.61,0.18,0.328,-0.63
1485,2016,04,07,ÇÑÈ­,1,40,0.308,0.370,0.0,25.0,0.00,0.205,19.50,0.838,6.58,6.58,5.78,2.37,0.03,0.364,0.64
1486,2016,04,07,µÎ»ê,1,40,0.278,0.370,5.0,22.5,0.22,0.028,-,0.656,3.91,3.91,3.93,1.33,0.04,0.314,-1.21
1487,2016,04,07,KIA,1,37,0.265,0.321,5.4,16.2,0.33,0.147,-,0.736,4.14,4.14,4.21,3.75,0.19,0.331,-0.54
1488,2016,04,07,·Ôµ¥,1,33,0.161,0.174,3.0,24.2,0.12,0.129,31.00,0.472,1.78,1.78,-0.07,3.81,0.01,0.203,-4.31
1489,2016,04,07,KT,1,34,0.133,0.190,11.8,26.5,0.44,0.034,-,0.402,1.24,1.24,-0.06,2.44,0.02,0.204,-4.43
1490,2016,04,08,NC,1,38,0.300,0.348,18.4,15.8,1.17,0.167,30.00,0.899,6.12,6.61,6.97,1.73,0.54,0.407,2.09
1491,2016,04,08,»ï¼º,1,42,0.286,0.292,11.9,19.0,0.62,0.285,11.67,0.961,7.89,7.89,8.03,1.97,0.03,0.416,2.63
1492,2016,04,08,µÎ»ê,1,40,0.276,0.318,20.0,17.5,1.14,0.172,29.00,0.884,6.53,7.06,7.12,5.19,0.37,0.401,1.98
1493,2016,04,08,KT,1,33,0.258,0.286,3.0,9.1,0.33,0.065,-,0.604,1.71,1.65,2.06,1.12,0.19,0.274,-2.18
1494,2016,04,08,SK,1,41,0.222,0.242,9.8,9.8,1.00,0.000,-,0.515,2.80,2.61,1.66,3.06,0.03,0.250,-3.61
1495,2016,04,08,·Ôµ¥,1,36,0.294,0.375,5.6,25.0,0.22,0.147,34.00,0.774,4.46,4.63,4.52,0.63,0.19,0.344,-0.11
1496,2016,04,08,Hero,1,36,0.281,0.421,11.1,33.3,0.33,0.157,32.00,0.799,4.47,4.64,5.00,2.74,0.36,0.358,0.38
1497,2016,04,08,ÇÑÈ­,1,39,0.161,0.190,15.4,23.1,0.67,0.162,31.00,0.656,3.72,3.72,3.83,1.78,0.03,0.314,-1.18
1498,2016,04,08,LG,1,36,0.121,0.107,5.6,11.1,0.50,0.091,33.00,0.406,1.30,1.17,-0.42,1.64,0.02,0.193,-5.04
1499,2016,04,08,KIA,1,32,0.107,0.143,12.5,21.9,0.57,0.000,-,0.326,0.71,0.71,-0.84,-0.63,0.19,0.177,-4.95
1500,2016,04,09,·Ôµ¥,1,41,0.405,0.467,9.8,14.6,0.67,0.109,37.00,0.977,8.52,9.59,8.76,1.79,0.21,0.441,3.50
1501,2016,04,09,NC,1,41,0.361,0.355,7.3,9.8,0.75,0.222,18.00,0.998,9.35,10.52,8.40,4.89,0.04,0.431,3.13
1502,2016,04,09,KIA,1,41,0.250,0.321,7.3,22.0,0.33,0.056,-,0.623,4.48,4.32,3.17,6.72,0.53,0.291,-2.10
1503,2016,04,09,SK,1,32,0.185,0.118,15.6,21.9,0.71,0.334,9.00,0.832,3.83,4.30,4.32,0.18,0.02,0.354,0.21
1504,2016,04,09,KT,1,38,0.314,0.393,5.3,18.4,0.29,0.057,-,0.722,4.76,4.95,4.34,3.27,0.36,0.331,-0.54
1505,2016,04,09,»ï¼º,1,42,0.306,0.385,14.3,21.4,0.67,0.083,36.00,0.794,5.36,5.17,6.24,2.21,0.21,0.369,0.84
1506,2016,04,09,LG,1,38,0.250,0.269,15.8,13.2,1.20,0.156,32.00,0.774,4.21,4.21,5.11,-2.03,0.03,0.353,0.23
1507,2016,04,09,ÇÑÈ­,1,32,0.241,0.333,6.2,25.0,0.25,0.000,-,0.531,1.26,1.26,1.42,-3.34,0.03,0.254,-2.70
1508,2016,04,09,Hero,1,57,0.327,0.400,10.5,15.8,0.67,0.061,-,0.799,8.25,6.18,8.74,6.85,0.39,0.374,1.42
1509,2016,04,09,µÎ»ê,1,49,0.283,0.333,6.1,22.4,0.27,0.152,23.00,0.762,5.51,4.13,5.88,1.89,0.04,0.338,-0.41
1510,2016,04,10,·Ôµ¥,1,37,0.333,0.385,10.8,16.2,0.67,0.182,33.00,0.920,6.19,6.68,6.80,3.43,0.36,0.408,2.05
1511,2016,04,10,KT,1,44,0.297,0.360,11.4,22.7,0.50,0.244,18.50,0.950,8.63,8.63,8.51,4.21,0.20,0.418,2.85
1512,2016,04,10,SK,1,37,0.273,0.269,5.4,13.5,0.40,0.212,16.50,0.836,5.44,5.88,5.21,4.44,0.03,0.360,0.45
1513,2016,04,10,Hero,1,41,0.250,0.333,12.2,24.4,0.50,0.125,-,0.725,5.07,5.07,4.29,8.63,0.03,0.321,-0.98
1514,2016,04,10,ÇÑÈ­,1,38,0.207,0.353,10.5,31.6,0.33,0.034,-,0.565,3.00,3.00,2.59,2.93,0.03,0.280,-2.29
1515,2016,04,10,KIA,1,43,0.368,0.419,11.6,14.0,0.83,0.264,38.00,1.074,9.41,9.41,10.27,7.07,0.04,0.468,4.74
1516,2016,04,10,µÎ»ê,1,39,0.286,0.323,7.7,10.3,0.75,0.057,-,0.685,4.43,4.60,3.96,3.35,0.03,0.317,-1.05
1517,2016,04,10,LG,1,38,0.270,0.276,2.6,15.8,0.17,0.162,18.50,0.721,4.42,4.26,3.80,5.27,0.19,0.316,-1.08
1518,2016,04,10,»ï¼º,1,40,0.194,0.273,20.0,22.5,0.89,0.032,-,0.585,3.29,3.29,3.39,1.43,0.20,0.299,-1.75
1519,2016,04,10,NC,1,34,0.069,0.100,8.8,26.5,0.33,0.000,-,0.251,0.81,0.78,-1.87,5.22,0.35,0.145,-6.24
1520,2016,04,12,»ï¼º,1,47,0.429,0.485,4.3,17.0,0.25,0.285,21.00,1.182,14.10,14.64,12.85,8.06,0.04,0.506,6.81
1521,2016,04,12,LG,1,55,0.415,0.531,20.0,18.2,1.10,0.122,-,1.065,12.35,11.90,12.97,7.06,0.23,0.465,5.90
1522,2016,04,12,Hero,1,35,0.333,0.370,5.7,14.3,0.40,0.182,33.00,0.886,6.51,7.99,5.86,3.48,0.03,0.390,1.36
1523,2016,04,12,µÎ»ê,1,45,0.273,0.280,20.0,15.6,1.29,0.303,16.50,1.008,9.06,9.06,9.29,2.15,0.04,0.433,3.51
1524,2016,04,12,KIA,1,44,0.270,0.250,13.6,20.4,0.67,0.352,9.25,1.008,9.59,9.59,8.88,3.18,0.03,0.428,3.22
1525,2016,04,12,·Ôµ¥,1,46,0.364,0.455,4.4,21.7,0.20,0.181,44.00,0.936,9.06,8.44,8.69,7.79,0.04,0.413,2.78
1526,2016,04,12,NC,1,39,0.270,0.226,2.6,10.3,0.25,0.271,12.33,0.823,5.86,5.65,4.87,3.06,0.02,0.343,-0.14
1527,2016,04,12,ÇÑÈ­,1,37,0.265,0.333,5.4,18.9,0.29,0.059,-,0.648,3.18,3.18,3.26,-0.15,0.03,0.303,-1.49
1528,2016,04,12,SK,1,40,0.212,0.238,10.0,27.5,0.36,0.182,16.50,0.719,4.99,4.81,4.31,6.85,0.53,0.324,-0.83
1529,2016,04,12,KT,1,35,0.212,0.200,2.9,17.1,0.17,0.182,16.50,0.651,3.21,3.21,2.56,3.18,0.19,0.286,-1.94
1530,2016,04,13,µÎ»ê,1,46,0.375,0.412,8.7,13.0,0.67,0.100,40.00,0.910,8.60,8.60,8.54,3.58,0.05,0.410,2.63
1531,2016,04,13,NC,1,39,0.313,0.357,10.3,12.8,0.80,0.062,-,0.770,4.95,5.14,5.36,4.10,0.20,0.357,0.35
1532,2016,04,13,KT,1,48,0.310,0.400,10.4,22.9,0.46,0.119,42.00,0.812,7.39,6.43,7.09,5.13,0.38,0.368,0.93
1533,2016,04,13,LG,1,38,0.281,0.400,15.8,29.0,0.54,0.157,32.00,0.833,6.35,7.45,5.94,4.35,0.20,0.378,1.06
1534,2016,04,13,SK,1,34,0.241,0.300,11.8,23.5,0.50,0.104,29.00,0.678,3.71,4.17,3.36,2.10,0.36,0.314,-1.01
1535,2016,04,13,ÇÑÈ­,1,43,0.375,0.536,7.0,27.9,0.25,0.225,-,1.019,10.00,10.39,9.47,9.51,0.20,0.448,3.95
1536,2016,04,13,Hero,1,50,0.289,0.353,8.0,20.0,0.40,0.155,45.00,0.804,7.95,6.50,7.14,8.78,0.71,0.363,0.72
1537,2016,04,13,·Ôµ¥,1,36,0.258,0.318,8.3,22.2,0.38,0.097,31.00,0.698,3.14,3.14,3.88,-2.53,0.03,0.324,-0.75
1538,2016,04,13,KIA,1,33,0.200,0.300,6.1,30.3,0.20,0.033,-,0.506,1.41,1.41,1.19,-2.19,0.02,0.245,-3.05
1539,2016,04,13,»ï¼º,1,33,0.167,0.208,6.1,18.2,0.33,0.100,-,0.486,1.74,1.74,0.48,3.29,0.18,0.221,-3.76
1540,2016,04,14,SK,1,41,0.378,0.483,9.8,19.5,0.50,0.054,-,0.871,6.85,7.40,7.30,3.38,0.21,0.401,2.03
1541,2016,04,14,·Ôµ¥,1,46,0.366,0.424,8.7,17.4,0.50,0.171,41.00,0.950,9.73,9.73,8.86,7.16,0.04,0.417,2.95
1542,2016,04,14,µÎ»ê,1,48,0.341,0.333,12.5,14.6,0.86,0.342,10.25,1.121,13.05,13.05,11.79,6.15,0.04,0.476,5.62
1543,2016,04,14,»ï¼º,1,37,0.333,0.367,5.4,10.8,0.50,0.000,-,0.711,4.50,4.85,4.30,3.98,0.54,0.333,-0.45
1544,2016,04,14,KT,1,40,0.278,0.296,7.5,17.5,0.43,0.222,18.00,0.833,5.95,5.73,5.70,4.42,0.19,0.362,0.56
1545,2016,04,14,KIA,1,42,0.286,0.391,14.3,26.2,0.54,0.143,35.00,0.819,6.51,6.76,6.37,3.48,0.04,0.372,0.97
1546,2016,04,14,NC,1,39,0.235,0.375,10.3,41.0,0.25,0.236,17.00,0.804,5.64,5.64,5.25,2.84,0.36,0.354,0.24
1547,2016,04,14,Hero,1,35,0.233,0.263,5.7,25.7,0.22,0.267,15.00,0.843,4.81,5.19,5.34,6.61,0.19,0.373,0.84
1548,2016,04,14,LG,1,35,0.229,0.320,0.0,28.6,0.00,0.028,-,0.486,2.06,2.06,0.46,1.81,0.02,0.220,-4.04
1549,2016,04,14,ÇÑÈ­,1,32,0.161,0.238,0.0,31.2,0.00,0.000,-,0.349,0.66,0.63,-1.10,0.50,0.02,0.168,-5.21
1550,2016,04,15,LG,1,55,0.432,0.455,18.2,12.7,1.43,0.295,11.00,1.264,17.75,17.12,16.76,3.52,0.40,0.541,9.69
1551,2016,04,15,KIA,1,44,0.361,0.387,15.9,9.1,1.75,0.222,36.00,1.048,10.19,10.58,10.27,7.05,0.54,0.462,4.62
1552,2016,04,15,µÎ»ê,1,41,0.324,0.367,14.6,12.2,1.20,0.058,-,0.797,5.88,6.36,6.11,2.49,0.04,0.370,0.84
1553,2016,04,15,SK,1,41,0.290,0.350,14.6,22.0,0.67,0.194,15.50,0.905,5.99,5.78,7.51,0.95,0.21,0.407,2.24
1554,2016,04,15,NC,1,36,0.281,0.409,11.1,27.8,0.40,0.094,-,0.736,4.61,5.18,4.01,3.10,0.36,0.328,-0.61
1555,2016,04,15,Hero,1,41,0.294,0.345,12.2,14.6,0.83,0.030,-,0.714,4.64,4.64,5.01,4.98,0.21,0.340,-0.26
1556,2016,04,15,ÇÑÈ­,1,35,0.273,0.310,5.7,11.4,0.50,0.000,-,0.587,1.90,1.84,2.30,-2.79,0.03,0.278,-2.20
1557,2016,04,15,KT,1,36,0.212,0.280,5.6,22.2,0.25,0.030,-,0.520,2.20,2.20,1.46,2.09,0.03,0.250,-3.16
1558,2016,04,15,»ï¼º,1,37,0.171,0.200,5.4,13.5,0.40,0.000,-,0.387,1.23,1.11,-0.58,1.73,0.02,0.188,-5.34
1559,2016,04,15,·Ôµ¥,1,33,0.129,0.222,6.1,39.4,0.15,0.000,-,0.311,0.68,0.66,-1.51,1.81,0.02,0.155,-5.75
1560,2016,04,17,µÎ»ê,1,38,0.364,0.444,7.9,18.4,0.43,0.060,-,0.829,5.77,6.23,5.95,6.17,0.37,0.378,1.07
1561,2016,04,17,·Ôµ¥,1,43,0.324,0.345,9.3,16.3,0.57,0.244,18.50,0.963,8.68,8.68,8.17,3.80,0.20,0.414,2.64
1562,2016,04,17,LG,1,40,0.303,0.400,15.0,27.5,0.54,0.242,16.50,0.955,7.21,7.49,7.73,4.35,0.20,0.418,2.59
1563,2016,04,17,Hero,1,33,0.281,0.310,0.0,9.1,0.00,0.063,-,0.647,1.71,1.65,2.77,2.37,0.03,0.298,-1.47
1564,2016,04,17,SK,1,51,0.262,0.294,11.8,13.7,0.86,0.095,42.00,0.724,5.47,4.34,5.82,2.68,0.04,0.331,-0.73
1565,2016,04,17,NC,1,41,0.351,0.387,9.8,12.2,0.80,0.108,37.00,0.874,6.16,6.16,7.09,0.48,0.04,0.396,1.82
1566,2016,04,17,KIA,1,35,0.324,0.357,0.0,14.3,0.00,0.117,34.00,0.765,4.43,4.79,4.22,1.81,0.03,0.338,-0.28
1567,2016,04,17,KT,1,47,0.243,0.281,12.8,17.0,0.75,0.027,-,0.596,4.14,3.39,2.84,3.66,0.20,0.272,-3.20
1568,2016,04,17,ÇÑÈ­,1,43,0.206,0.304,18.6,25.6,0.73,0.000,-,0.578,3.04,2.83,2.98,1.05,0.21,0.282,-2.54
1569,2016,04,17,»ï¼º,1,34,0.107,0.120,11.8,14.7,0.80,0.000,-,0.313,0.99,0.95,-1.21,2.87,0.19,0.166,-5.58
1570,2016,04,19,NC,1,43,0.333,0.367,9.3,14.0,0.67,0.167,36.00,0.919,7.94,8.24,7.93,4.51,0.04,0.408,2.40
1571,2016,04,19,KIA,1,37,0.324,0.333,5.4,13.5,0.40,0.264,17.00,0.966,7.30,8.21,7.13,2.83,0.03,0.418,2.38
1572,2016,04,19,Hero,1,38,0.294,0.360,10.5,21.0,0.50,0.206,34.00,0.868,5.70,5.92,6.10,0.98,0.03,0.382,1.21
1573,2016,04,19,µÎ»ê,1,35,0.219,0.280,8.6,20.0,0.43,0.062,-,0.567,2.24,2.24,1.92,1.71,0.02,0.266,-2.58
1574,2016,04,19,·Ôµ¥,1,42,0.172,0.227,19.0,19.0,1.00,0.173,-,0.704,4.30,4.01,4.06,8.58,0.02,0.312,-1.33
1575,2016,04,19,KT,1,39,0.303,0.321,12.8,10.3,1.25,0.152,33.00,0.850,5.18,5.18,6.28,-2.11,0.03,0.383,1.27
1576,2016,04,19,»ï¼º,1,39,0.278,0.321,7.7,18.0,0.43,0.083,36.00,0.694,3.89,3.75,3.99,0.80,0.03,0.318,-1.03
1577,2016,04,19,ÇÑÈ­,1,44,0.211,0.269,13.6,25.0,0.54,0.078,38.00,0.607,4.00,3.60,3.36,2.58,0.04,0.289,-2.30
1578,2016,04,19,SK,1,36,0.206,0.250,5.6,25.0,0.22,0.118,34.00,0.574,3.01,3.01,1.70,3.18,0.19,0.257,-2.93
1579,2016,04,19,LG,1,31,0.037,0.050,6.4,25.8,0.25,0.000,-,0.137,0.25,0.24,-3.57,3.48,0.01,0.079,-7.55
1580,2016,04,20,·Ôµ¥,1,48,0.447,0.485,14.6,12.5,1.17,0.185,38.00,1.153,14.24,15.38,12.84,6.85,0.89,0.500,6.67
1581,2016,04,20,µÎ»ê,1,47,0.400,0.500,8.5,21.3,0.40,0.225,20.00,1.092,11.66,12.11,11.63,3.62,0.05,0.478,5.59
1582,2016,04,20,SK,1,38,0.361,0.364,5.3,5.3,1.00,0.222,36.00,0.978,7.93,8.92,7.60,3.46,0.03,0.426,2.72
1583,2016,04,20,»ï¼º,1,41,0.265,0.310,12.2,12.2,1.00,0.000,-,0.624,2.97,2.68,3.29,1.20,0.04,0.294,-1.97
1584,2016,04,20,LG,1,34,0.194,0.167,2.9,14.7,0.20,0.193,15.50,0.652,3.31,3.58,2.21,11.81,0.02,0.277,-2.16
1585,2016,04,20,NC,1,36,0.333,0.393,5.6,16.7,0.33,0.091,-,0.785,3.76,3.76,4.73,-1.48,0.03,0.350,0.10
1586,2016,04,20,ÇÑÈ­,1,38,0.278,0.281,5.3,7.9,0.67,0.111,36.00,0.705,4.20,4.20,3.83,1.93,0.03,0.316,-1.05
1587,2016,04,20,Hero,1,35,0.242,0.304,5.7,25.7,0.22,0.091,33.00,0.619,2.63,2.63,2.40,-1.66,0.03,0.281,-2.09
1588,2016,04,20,KT,1,40,0.229,0.300,10.0,32.5,0.31,0.200,17.50,0.754,5.97,5.97,4.75,5.56,0.69,0.336,-0.39
1589,2016,04,20,KIA,1,38,0.206,0.250,10.5,15.8,0.67,0.000,-,0.495,1.91,1.72,1.38,1.14,0.36,0.246,-3.50
1590,2016,04,21,KT,1,41,0.400,0.400,12.2,7.3,1.67,0.257,17.50,1.132,11.12,13.06,10.61,3.29,0.21,0.490,5.34
1591,2016,04,21,ÇÑÈ­,1,46,0.394,0.542,17.4,21.7,0.80,0.091,-,0.985,8.86,8.86,9.83,5.55,0.38,0.441,3.91
1592,2016,04,21,NC,1,46,0.368,0.438,10.9,13.0,0.83,0.132,-,0.955,9.17,9.52,8.88,4.31,0.04,0.418,2.97
1593,2016,04,21,»ï¼º,1,45,0.366,0.424,8.9,15.6,0.57,0.146,41.00,0.934,8.33,8.03,8.65,2.55,0.04,0.417,2.87
1594,2016,04,21,SK,1,31,0.222,0.238,9.7,16.1,0.60,0.111,27.00,0.656,2.50,2.81,2.84,5.10,0.36,0.307,-1.14
1595,2016,04,21,LG,1,45,0.308,0.360,8.9,24.4,0.36,0.256,13.00,0.964,9.42,9.42,8.81,2.72,0.04,0.421,3.03
1596,2016,04,21,·Ôµ¥,1,38,0.273,0.360,10.5,23.7,0.44,0.000,-,0.615,3.51,3.51,3.05,4.13,0.54,0.294,-1.83
1597,2016,04,21,µÎ»ê,1,38,0.265,0.308,10.5,18.4,0.57,0.176,34.00,0.783,5.07,5.26,4.94,1.11,0.03,0.349,0.06
1598,2016,04,21,KIA,1,36,0.206,0.269,2.8,22.2,0.12,0.147,-,0.603,3.13,3.13,2.07,2.53,0.01,0.269,-2.56
1599,2016,04,21,Hero,1,37,0.182,0.238,8.1,29.7,0.27,0.151,33.00,0.603,3.06,2.95,2.36,3.89,0.19,0.276,-2.40
1600,2016,04,22,Hero,1,42,0.400,0.429,9.5,14.3,0.67,0.343,17.50,1.206,11.47,12.39,11.59,8.93,0.04,0.509,6.20
1601,2016,04,22,·Ôµ¥,1,37,0.394,0.419,5.4,8.1,0.67,0.091,-,0.902,7.33,9.00,6.58,5.26,0.20,0.401,1.82
1602,2016,04,22,KT,1,48,0.390,0.400,12.5,10.4,1.20,0.244,20.50,1.092,12.29,12.29,11.58,6.33,0.05,0.471,5.41
