,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,ÆÀ½Â,ÆÀ¹«,ÆÀÆÐ,RA/G,½ÇÁ¡,ÀÚÃ¥,ÇÇÈ¨·±,º¼³Ý%,»ïÁø%,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
1611,2016,4,23,SK,1,0,0,2.0,2,2,1,3.1,21.9,0.217,89.3,2.0,0.43,3.89,3.75,0.23
1612,2016,4,23,µÎ»ê,1,0,0,2.0,2,2,1,2.9,26.5,0.217,89.3,2.0,0.54,3.45,3.08,0.37
1613,2016,4,23,KT,1,0,0,6.0,6,6,0,14.3,7.1,0.233,62.5,6.0,0.11,6.0,6.74,-0.06
1614,2016,4,23,KIA,1,0,0,10.0,10,10,2,18.0,14.0,0.387,66.0,10.0,-0.34,8.34,8.67,-0.23
1615,2016,4,23,ÇÑÈ­,0,0,1,3.0,3,3,1,11.8,14.7,0.261,84.9,3.38,0.26,5.92,6.18,-0.01
1616,2016,4,23,NC,0,0,1,8.0,8,6,0,7.0,16.3,0.419,55.6,6.75,-0.16,3.8,3.81,0.13
1617,2016,4,23,»ï¼º,0,0,1,11.0,11,11,1,9.5,11.9,0.344,34.2,11.0,-0.34,5.34,5.56,0.02
1618,2016,4,23,·Ôµ¥,0,0,1,16.0,16,11,3,5.9,13.7,0.474,40.4,11.0,-0.79,7.45,7.42,-0.1
1619,2016,4,23,LG,0,0,1,14.0,14,14,2,14.3,22.4,0.552,49.5,15.75,-0.44,6.8,6.42,0.06
1620,2016,4,24,»ï¼º,1,0,0,0.0,0,0,0,6.2,18.8,0.25,100.0,0.0,0.78,3.0,3.01,0.31
1621,2016,4,24,µÎ»ê,1,0,0,1.0,1,1,1,5.7,25.7,0.14300000000000002,106.1,1.0,0.72,4.45,4.26,0.26
1622,2016,4,24,SK,1,0,0,2.0,2,2,2,3.0,18.2,0.136,119.0,2.0,0.55,5.89,5.92,0.02
1623,2016,4,24,LG,1,0,0,3.0,3,3,0,2.6,15.4,0.36700000000000005,75.0,3.0,0.36,2.34,2.24,0.36
1624,2016,4,24,KIA,1,0,0,4.0,4,4,3,5.3,26.3,0.217,103.4,4.0,0.3,6.45,6.04,0.06
1625,2016,4,24,ÇÑÈ­,0,0,1,5.0,5,0,0,23.7,15.8,0.22699999999999998,64.3,0.0,0.03,5.55,5.89,0.02
1626,2016,4,24,NC,0,0,1,3.0,3,3,1,0.0,21.2,0.348,78.9,3.38,0.28,3.55,3.25,0.25
1627,2016,4,24,Hero,0,0,1,5.0,5,5,1,2.7,21.6,0.34600000000000003,66.0,5.0,0.59,4.0,3.81,0.24
1628,2016,4,24,KT,0,0,1,6.0,6,6,1,2.7,8.1,0.31,56.6,6.75,0.17,5.3,5.62,0.14
1629,2016,4,24,·Ôµ¥,0,0,1,11.0,11,10,2,8.3,10.4,0.361,52.3,10.0,-0.27,7.11,7.41,-0.15
1630,2016,4,26,LG,1,0,0,0.0,0,0,0,3.4,24.1,0.095,100.0,0.0,0.9,2.45,2.3,0.46
1631,2016,4,26,KT,1,0,0,1.0,1,1,0,8.6,22.9,0.22699999999999998,87.5,1.0,0.71,2.89,2.74,0.36
1632,2016,4,26,ÇÑÈ­,1,0,0,2.0,2,2,0,10.8,29.7,0.35,83.3,2.0,0.61,2.89,2.52,0.51
1633,2016,4,26,µÎ»ê,1,0,0,3.0,3,3,0,7.1,14.3,0.406,81.2,3.0,0.54,3.34,3.4,0.35
1634,2016,4,26,NC,1,0,0,3.0,3,3,0,7.7,25.6,0.375,78.6,3.0,0.5,3.11,2.86,0.55
1635,2016,4,26,»ï¼º,0,0,1,2.0,2,2,0,10.8,21.6,0.292,81.8,2.0,0.44,3.23,3.12,0.24
1636,2016,4,26,·Ôµ¥,0,0,1,2.0,2,2,1,3.3,13.3,0.261,90.9,2.25,0.39,4.67,4.81,0.11
1637,2016,4,26,SK,0,0,1,4.0,4,3,1,5.9,17.6,0.273,75.5,3.38,0.19,5.67,5.83,0.07
1638,2016,4,26,KIA,0,0,1,4.0,4,3,1,19.4,13.9,0.23800000000000002,77.6,3.38,0.17,6.67,7.03,-0.04
1639,2016,4,26,Hero,0,0,1,4.0,4,4,0,8.6,8.6,0.379,71.4,4.5,0.11,4.05,4.41,0.07
1640,2016,4,27,·Ôµ¥,1,0,0,0.0,0,0,0,9.4,18.8,0.13,100.0,0.0,0.69,3.34,3.4,0.22
1641,2016,4,27,SK,1,0,0,1.0,1,1,0,2.6,13.2,0.3,91.7,1.0,0.64,3.56,3.75,0.22
1642,2016,4,27,µÎ»ê,0,0,1,3.0,3,3,1,2.9,23.5,0.20800000000000002,71.4,3.0,0.31,3.67,3.41,0.21
1643,2016,4,27,KT,0,0,1,4.0,4,4,0,10.0,15.0,0.33299999999999996,71.4,4.0,0.29,3.67,3.78,0.21
1644,2016,4,28,Hero,1,0,0,2.0,2,1,0,2.8,30.6,0.348,80.0,1.0,0.59,1.89,1.37,0.41
1645,2016,4,28,µÎ»ê,1,0,0,1.0,1,1,0,8.1,16.2,0.32,92.3,1.0,0.66,4.0,4.19,0.22
1646,2016,4,28,ÇÑÈ­,1,0,0,2.0,2,2,1,8.9,28.9,0.231,94.3,1.64,0.79,3.58,3.16,0.31
1647,2016,4,28,·Ôµ¥,1,0,0,3.0,3,3,1,3.0,21.2,0.304,81.4,3.0,0.34,4.23,4.14,0.17
1648,2016,4,28,»ï¼º,1,0,0,7.0,7,7,3,9.8,26.8,0.364,76.3,7.0,0.01,7.23,6.87,-0.07
1649,2016,4,28,NC,0,0,1,4.0,4,2,1,2.6,18.4,0.276,69.8,2.0,0.32,3.89,3.75,0.24
1650,2016,4,28,KIA,0,0,1,3.0,3,3,0,10.9,15.2,0.281,78.6,2.53,0.54,3.48,3.57,0.24
1651,2016,4,28,SK,0,0,1,4.0,4,4,1,0.0,2.9,0.28600000000000003,75.5,4.32,0.25,6.07,6.72,-0.12
1652,2016,4,28,KT,0,0,1,8.0,8,7,4,9.8,12.2,0.29600000000000004,78.9,7.0,-0.12,10.0,10.31,-0.26
1653,2016,4,28,LG,0,0,1,9.0,9,7,1,22.0,22.0,0.28600000000000003,47.9,7.88,-0.47,6.42,6.4,-0.05
1654,2016,4,29,KIA,1,0,0,1.0,1,1,0,20.0,12.5,0.192,92.3,1.0,0.74,5.23,5.65,0.04
1655,2016,4,29,SK,1,0,0,3.0,3,2,0,5.6,19.4,0.259,66.7,2.0,0.47,2.78,2.68,0.42
1656,2016,4,29,LG,1,0,0,3.0,3,3,0,13.9,13.9,0.304,76.9,3.0,0.35,4.56,4.9,0.12
1657,2016,4,29,NC,1,0,0,3.0,3,3,1,11.4,20.0,0.273,84.9,3.0,0.32,4.89,4.91,0.18
1658,2016,4,29,ÇÑÈ­,1,0,0,5.0,5,5,2,10.5,21.1,0.304,80.4,5.0,0.08,6.45,6.41,0.04
1659,2016,4,29,µÎ»ê,0,0,1,4.0,4,1,0,13.5,24.3,0.304,66.7,1.12,0.14,3.3,3.04,0.29
1660,2016,4,29,Hero,0,0,1,4.0,4,4,0,2.7,13.5,0.33299999999999996,63.6,4.0,0.29,2.89,2.96,0.28
1661,2016,4,29,KT,0,0,1,4.0,4,4,1,14.3,19.0,0.34600000000000003,82.2,4.32,0.42,5.11,5.01,0.13
1662,2016,4,29,·Ôµ¥,0,0,1,6.0,6,6,2,18.6,18.6,0.304,78.9,6.0,0.04,7.45,7.57,-0.28
1663,2016,4,29,»ï¼º,0,0,1,10.0,10,10,3,4.9,14.6,0.414,58.0,11.25,0.1,8.17,8.2,-0.12
1664,2016,4,30,SK,1,0,0,1.0,1,1,0,11.8,20.6,0.217,88.9,1.0,0.53,3.45,3.45,0.23
1665,2016,4,30,NC,1,0,0,1.0,1,1,0,5.9,35.3,0.25,85.7,1.0,0.53,1.67,1.02,0.53
1666,2016,4,30,»ï¼º,1,0,0,3.0,3,2,0,5.6,19.4,0.28,72.7,2.0,0.34,3.45,3.47,0.24
1667,2016,4,30,KT,1,0,0,2.0,2,2,0,13.9,19.4,0.22699999999999998,81.8,2.0,0.64,4.11,4.23,0.2
1668,2016,4,30,µÎ»ê,1,0,0,5.0,5,5,1,7.5,17.5,0.345,71.4,5.0,0.16,4.56,4.52,0.14
1669,2016,4,30,ÇÑÈ­,0,0,1,6.0,6,3,2,12.2,7.3,0.276,73.8,3.0,0.06,7.23,7.68,-0.09
1670,2016,4,30,LG,0,0,1,3.0,3,3,0,5.6,16.7,0.321,72.7,3.0,0.37,3.0,3.01,0.29
1671,2016,4,30,Hero,0,0,1,5.0,5,5,1,4.8,16.7,0.387,73.5,5.0,0.1,4.23,4.13,0.11
1672,2016,4,30,KIA,0,0,1,7.0,7,6,1,19.0,14.3,0.36,66.3,6.0,-0.03,6.45,6.77,-0.04
1673,2016,4,30,·Ôµ¥,0,0,1,8.0,8,8,2,9.5,21.4,0.33299999999999996,57.4,8.0,-0.06,5.89,5.69,0.06
1674,2016,5,1,µÎ»ê,1,0,0,1.0,1,0,1,8.3,8.3,0.214,104.2,0.0,0.56,5.78,6.24,0.0
1675,2016,5,1,NC,1,0,0,2.0,2,1,0,5.6,16.7,0.185,75.0,1.0,0.48,3.34,3.41,0.25
1676,2016,5,1,Hero,1,0,0,1.0,1,1,0,3.0,12.1,0.192,85.7,1.0,0.57,3.45,3.69,0.21
1677,2016,5,1,LG,1,0,0,2.0,2,2,0,13.5,8.1,0.321,85.7,2.0,0.5,4.67,5.16,0.01
1678,2016,5,1,ÇÑÈ­,1,0,0,8.0,8,8,0,16.3,16.3,0.379,55.6,8.0,-0.22,4.45,4.61,0.07
1679,2016,5,1,KIA,0,0,1,4.0,4,3,1,2.8,5.6,0.25,69.8,3.0,0.21,5.0,5.4,0.04
1680,2016,5,1,KT,0,0,1,4.0,4,4,1,11.4,14.3,0.261,75.5,4.5,0.16,5.92,6.18,0.01
1681,2016,5,1,·Ôµ¥,0,0,1,5.0,5,5,3,2.6,21.1,0.26899999999999996,88.2,5.0,0.15,6.56,6.31,0.09
1682,2016,5,1,»ï¼º,0,0,1,9.0,9,9,1,16.2,21.6,0.33299999999999996,39.7,10.12,-0.2,5.17,5.04,0.09
1683,2016,5,1,SK,0,0,1,11.0,11,9,1,9.3,11.6,0.39399999999999996,42.2,10.12,-0.28,5.55,5.73,0.04
1684,2016,5,3,Hero,1,0,0,0.0,0,0,0,6.5,9.7,0.308,100.0,0.0,0.67,3.67,4.01,0.16
1685,2016,5,3,KIA,1,0,0,2.0,2,2,1,18.9,21.6,0.19,94.3,2.0,0.73,5.34,5.34,0.23
1686,2016,5,3,ÇÑÈ­,1,0,0,2.0,2,2,0,5.4,24.3,0.33299999999999996,81.8,2.0,0.46,2.67,2.41,0.28
1687,2016,5,3,»ï¼º,0,0,1,5.0,5,3,1,11.6,23.3,0.4,75.3,3.0,0.12,4.56,4.29,0.09
1688,2016,5,3,·Ôµ¥,0,0,1,3.0,3,3,1,11.1,16.7,0.273,83.3,3.38,0.25,5.3,5.36,0.06
1689,2016,5,3,SK,0,0,1,7.0,7,7,1,24.4,14.6,0.19,61.6,7.0,-0.07,7.11,7.55,-0.16
1690,2016,5,4,SK,1,0,0,1.0,1,1,1,15.4,15.4,0.24,103.2,1.0,0.55,6.11,6.4,-0.06
1691,2016,5,4,KIA,1,0,0,2.0,2,1,1,7.9,10.5,0.345,95.6,1.0,0.56,5.56,5.91,0.04
1692,2016,5,4,µÎ»ê,1,0,0,1.0,1,1,0,13.9,13.9,0.154,88.9,1.0,0.53,4.23,4.5,0.12
1693,2016,5,4,Hero,1,0,0,3.0,3,3,0,5.4,13.5,0.33299999999999996,75.0,3.0,0.42,3.23,3.35,0.25
1694,2016,5,4,NC,1,0,0,6.0,6,6,0,12.2,22.0,0.34600000000000003,57.1,6.0,0.5,3.34,3.17,0.47
1695,2016,5,4,·Ôµ¥,0,0,1,3.0,3,3,1,14.3,31.4,0.33299999999999996,84.9,3.38,0.27,4.42,3.92,0.14
1696,2016,5,4,»ï¼º,0,0,1,6.0,6,5,1,0.0,13.5,0.29,46.5,5.0,0.0,4.0,4.03,0.06
1697,2016,5,4,ÇÑÈ­,0,0,1,5.0,5,5,1,21.4,4.8,0.321,79.5,5.62,0.3,8.17,9.01,0.01
1698,2016,5,4,KT,0,0,1,8.0,8,7,1,7.3,9.8,0.387,57.7,7.0,-0.13,5.56,5.91,0.03
1699,2016,5,4,LG,0,0,1,17.0,17,16,4,7.5,9.4,0.436,44.1,16.0,-0.5,10.0,10.31,-0.17
1700,2016,5,5,KIA,1,0,0,1.0,1,1,0,3.1,18.8,0.13,83.3,1.0,0.53,3.34,3.42,0.22
1701,2016,5,5,»ï¼º,1,0,0,2.0,2,2,1,9.1,15.2,0.125,89.3,2.0,0.54,5.0,5.18,0.09
1702,2016,5,5,NC,1,0,0,2.0,2,2,0,10.8,21.6,0.292,83.3,2.0,0.48,3.56,3.52,0.19
1703,2016,5,5,LG,1,0,0,7.0,7,6,0,6.0,8.0,0.452,69.6,5.4,0.24,4.07,4.44,0.22
1704,2016,5,5,SK,1,0,0,6.0,6,6,3,7.1,16.7,0.345,84.7,6.0,0.04,7.45,7.42,-0.1
1705,2016,5,5,Hero,0,0,1,5.0,5,5,0,0.0,18.2,0.26899999999999996,37.5,5.62,0.06,2.55,2.44,0.23
1706,2016,5,5,µÎ»ê,0,0,1,8.0,8,7,1,7.3,24.4,0.36,43.1,6.75,-0.06,3.88,3.55,0.32
1707,2016,5,5,KT,0,0,1,15.0,15,10,2,16.7,9.3,0.37799999999999995,45.0,10.0,-0.48,8.45,8.94,-0.21
1708,2016,5,5,ÇÑÈ­,0,0,1,19.0,19,14,5,9.3,9.3,0.41,36.8,15.75,-0.67,12.42,12.69,-0.25
1709,2016,5,5,·Ôµ¥,0,0,1,17.0,17,17,2,21.2,9.6,0.485,47.8,19.12,-0.57,10.17,10.84,-0.23
1710,2016,5,6,·Ôµ¥,1,0,0,0.0,0,0,0,5.9,20.6,0.20800000000000002,100.0,0.0,0.77,3.11,3.08,0.3
1711,2016,5,6,KT,1,0,0,3.0,3,1,0,2.6,23.1,0.345,72.7,1.0,0.38,2.0,1.63,0.38
1712,2016,5,6,NC,1,0,0,2.0,2,2,0,9.1,15.2,0.20800000000000002,75.0,2.0,0.43,3.56,3.73,0.21
1713,2016,5,6,»ï¼º,1,0,0,4.0,4,4,1,2.9,17.1,0.36,72.9,4.0,0.31,4.11,4.08,0.24
1714,2016,5,6,Hero,1,0,0,6.0,6,6,2,5.1,12.8,0.36700000000000005,73.8,6.0,0.09,6.11,6.24,-0.03
1715,2016,5,6,SK,0,0,1,5.0,5,3,1,2.9,5.9,0.25,52.6,3.38,0.11,5.17,5.55,0.06
1716,2016,5,6,µÎ»ê,0,0,1,7.0,7,7,1,15.6,20.0,0.40700000000000003,68.2,7.0,0.0,5.45,5.39,0.03
1717,2016,5,6,ÇÑÈ­,0,0,1,10.0,10,10,3,14.6,14.6,0.462,65.5,11.25,-0.3,9.3,9.48,-0.18
1718,2016,5,6,LG,0,0,1,13.0,13,13,2,5.1,12.8,0.433,28.2,14.62,-0.5,6.42,6.5,0.06
1719,2016,5,6,KIA,0,0,1,15.0,15,15,3,12.0,14.0,0.5,50.5,16.88,-0.45,9.05,9.11,-0.16
1720,2016,5,7,·Ôµ¥,1,0,0,0.0,0,0,0,11.4,20.0,0.261,100.0,0.0,0.75,3.78,3.85,0.22
1721,2016,5,7,NC,1,0,0,1.0,1,1,0,10.8,21.6,0.261,91.7,1.0,0.65,3.89,3.91,0.24
1722,2016,5,7,SK,1,0,0,3.0,3,3,0,2.7,10.8,0.25,66.7,3.0,0.35,3.11,3.29,0.27
1723,2016,5,7,Hero,1,0,0,3.0,3,3,1,5.6,13.9,0.2,78.9,3.0,0.46,5.0,5.19,0.13
1724,2016,5,7,KT,1,0,0,10.0,10,10,2,15.9,13.6,0.345,55.6,10.0,0.06,7.56,7.84,-0.01
1725,2016,5,7,KIA,0,0,1,4.0,4,3,0,2.9,20.6,0.308,55.6,3.38,0.2,2.3,2.05,0.43
1726,2016,5,7,LG,0,0,1,4.0,4,4,3,8.6,34.3,0.294,102.9,4.5,0.1,6.67,5.95,-0.04
1727,2016,5,7,µÎ»ê,0,0,1,5.0,5,5,1,12.2,24.4,0.348,73.5,5.0,0.23,4.89,4.69,0.28
1728,2016,5,7,»ï¼º,0,0,1,6.0,6,6,0,19.0,16.7,0.28,62.5,6.0,0.03,5.11,5.39,0.0
1729,2016,5,7,ÇÑÈ­,0,0,1,17.0,17,17,0,12.5,18.8,0.606,34.6,19.12,-0.72,3.67,3.47,0.14
1730,2016,5,8,KT,1,0,0,4.0,4,4,1,13.9,25.0,0.15,69.8,4.0,0.31,5.11,5.02,0.02
1731,2016,5,8,Hero,1,0,0,6.0,6,4,0,2.4,22.0,0.39299999999999996,57.1,4.0,0.08,2.67,2.43,0.37
1732,2016,5,8,NC,1,0,0,5.0,5,5,1,5.3,15.8,0.276,62.5,5.0,0.15,4.45,4.46,0.12
1733,2016,5,8,»ï¼º,1,0,0,7.0,7,7,1,9.8,15.7,0.389,71.4,5.73,0.2,5.03,5.15,0.16
1734,2016,5,8,·Ôµ¥,1,0,0,11.0,11,11,3,7.7,13.5,0.405,63.8,11.0,-0.43,8.11,8.2,-0.22
1735,2016,5,8,KIA,0,0,1,7.0,7,4,2,12.2,14.6,0.29600000000000004,68.2,4.15,-0.06,7.02,7.19,0.0
1736,2016,5,8,SK,0,0,1,8.0,8,6,1,19.3,17.5,0.344,70.8,5.23,-0.33,5.32,5.3,-0.12
1737,2016,5,8,ÇÑÈ­,0,0,1,7.0,7,6,1,12.8,10.3,0.429,66.3,6.75,0.01,6.17,6.54,-0.0
1738,2016,5,8,LG,0,0,1,11.0,11,11,0,22.7,6.8,0.414,52.2,12.38,-0.36,6.67,7.46,-0.1
1739,2016,5,8,µÎ»ê,0,0,1,17.0,17,17,2,12.7,10.9,0.528,49.6,17.0,-1.15,8.23,8.64,-0.25
1740,2016,5,10,»ï¼º,1,0,0,3.0,3,3,0,16.7,9.5,0.3,82.4,3.0,0.33,5.45,6.0,0.07
1741,2016,5,10,µÎ»ê,1,0,0,7.0,7,7,1,8.9,24.4,0.444,66.3,7.0,0.03,4.34,3.97,0.07
1742,2016,5,10,LG,0,0,1,9.0,9,9,1,12.2,6.1,0.42100000000000004,66.4,9.0,0.05,6.78,7.39,0.0
1743,2016,5,10,SK,0,0,1,11.0,11,11,5,9.5,14.3,0.29600000000000004,60.0,11.0,-0.21,10.89,11.03,-0.19
1744,2016,5,11,Hero,1,0,0,2.0,2,2,0,2.9,25.7,0.36,80.0,2.0,0.46,2.0,1.63,0.48
1745,2016,5,11,LG,1,0,0,2.0,2,2,0,2.6,15.4,0.355,83.3,2.0,0.48,2.67,2.63,0.39
1746,2016,5,11,KIA,1,0,0,3.0,3,3,1,5.4,24.3,0.33299999999999996,84.9,3.0,0.3,4.11,3.86,0.2
1747,2016,5,11,µÎ»ê,1,0,0,3.0,3,3,0,5.7,20.0,0.36,72.7,3.0,0.54,2.78,2.68,0.34
1748,2016,5,11,ÇÑÈ­,1,0,0,5.0,5,4,0,20.0,17.8,0.321,72.2,4.0,0.2,4.89,5.04,0.08
1749,2016,5,11,NC,0,0,1,6.0,6,5,0,7.5,17.5,0.44799999999999995,62.5,5.62,-0.0,3.05,2.92,0.2
1750,2016,5,11,KT,0,0,1,8.0,8,6,1,2.5,15.0,0.419,51.5,6.75,-0.17,4.17,4.06,0.14
1751,2016,5,11,SK,0,0,1,7.0,7,7,3,12.2,14.6,0.33299999999999996,78.1,7.0,-0.03,8.34,8.52,-0.17
1752,2016,5,11,»ï¼º,0,0,1,16.0,16,13,2,5.9,11.8,0.526,43.1,14.62,-0.56,6.92,7.0,0.04
1753,2016,5,11,·Ôµ¥,0,0,1,16.0,16,16,4,10.4,27.1,0.5,36.6,16.0,-0.53,8.23,7.64,-0.09
1754,2016,5,12,·Ôµ¥,1,0,0,1.0,1,0,0,3.2,38.7,0.16699999999999998,75.0,0.0,0.56,1.34,0.64,0.57
1755,2016,5,12,NC,1,0,0,1.0,1,1,0,8.3,27.8,0.261,88.9,1.0,0.53,2.45,2.07,0.37
1756,2016,5,12,SK,1,0,0,2.0,2,2,0,7.9,18.4,0.35700000000000004,84.6,2.0,0.45,3.11,3.07,0.26
1757,2016,5,12,»ï¼º,1,0,0,5.0,5,5,0,5.3,18.4,0.385,61.5,5.0,0.31,3.11,3.08,0.32
1758,2016,5,12,KIA,1,0,0,6.0,6,6,2,10.5,13.2,0.24,65.2,6.0,0.16,6.45,6.63,-0.04
1759,2016,5,12,µÎ»ê,0,0,1,5.0,5,4,3,5.4,21.6,0.304,90.9,4.5,0.08,7.67,7.45,-0.07
1760,2016,5,12,LG,0,0,1,7.0,7,6,0,19.6,13.0,0.31,63.2,6.0,-0.02,5.67,6.1,-0.04
1761,2016,5,12,KT,0,0,1,10.0,10,7,2,7.1,23.8,0.5379999999999999,58.1,7.88,-0.48,5.55,5.08,0.06
1762,2016,5,12,Hero,0,0,1,8.0,8,8,2,15.8,10.5,0.292,60.6,9.0,-0.15,8.55,9.05,-0.18
1763,2016,5,12,ÇÑÈ­,0,0,1,12.0,12,12,1,18.0,20.0,0.423,50.9,12.0,-0.4,6.56,6.62,-0.02
1764,2016,5,13,LG,1,0,0,1.0,1,1,0,8.8,20.6,0.13,85.7,1.0,0.63,3.45,3.46,0.22
1765,2016,5,13,KIA,1,0,0,2.0,2,2,0,11.1,16.7,0.231,80.0,2.0,0.66,3.67,3.78,0.23
1766,2016,5,13,µÎ»ê,1,0,0,4.0,4,4,0,10.0,20.0,0.35700000000000004,71.4,4.0,0.23,3.23,3.12,0.23
1767,2016,5,13,KT,1,0,0,4.0,4,4,2,2.8,30.6,0.318,83.3,4.0,0.29,4.45,3.87,0.25
1768,2016,5,13,·Ôµ¥,1,0,0,8.0,8,7,1,9.1,18.2,0.387,57.7,7.0,0.2,4.67,4.57,0.34
1769,2016,5,13,ÇÑÈ­,0,0,1,4.0,4,2,0,9.1,6.1,0.24,66.7,2.25,0.16,5.42,6.12,0.04
1770,2016,5,13,SK,0,0,1,2.0,2,2,0,14.7,20.6,0.364,84.6,2.25,0.39,3.8,3.79,0.22
1771,2016,5,13,NC,0,0,1,5.0,5,5,2,5.3,18.4,0.29600000000000004,76.1,5.0,0.15,5.67,5.58,0.04
1772,2016,5,13,Hero,0,0,1,8.0,8,7,1,8.7,17.4,0.452,64.5,7.0,0.0,5.0,4.97,0.09
1773,2016,5,13,»ï¼º,0,0,1,14.0,14,13,3,25.0,11.5,0.379,58.8,13.0,-0.34,11.34,11.99,-0.39
1774,2016,5,14,KIA,1,0,0,0.0,0,0,0,0.0,20.0,0.20800000000000002,100.0,0.0,0.9,2.34,2.24,0.46
1775,2016,5,14,µÎ»ê,1,0,0,2.0,2,1,1,15.8,21.1,0.174,93.8,1.0,0.41,5.34,5.34,0.1
1776,2016,5,14,LG,1,0,0,3.0,3,2,1,10.3,10.3,0.138,81.4,2.0,0.33,5.89,6.29,-0.04
1777,2016,5,14,»ï¼º,1,0,0,4.0,4,3,0,5.0,15.0,0.29,66.7,3.0,0.21,3.34,3.41,0.21
1778,2016,5,14,KT,1,0,0,3.0,3,3,0,12.2,26.8,0.4,80.0,3.0,0.51,2.89,2.51,0.37
1779,2016,5,14,NC,0,0,1,6.0,6,6,4,10.0,17.5,0.20800000000000002,94.6,6.0,0.08,9.23,9.25,-0.25
1780,2016,5,14,ÇÑÈ­,0,0,1,8.0,8,8,1,7.5,7.5,0.344,54.8,9.0,-0.2,6.05,6.49,-0.08
1781,2016,5,14,·Ôµ¥,0,0,1,10.0,10,8,1,11.6,11.6,0.452,56.1,9.0,-0.25,6.3,6.61,-0.1
1782,2016,5,14,Hero,0,0,1,12.0,12,12,2,6.4,12.8,0.457,52.1,12.0,-0.33,6.56,6.69,-0.05
1783,2016,5,14,SK,0,0,1,12.0,12,11,1,7.0,7.0,0.429,43.0,12.38,-0.37,6.05,6.49,-0.07
1784,2016,5,15,·Ôµ¥,1,0,0,3.0,3,2,1,5.4,16.2,0.28600000000000003,83.3,2.0,0.33,4.45,4.46,0.15
1785,2016,5,15,µÎ»ê,1,0,0,3.0,3,3,1,2.9,11.8,0.25,78.9,3.0,0.4,4.56,4.74,0.14
1786,2016,5,15,KIA,1,0,0,7.0,7,7,0,10.6,14.9,0.514,69.6,7.0,0.2,3.78,3.84,0.23
1787,2016,5,15,Hero,0,0,1,5.0,5,5,1,9.8,7.3,0.303,73.5,5.0,0.19,5.78,6.23,-0.03
1788,2016,5,15,»ï¼º,0,0,1,8.0,8,8,1,7.3,26.8,0.385,47.6,8.0,-0.1,3.67,3.19,0.22
1789,2016,5,15,ÇÑÈ­,0,0,1,8.0,8,8,2,21.4,16.7,0.304,67.9,9.0,-0.02,8.92,9.23,-0.15
1790,2016,5,15,KT,0,1,0,2.0,2,2,0,12.0,20.0,0.212,85.7,1.5,0.84,3.75,3.78,0.32
1791,2016,5,15,NC,0,1,0,2.0,2,2,0,12.5,25.0,0.233,84.6,1.5,0.87,3.17,2.98,0.46
1792,2016,5,17,SK,1,0,0,3.0,3,2,0,2.6,21.1,0.379,75.0,2.0,0.38,2.23,1.97,0.37
1793,2016,5,17,»ï¼º,1,0,0,4.0,4,3,2,5.0,27.5,0.304,85.4,2.7,0.41,4.67,4.25,0.27
1794,2016,5,17,Hero,1,0,0,3.0,3,3,2,2.6,10.5,0.233,97.6,3.0,0.35,6.34,6.59,-0.0
1795,2016,5,17,µÎ»ê,1,0,0,3.0,3,3,0,2.6,25.6,0.40700000000000003,76.9,3.0,0.47,2.11,1.7,0.55
1796,2016,5,17,LG,1,0,0,7.0,7,7,0,5.1,12.8,0.406,53.3,7.0,0.15,3.23,3.35,0.33
1797,2016,5,17,ÇÑÈ­,0,0,1,5.0,5,4,0,11.4,15.9,0.345,70.6,3.72,0.28,4.39,4.6,0.29
1798,2016,5,17,KIA,0,0,1,4.0,4,4,1,5.9,2.9,0.267,72.9,4.5,0.17,5.8,6.36,-0.01
1799,2016,5,17,·Ôµ¥,0,0,1,7.0,7,5,0,10.3,12.8,0.31,50.0,5.62,-0.11,4.3,4.55,0.04
1800,2016,5,17,NC,0,0,1,5.0,5,5,1,5.7,22.9,0.375,66.0,5.62,0.06,4.05,3.75,0.14
1801,2016,5,17,KT,0,0,1,9.0,9,9,3,10.0,25.0,0.28600000000000003,55.6,9.0,-0.11,7.78,7.6,-0.18
1802,2016,5,18,LG,1,0,0,2.0,2,2,0,13.5,21.6,0.217,81.8,2.0,0.57,3.89,3.9,0.22
1803,2016,5,18,»ï¼º,1,0,0,2.0,2,2,0,5.7,14.3,0.222,77.8,2.0,0.43,3.56,3.74,0.17
1804,2016,5,18,SK,1,0,0,3.0,3,2,0,8.1,21.6,0.26899999999999996,70.0,2.0,0.36,2.89,2.74,0.32
1805,2016,5,18,µÎ»ê,1,0,0,5.0,5,5,2,12.8,10.3,0.259,82.0,5.0,0.13,7.67,8.13,-0.16
1806,2016,5,18,Hero,1,0,0,6.0,6,6,1,11.9,11.9,0.419,73.9,6.0,0.21,5.67,5.95,0.02
1807,2016,5,18,·Ôµ¥,0,0,1,5.0,5,5,1,3.1,21.9,0.261,45.5,5.62,0.11,3.92,3.69,0.24
1808,2016,5,18,KT,0,0,1,6.0,6,6,2,2.8,19.4,0.292,61.0,6.0,0.23,5.67,5.59,0.16
1809,2016,5,18,NC,0,0,1,9.0,9,8,1,7.3,12.2,0.484,59.1,9.0,-0.17,5.55,5.74,-0.03
1810,2016,5,18,ÇÑÈ­,0,0,1,13.0,13,13,2,17.8,11.1,0.40700000000000003,49.5,14.62,-0.42,9.42,9.98,-0.23
