,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,ÆÀ½Â,ÆÀ¹«,ÆÀÆÐ,RA/G,½ÇÁ¡,ÀÚÃ¥,ÇÇÈ¨·±,º¼³Ý%,»ïÁø%,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
5917,2019,4,12,KT,0,0,1,5.0,5,3,0,16.2,8.1,0.29600000000000004,66.7,3.38,0.01,5.54,6.16,-0.04
5918,2019,4,12,µÎ»ê,0,0,1,3.0,3,3,0,3.0,15.2,0.385,72.7,3.38,0.13,2.79,2.8,0.22
5919,2019,4,12,ÇÑÈ­,0,0,1,5.0,5,5,1,13.2,18.4,0.41700000000000004,76.9,5.62,-0.03,5.79,5.86,-0.05
5920,2019,4,12,SK,0,1,0,4.0,4,2,0,4.0,20.0,0.324,71.4,1.5,0.4,2.5,2.32,0.46
5921,2019,4,12,KIA,0,1,0,4.0,4,4,0,18.0,18.0,0.294,84.0,3.0,0.42,5.09,5.28,-0.03
5922,2019,4,13,KT,1,0,0,3.0,3,2,1,15.0,17.5,0.2,86.2,2.0,0.3,5.89,6.07,-0.1
5923,2019,4,13,LG,1,0,0,2.0,2,2,1,14.6,19.5,0.2,94.8,2.0,0.43,5.67,5.73,0.01
5924,2019,4,13,Hero,1,0,0,3.0,3,3,0,5.1,17.9,0.414,78.6,3.0,0.61,2.78,2.68,0.31
5925,2019,4,13,KIA,1,0,0,4.0,4,4,2,18.2,18.2,0.24,91.5,4.0,0.13,7.78,7.95,-0.19
5926,2019,4,13,NC,1,0,0,5.0,5,5,2,7.7,25.6,0.33299999999999996,78.4,5.0,0.07,5.34,4.97,0.05
5927,2019,4,13,ÇÑÈ­,0,0,1,5.0,5,4,0,12.5,12.5,0.4,70.6,4.5,-0.04,4.29,4.53,0.05
5928,2019,4,13,»ï¼º,0,0,1,5.0,5,5,1,5.3,10.5,0.36700000000000005,71.4,5.0,-0.09,4.89,5.13,-0.04
5929,2019,4,13,µÎ»ê,0,0,1,5.0,5,5,0,9.8,9.8,0.39399999999999996,70.6,5.62,-0.0,4.17,4.47,0.14
5930,2019,4,13,SK,0,0,1,6.0,6,6,2,2.8,13.9,0.222,55.6,6.0,0.17,6.11,6.26,-0.01
5931,2019,4,13,·Ôµ¥,0,0,1,7.0,7,7,1,16.7,14.3,0.39299999999999996,68.2,7.88,-0.27,6.42,6.65,-0.09
5932,2019,4,14,µÎ»ê,1,0,0,0.0,0,0,0,3.3,16.7,0.20800000000000002,100.0,0.0,0.75,2.89,2.96,0.27
5933,2019,4,14,NC,1,0,0,1.0,1,0,0,0.0,16.2,0.3,90.0,0.0,0.5,2.67,2.64,0.24
5934,2019,4,14,ÇÑÈ­,1,0,0,2.0,2,2,0,2.5,22.5,0.36700000000000005,83.3,1.8,0.6,2.17,1.89,0.41
5935,2019,4,14,KIA,1,0,0,2.0,2,2,0,11.1,19.4,0.25,81.8,2.0,0.47,3.78,3.85,0.17
5936,2019,4,14,»ï¼º,1,0,0,12.0,12,10,1,10.6,21.3,0.452,43.0,10.0,-0.16,4.56,4.29,0.25
5937,2019,4,14,Hero,0,0,1,3.0,3,3,1,8.9,28.9,0.385,89.0,2.7,0.36,3.87,3.4,0.24
5938,2019,4,14,SK,0,0,1,4.0,4,4,2,5.4,16.2,0.259,85.4,4.0,0.13,5.89,5.91,-0.06
5939,2019,4,14,LG,0,0,1,8.0,8,7,0,8.9,6.7,0.361,57.9,7.0,-0.14,5.0,5.57,0.01
5940,2019,4,14,·Ôµ¥,0,0,1,8.0,8,7,2,15.0,12.5,0.308,63.4,7.88,-0.27,8.29,8.67,-0.15
5941,2019,4,14,KT,0,0,1,14.0,14,14,3,11.9,11.9,0.429,38.0,15.75,-0.6,9.17,9.42,-0.17
5942,2019,4,16,Hero,1,0,0,0.0,0,0,0,5.9,23.5,0.20800000000000002,100.0,0.0,0.82,2.56,2.35,0.44
5943,2019,4,16,LG,1,0,0,2.0,2,1,0,7.0,16.3,0.188,80.0,0.82,0.75,3.49,3.6,0.24
5944,2019,4,16,KT,1,0,0,2.0,2,2,0,11.1,11.1,0.25,81.8,2.0,0.53,4.11,4.45,0.12
5945,2019,4,16,µÎ»ê,1,0,0,3.0,3,3,0,0.0,16.7,0.267,62.5,3.0,0.33,2.34,2.24,0.39
5946,2019,4,16,·Ôµ¥,1,0,0,9.0,9,9,0,19.1,19.1,0.44799999999999995,59.1,9.0,-0.08,4.67,4.71,0.08
5947,2019,4,16,»ï¼º,0,0,1,4.0,4,3,1,14.3,16.7,0.321,82.2,3.0,0.16,5.56,5.67,0.06
5948,2019,4,16,ÇÑÈ­,0,0,1,4.0,4,4,1,13.8,20.7,0.235,65.8,4.5,0.06,5.29,5.36,0.0
5949,2019,4,16,NC,0,0,1,7.0,7,7,0,8.2,16.3,0.273,56.2,5.73,-0.04,4.12,4.3,0.09
5950,2019,4,16,SK,0,0,1,8.0,8,8,1,12.5,15.0,0.5379999999999999,64.5,9.0,-0.22,5.29,5.36,0.04
5951,2019,4,16,KIA,0,0,1,10.0,10,10,0,7.1,16.7,0.469,44.4,11.25,-0.22,3.04,2.92,0.19
5952,2019,4,17,LG,1,0,0,2.0,2,2,0,9.8,21.6,0.303,88.2,1.5,0.8,3.34,3.25,0.36
5953,2019,4,17,Hero,1,0,0,3.0,3,3,1,8.6,22.9,0.13,71.4,3.0,0.32,4.34,4.18,0.17
5954,2019,4,17,µÎ»ê,1,0,0,3.0,3,3,1,8.3,19.4,0.24,81.4,3.0,0.2,4.56,4.52,0.04
5955,2019,4,17,ÇÑÈ­,1,0,0,5.0,5,5,1,7.5,22.5,0.37,71.4,5.0,0.33,4.11,3.85,0.28
5956,2019,4,17,·Ôµ¥,1,0,0,6.0,6,6,2,8.5,27.7,0.429,78.9,5.4,0.11,4.87,4.35,0.15
5957,2019,4,17,NC,0,0,1,4.0,4,2,0,10.7,25.0,0.39399999999999996,80.0,1.5,0.44,2.84,2.49,0.49
5958,2019,4,17,»ï¼º,0,0,1,5.0,5,5,0,7.7,7.7,0.33299999999999996,64.3,5.0,0.04,4.0,4.39,0.06
5959,2019,4,17,KT,0,0,1,8.0,8,7,0,17.1,24.4,0.348,46.7,7.0,-0.21,3.78,3.61,0.19
5960,2019,4,17,KIA,0,0,1,8.0,8,8,2,8.3,14.6,0.43799999999999994,71.4,7.71,-0.24,5.92,5.91,-0.15
5961,2019,4,17,SK,0,0,1,12.0,12,9,1,14.3,11.9,0.36700000000000005,36.1,10.12,-0.45,6.29,6.59,-0.02
5962,2019,4,18,LG,1,0,0,1.0,1,1,0,5.9,29.4,0.364,90.0,1.0,0.52,2.11,1.69,0.45
5963,2019,4,18,»ï¼º,1,0,0,4.0,4,3,0,11.1,13.3,0.242,69.2,2.45,0.32,3.67,3.86,0.19
5964,2019,4,18,SK,1,0,0,3.0,3,3,0,10.3,12.8,0.3,76.9,3.0,0.37,3.89,4.11,0.13
5965,2019,4,18,KT,1,0,0,5.0,5,5,1,7.5,15.0,0.31,71.4,5.0,0.18,5.11,5.24,0.05
5966,2019,4,18,·Ôµ¥,1,0,0,9.0,9,9,2,11.6,16.3,0.31,53.0,9.0,0.05,6.67,6.73,0.02
5967,2019,4,18,NC,0,0,1,6.0,6,2,2,0.0,28.9,0.28,48.4,2.0,-0.04,4.11,3.48,0.39
5968,2019,4,18,µÎ»ê,0,0,1,4.0,4,4,0,7.9,21.1,0.308,63.6,4.0,0.14,2.89,2.73,0.26
5969,2019,4,18,Hero,0,0,1,5.0,5,5,0,8.3,22.9,0.452,72.2,4.35,0.11,2.41,2.06,0.41
5970,2019,4,18,ÇÑÈ­,0,0,1,6.0,6,6,1,8.3,13.9,0.33299999999999996,60.3,6.75,-0.1,5.17,5.3,0.02
5971,2019,4,18,KIA,0,0,1,10.0,10,10,1,15.2,13.0,0.387,56.1,10.38,-0.39,6.55,6.88,-0.18
5972,2019,4,19,ÇÑÈ­,1,0,0,3.0,3,3,2,9.8,25.5,0.355,98.7,2.45,0.35,5.03,4.65,-0.07
5973,2019,4,19,Hero,1,0,0,3.0,3,3,0,2.7,27.0,0.385,72.7,3.0,0.23,1.78,1.3,0.39
5974,2019,4,19,KT,1,0,0,5.0,5,3,0,19.5,12.2,0.214,64.3,3.0,0.21,5.23,5.65,-0.04
5975,2019,4,19,µÎ»ê,1,0,0,6.0,6,4,1,12.8,14.9,0.433,76.5,4.0,-0.14,5.56,5.68,-0.04
5976,2019,4,19,NC,1,0,0,11.0,11,11,2,10.9,26.1,0.34600000000000003,42.3,11.0,-0.16,5.89,5.47,-0.02
5977,2019,4,19,»ï¼º,0,0,1,4.0,4,4,1,11.9,21.4,0.28,77.6,3.38,0.21,4.33,4.24,0.03
5978,2019,4,19,·Ôµ¥,0,0,1,6.0,6,6,0,10.0,15.0,0.345,57.1,6.0,0.02,3.67,3.78,0.18
5979,2019,4,19,KIA,0,0,1,8.0,8,8,1,20.0,8.9,0.207,60.2,8.0,-0.36,7.56,8.23,-0.34
5980,2019,4,19,LG,0,0,1,13.0,13,13,1,12.5,16.7,0.43799999999999994,43.7,13.0,-0.49,5.67,5.73,-0.07
5981,2019,4,19,SK,0,0,1,14.0,14,14,3,6.0,14.0,0.514,50.5,14.0,-0.5,7.45,7.41,-0.09
5982,2019,4,20,µÎ»ê,1,0,0,1.0,1,1,0,8.8,11.8,0.185,87.5,1.0,0.51,3.78,4.06,0.15
5983,2019,4,20,Hero,1,0,0,3.0,3,3,0,5.6,13.9,0.276,70.0,3.0,0.32,3.23,3.34,0.19
5984,2019,4,20,·Ôµ¥,1,0,0,4.0,4,4,1,15.6,20.0,0.29600000000000004,82.2,3.6,0.12,4.67,4.58,-0.03
5985,2019,4,20,ÇÑÈ­,1,0,0,5.0,5,4,0,7.0,18.6,0.375,66.7,4.0,0.05,2.89,2.73,0.28
5986,2019,4,20,SK,1,0,0,4.0,4,4,1,2.6,18.4,0.321,75.5,4.0,0.14,4.23,4.14,0.1
5987,2019,4,20,KT,0,0,1,5.0,5,5,1,12.5,25.0,0.304,69.0,4.82,0.03,4.21,3.92,0.16
5988,2019,4,20,LG,0,0,1,7.0,7,6,0,7.5,20.0,0.37,50.0,6.0,-0.14,3.23,3.13,0.21
5989,2019,4,20,KIA,0,0,1,10.0,10,10,1,19.6,6.5,0.39399999999999996,60.2,10.0,-0.2,7.45,8.15,-0.22
5990,2019,4,20,»ï¼º,0,0,1,12.0,12,10,1,7.5,15.0,0.36700000000000005,22.1,11.25,-0.45,4.92,4.92,-0.01
5991,2019,4,20,NC,0,0,1,10.0,10,10,3,2.4,12.2,0.387,54.7,11.25,-0.35,8.04,8.14,-0.19
5992,2019,4,21,»ï¼º,1,0,0,0.0,0,0,0,3.4,44.8,0.0,100.0,0.0,0.83,1.45,0.7,0.7
5993,2019,4,21,SK,1,0,0,1.0,1,1,0,5.9,23.5,0.304,90.0,1.0,0.52,2.89,2.75,0.3
5994,2019,4,21,µÎ»ê,1,0,0,2.0,2,2,0,5.7,11.4,0.207,75.0,2.0,0.39,3.45,3.68,0.14
5995,2019,4,21,LG,1,0,0,3.0,3,2,0,2.9,11.4,0.276,70.0,2.0,0.33,3.45,3.69,0.2
5996,2019,4,21,KT,1,0,0,3.0,3,3,0,13.5,18.9,0.304,75.0,3.0,0.34,3.78,3.84,0.2
5997,2019,4,21,Hero,0,0,1,5.0,5,2,0,11.1,16.7,0.292,58.3,2.25,-0.01,4.04,4.17,0.07
5998,2019,4,21,NC,0,0,1,4.0,4,4,2,11.1,19.4,0.304,88.2,4.5,0.2,6.67,6.61,-0.03
5999,2019,4,21,·Ôµ¥,0,0,1,6.0,6,6,2,13.6,15.9,0.321,77.5,6.0,-0.27,7.0,7.12,-0.27
6000,2019,4,21,KIA,0,0,1,9.0,9,9,2,14.0,14.0,0.29600000000000004,59.2,9.0,-0.23,7.89,8.24,-0.21
6001,2019,4,21,ÇÑÈ­,0,0,1,16.0,16,16,1,5.9,5.9,0.5,40.7,16.0,-0.58,5.45,5.84,-0.0
6002,2019,4,23,LG,1,0,0,2.0,2,2,0,6.1,18.2,0.13,71.4,2.0,0.33,3.67,3.81,0.13
6003,2019,4,23,NC,1,0,0,3.0,3,3,0,7.9,15.8,0.276,72.7,3.0,0.31,3.34,3.4,0.22
6004,2019,4,23,µÎ»ê,1,0,0,3.0,3,3,0,2.8,13.9,0.267,66.7,3.0,0.25,2.89,2.96,0.21
6005,2019,4,23,KT,0,0,1,4.0,4,3,0,2.6,5.3,0.281,66.7,3.0,0.11,4.23,4.75,0.07
6006,2019,4,23,Hero,0,0,1,9.0,9,9,1,4.9,14.6,0.375,44.1,9.0,-0.23,4.45,4.46,0.05
6007,2019,4,23,KIA,0,0,1,9.0,9,9,1,22.5,7.5,0.29600000000000004,54.2,10.12,-0.3,7.92,8.64,-0.25
6008,2019,4,24,NC,1,0,0,2.0,2,2,0,0.0,15.6,0.231,71.4,2.0,0.37,2.89,2.97,0.25
6009,2019,4,24,Hero,1,0,0,3.0,3,3,1,5.9,17.6,0.2,75.8,3.0,0.24,4.45,4.46,0.09
6010,2019,4,24,LG,1,0,0,3.0,3,3,0,8.6,25.7,0.261,66.7,3.0,0.37,2.67,2.4,0.28
6011,2019,4,24,ÇÑÈ­,1,0,0,4.0,4,4,0,10.9,21.7,0.4,77.8,3.27,0.42,3.49,3.42,0.29
6012,2019,4,24,SK,1,0,0,8.0,8,7,0,12.5,21.4,0.457,65.2,5.73,0.17,3.4,3.18,0.33
6013,2019,4,24,·Ôµ¥,0,0,1,5.0,5,2,1,9.5,19.0,0.28600000000000003,69.0,1.8,0.09,4.57,4.53,0.12
6014,2019,4,24,KT,0,0,1,10.0,10,6,3,4.7,11.6,0.29,46.3,6.0,-0.1,7.89,8.09,-0.15
6015,2019,4,24,»ï¼º,0,0,1,9.0,9,9,3,15.7,11.8,0.265,69.6,7.36,-0.36,8.03,8.37,-0.46
6016,2019,4,24,KIA,0,0,1,10.0,10,7,0,2.6,10.3,0.41200000000000003,33.3,7.88,-0.34,3.04,3.17,0.15
6017,2019,4,24,µÎ»ê,0,0,1,8.0,8,8,1,5.3,15.8,0.414,51.5,9.0,-0.18,4.54,4.49,0.07
6018,2019,4,25,SK,1,0,0,3.0,3,2,0,10.4,22.9,0.429,83.3,1.8,0.5,2.97,2.69,0.43
6019,2019,4,25,Hero,1,0,0,6.0,6,6,2,9.8,14.6,0.31,73.8,6.0,0.0,6.56,6.68,-0.13
6020,2019,4,25,»ï¼º,0,0,1,4.0,4,4,0,9.3,25.6,0.28600000000000003,66.7,3.6,0.28,2.67,2.34,0.43
6021,2019,4,25,µÎ»ê,0,0,1,9.0,9,5,1,6.8,11.4,0.441,59.1,5.62,-0.55,5.54,5.74,-0.15
6022,2019,4,26,SK,1,0,0,0.0,0,0,0,3.1,21.9,0.20800000000000002,100.0,0.0,0.76,2.45,2.3,0.38
6023,2019,4,26,Hero,1,0,0,4.0,4,4,0,4.8,14.3,0.41200000000000003,75.0,4.0,0.18,3.0,3.01,0.21
6024,2019,4,26,µÎ»ê,1,0,0,8.0,8,7,0,15.9,15.9,0.276,50.0,7.0,-0.11,4.78,5.0,0.03
6025,2019,4,26,KT,0,0,1,2.0,2,1,0,15.4,7.7,0.207,84.6,1.0,0.38,5.34,5.94,-0.11
6026,2019,4,26,KIA,0,0,1,8.0,8,7,0,14.6,19.5,0.308,46.7,7.88,-0.22,4.29,4.29,0.07
6027,2019,4,26,·Ôµ¥,0,0,1,11.0,11,9,0,7.1,26.2,0.444,31.2,10.12,-0.43,2.42,1.87,0.23
6028,2019,4,27,LG,1,0,0,0.0,0,0,0,8.6,14.3,0.259,100.0,0.0,0.68,3.56,3.73,0.17
6029,2019,4,27,µÎ»ê,1,0,0,0.0,0,0,0,3.0,18.2,0.192,100.0,0.0,0.68,2.67,2.63,0.3
6030,2019,4,27,NC,1,0,0,1.0,1,0,0,16.2,18.9,0.174,90.9,0.0,0.44,4.45,4.62,0.06
6031,2019,4,27,SK,1,0,0,1.0,1,1,0,7.9,23.7,0.308,90.9,1.0,0.65,2.67,2.4,0.38
6032,2019,4,27,KIA,1,0,0,4.0,4,4,2,2.8,22.2,0.24,80.6,4.0,0.22,4.78,4.48,0.11
6033,2019,4,27,KT,0,0,1,2.0,2,2,2,0.0,33.3,0.111,166.7,2.0,0.38,4.34,3.82,0.16
6034,2019,4,27,Hero,0,0,1,6.0,6,5,0,16.7,16.7,0.33299999999999996,62.5,5.0,-0.19,4.11,4.22,0.09
6035,2019,4,27,»ï¼º,0,0,1,8.0,8,6,2,13.3,17.8,0.37,67.9,6.0,-0.12,7.11,7.18,-0.14
6036,2019,4,27,·Ôµ¥,0,0,1,7.0,7,7,0,17.1,31.7,0.5,61.1,7.88,-0.1,2.67,1.99,0.17
6037,2019,4,27,ÇÑÈ­,0,0,1,15.0,15,15,2,2.1,17.0,0.5710000000000001,42.5,16.88,-0.46,5.67,5.39,0.14
6038,2019,4,28,SK,1,0,0,0.0,0,0,0,0.0,29.0,0.22699999999999998,100.0,0.0,0.75,1.67,1.25,0.53
6039,2019,4,28,LG,1,0,0,1.0,1,1,0,2.9,32.4,0.3,87.5,1.0,0.63,1.89,1.37,0.56
6040,2019,4,28,µÎ»ê,1,0,0,2.0,2,2,0,0.0,6.1,0.226,71.4,2.0,0.39,3.23,3.57,0.17
6041,2019,4,28,NC,1,0,0,4.0,4,4,2,5.3,28.9,0.304,85.4,4.0,0.17,4.78,4.25,0.16
6042,2019,4,28,Hero,1,0,0,5.0,5,4,0,7.0,16.3,0.424,70.6,4.0,0.08,3.11,3.07,0.22
6043,2019,4,28,»ï¼º,0,0,1,2.0,2,2,1,5.9,20.6,0.217,92.1,2.0,0.35,4.56,4.53,0.07
6044,2019,4,28,KT,0,0,1,3.0,3,3,0,10.5,15.8,0.321,76.9,3.0,0.24,3.67,3.78,0.2
6045,2019,4,28,·Ôµ¥,0,0,1,9.0,9,8,3,19.1,12.8,0.259,71.4,9.0,-0.29,11.17,11.67,-0.39
6046,2019,4,28,ÇÑÈ­,0,0,1,10.0,10,10,2,12.2,22.0,0.375,49.3,11.25,-0.26,6.92,6.75,0.02
6047,2019,4,28,KIA,0,0,1,13.0,13,11,1,11.4,11.4,0.455,40.8,12.38,-0.34,5.92,6.16,0.03
6048,2019,4,30,KIA,1,0,0,0.0,0,0,0,2.9,17.1,0.222,100.0,0.0,0.68,3.0,3.02,0.25
6049,2019,4,30,ÇÑÈ­,1,0,0,1.0,1,0,0,6.2,15.6,0.28,88.9,0.0,0.63,3.23,3.34,0.25
6050,2019,4,30,·Ôµ¥,1,0,0,1.0,1,1,0,11.4,28.6,0.2,88.9,1.0,0.52,3.11,2.85,0.26
6051,2019,4,30,Hero,1,0,0,5.0,5,5,1,7.9,15.8,0.259,66.0,5.0,0.07,5.11,5.24,-0.01
6052,2019,4,30,LG,1,0,0,9.0,9,8,3,11.1,9.3,0.3,71.4,6.55,0.01,7.94,8.32,-0.2
6053,2019,4,30,µÎ»ê,0,0,1,2.0,2,2,1,12.5,15.6,0.2,93.0,2.25,0.31,5.54,5.74,-0.01
6054,2019,4,30,»ï¼º,0,0,1,8.0,8,4,1,8.1,18.9,0.308,37.7,4.5,-0.23,4.67,4.55,-0.01
6055,2019,4,30,NC,0,0,1,6.0,6,5,1,5.7,17.1,0.32,56.6,5.62,-0.1,4.92,4.94,0.0
6056,2019,4,30,KT,0,0,1,10.0,10,10,2,12.7,7.3,0.415,69.0,8.44,-0.18,7.04,7.51,-0.43
6057,2019,4,30,SK,0,0,1,15.0,15,15,3,5.7,11.3,0.488,50.5,15.0,-0.14,7.67,7.75,-0.1
6058,2019,5,1,SK,1,0,0,0.0,0,0,0,6.2,18.8,0.261,100.0,0.0,0.75,3.34,3.41,0.22
6059,2019,5,1,ÇÑÈ­,1,0,0,1.0,1,1,0,15.4,15.4,0.26899999999999996,92.9,1.0,0.47,4.67,4.95,0.03
6060,2019,5,1,LG,1,0,0,2.0,2,2,0,9.4,21.9,0.273,77.8,2.0,0.48,3.11,3.07,0.28
6061,2019,5,1,»ï¼º,1,0,0,2.0,2,2,0,5.1,12.8,0.344,84.6,2.0,0.33,3.23,3.34,0.18
6062,2019,5,1,NC,1,0,0,5.0,5,5,1,12.5,17.5,0.259,69.0,5.0,0.18,5.23,5.28,-0.0
6063,2019,5,1,Hero,0,0,1,2.0,2,2,0,3.4,10.3,0.2,66.7,2.25,0.63,3.29,3.55,0.2
6064,2019,5,1,KT,0,0,1,3.0,3,3,0,0.0,18.8,0.28,57.1,3.38,0.23,2.17,1.99,0.4
6065,2019,5,1,µÎ»ê,0,0,1,4.0,4,4,0,12.5,12.5,0.22699999999999998,60.0,4.5,0.04,4.17,4.49,0.04
6066,2019,5,1,KIA,0,0,1,10.0,10,9,1,9.1,6.8,0.4,53.8,9.0,-0.28,6.11,6.62,-0.13
6067,2019,5,1,·Ôµ¥,0,0,1,9.0,9,9,1,12.2,8.2,0.47200000000000003,67.8,9.0,-0.25,6.56,7.06,-0.03
6068,2019,5,2,KIA,1,0,0,1.0,1,1,0,3.0,15.2,0.185,83.3,1.0,0.46,2.89,2.96,0.27
6069,2019,5,2,NC,1,0,0,6.0,6,4,1,10.2,28.6,0.179,52.1,3.0,0.32,3.67,3.28,0.54
6070,2019,5,2,LG,1,0,0,4.0,4,4,0,7.5,22.5,0.35700000000000004,69.2,4.0,0.24,2.67,2.4,0.27
6071,2019,5,2,µÎ»ê,1,0,0,4.0,4,4,0,9.8,12.2,0.281,69.2,4.0,0.37,3.89,4.11,0.12
6072,2019,5,2,Hero,1,0,0,8.0,8,7,1,7.1,16.7,0.355,51.5,7.0,0.05,4.56,4.52,0.13
6073,2019,5,2,ÇÑÈ­,0,0,1,5.0,5,4,0,12.8,23.1,0.36,64.3,4.0,0.02,3.34,3.17,0.2
6074,2019,5,2,·Ôµ¥,0,0,1,7.0,7,6,2,10.9,16.4,0.294,74.1,4.5,-0.02,6.09,6.2,-0.18
6075,2019,5,2,KT,0,0,1,5.0,5,5,2,5.1,12.8,0.433,84.5,5.62,0.0,6.42,6.49,-0.06
6076,2019,5,2,»ï¼º,0,0,1,8.0,8,6,1,10.5,7.9,0.31,51.5,6.75,-0.23,6.42,6.92,-0.09
6077,2019,5,2,SK,0,0,1,10.0,10,10,2,8.7,6.5,0.389,60.4,10.0,-0.55,7.56,8.07,-0.23
6078,2019,5,3,µÎ»ê,1,0,0,2.0,2,2,1,0.0,21.1,0.429,95.2,2.0,0.42,3.67,3.43,0.24
6079,2019,5,3,Hero,1,0,0,3.0,3,3,1,7.9,26.3,0.292,83.3,3.0,0.27,3.89,3.52,0.16
6080,2019,5,3,KT,1,0,0,4.0,4,3,0,8.1,29.7,0.318,60.0,3.0,0.3,2.23,1.74,0.51
6081,2019,5,3,KIA,1,0,0,4.0,4,4,3,12.8,28.2,0.3,102.0,4.0,0.15,7.23,6.86,-0.16
6082,2019,5,3,SK,1,0,0,7.0,7,7,0,6.7,26.7,0.517,63.2,7.0,-0.09,2.34,1.8,0.28
6083,2019,5,3,ÇÑÈ­,0,0,1,5.0,5,4,2,5.4,18.9,0.24,69.4,4.0,-0.19,5.67,5.58,-0.32
6084,2019,5,3,LG,0,0,1,7.0,7,7,2,7.3,26.8,0.52,72.4,7.88,-0.17,5.29,4.69,0.05
6085,2019,5,3,NC,0,0,1,8.0,8,8,2,16.3,9.3,0.24100000000000002,63.4,8.0,-0.23,8.34,8.89,-0.22
6086,2019,5,3,»ï¼º,0,0,1,8.0,8,8,0,11.9,21.4,0.46399999999999997,55.6,9.0,-0.43,3.29,3.04,0.25
6087,2019,5,3,·Ôµ¥,0,0,1,11.0,11,11,1,4.1,14.3,0.405,45.5,11.0,-0.5,4.56,4.53,0.13
6088,2019,5,4,µÎ»ê,1,0,0,2.0,2,1,0,5.3,10.5,0.267,81.8,1.0,0.47,3.78,4.07,0.14
6089,2019,5,4,»ï¼º,1,0,0,1.0,1,1,0,6.5,16.1,0.174,85.7,1.0,0.66,3.56,3.74,0.16
6090,2019,5,4,NC,1,0,0,1.0,1,1,0,3.2,22.6,0.217,83.3,1.0,0.6,2.45,2.3,0.35
6091,2019,5,4,SK,1,0,0,4.0,4,4,0,14.3,14.3,0.276,73.3,4.0,0.26,4.67,4.95,0.08
6092,2019,5,4,ÇÑÈ­,1,0,0,9.0,9,9,0,7.0,16.3,0.424,47.1,9.0,-0.28,3.11,3.07,0.35
6093,2019,5,4,LG,0,0,1,3.0,3,2,0,5.6,8.3,0.29,72.7,2.25,0.18,3.67,3.98,0.1
6094,2019,5,4,Hero,0,0,1,3.0,3,3,0,5.3,21.1,0.4,78.6,3.0,0.28,3.23,3.14,0.24
6095,2019,5,4,KIA,0,0,1,4.0,4,3,1,5.7,17.1,0.28,72.9,3.38,0.19,4.92,4.94,0.1
6096,2019,5,4,·Ôµ¥,0,0,1,10.0,10,10,3,4.7,11.6,0.344,54.7,10.0,-0.32,7.89,8.09,-0.19
6097,2019,5,4,KT,0,0,1,10.0,10,10,2,8.5,10.6,0.41200000000000003,62.5,10.38,-0.54,7.59,7.94,-0.18
6098,2019,5,5,µÎ»ê,1,0,0,2.0,2,1,0,2.8,13.9,0.267,77.8,1.0,0.45,2.89,2.96,0.25
6099,2019,5,5,Hero,1,0,0,2.0,2,2,0,3.0,18.2,0.192,66.7,2.0,0.36,2.67,2.63,0.31
6100,2019,5,5,NC,1,0,0,3.0,3,3,0,5.4,13.5,0.233,66.7,3.0,0.24,3.23,3.34,0.19
6101,2019,5,5,SK,1,0,0,3.0,3,3,1,5.7,48.6,0.28600000000000003,75.8,3.0,0.37,2.34,1.21,0.49
6102,2019,5,5,ÇÑÈ­,1,0,0,4.0,4,4,1,16.2,13.5,0.25,77.6,4.0,0.31,6.0,6.33,0.0
6103,2019,5,5,·Ôµ¥,0,0,1,4.0,4,3,2,7.7,17.9,0.185,83.3,3.0,0.17,5.67,5.58,0.01
6104,2019,5,5,KT,0,0,1,6.0,6,6,0,14.3,17.1,0.33299999999999996,53.8,6.75,-0.12,4.04,4.16,0.05
6105,2019,5,5,KIA,0,0,1,10.0,10,9,0,8.5,10.6,0.47200000000000003,56.5,10.12,-0.35,4.67,4.99,0.01
6106,2019,5,5,LG,0,0,1,11.0,11,10,0,6.8,11.4,0.444,42.1,11.25,-0.33,3.54,3.67,0.11
6107,2019,5,5,»ï¼º,0,0,1,12.0,12,12,0,9.1,11.4,0.515,47.8,13.5,-0.45,4.67,4.99,-0.01
6108,2019,5,7,SK,1,0,0,2.0,2,2,1,5.9,29.4,0.28600000000000003,92.1,2.0,0.36,3.56,3.14,0.25
6109,2019,5,7,KT,1,0,0,2.0,2,2,0,5.7,14.3,0.35700000000000004,83.3,2.0,0.37,3.23,3.34,0.23
6110,2019,5,7,µÎ»ê,1,0,0,3.0,3,3,0,12.8,2.6,0.258,76.9,3.0,0.35,4.78,5.44,0.01
6111,2019,5,7,»ï¼º,1,0,0,3.0,3,3,2,15.0,17.5,0.2,98.0,3.0,0.25,7.0,7.12,-0.13
6112,2019,5,7,LG,1,0,0,10.0,10,10,2,10.9,10.9,0.312,55.6,10.0,-0.33,7.78,8.19,-0.15
6113,2019,5,7,KIA,0,0,1,4.0,4,3,0,8.1,24.3,0.25,60.0,3.12,0.14,2.63,2.34,0.26
6114,2019,5,7,NC,0,0,1,6.0,6,4,2,9.1,27.3,0.21100000000000002,48.4,4.5,-0.1,5.79,5.44,-0.04
6115,2019,5,7,·Ôµ¥,0,0,1,7.0,7,7,0,19.5,12.2,0.385,63.2,7.88,-0.23,5.79,6.28,-0.12
6116,2019,5,7,Hero,0,0,1,12.0,12,12,0,8.3,18.8,0.529,45.5,12.0,-0.42,3.0,2.79,0.26
