,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,°æ±â,Å¸¼®,Å¸À²,BABIP,º¼³Ý%,»ïÁø%,º¼/»ï,ISO,Å¸¼ö/È¨·±,OPS,RC,RC/27,wRC,SPD,wSB,wOBA,wRAA
2373,2016,7,31,·Ôµ¥,1,32,0.14300000000000002,0.182,12.5,18.8,0.67,0.036000000000000004,-,0.429,1.32,1.43,0.31,3.06,0.02,0.21600000000000003,-3.8
2374,2016,8,2,µÎ»ê,1,41,0.361,0.406,7.3,12.2,0.60,0.111,-,0.887,7.24,7.82,7.22,7.75,0.04,0.39899999999999997,1.96
2375,2016,8,2,KIA,1,45,0.35100000000000003,0.444,13.3,24.4,0.54,0.135,37.00,0.9079999999999999,8.92,9.26,7.36,6.21,0.37,0.386,1.58
2376,2016,8,2,ÇÑÈ­,1,45,0.381,0.42100000000000004,4.4,8.9,0.50,0.024,-,0.8140000000000001,7.21,6.95,6.93,5.80,0.38,0.375,1.15
2377,2016,8,2,LG,1,33,0.212,0.231,0.0,18.2,0.00,0.121,33.00,0.545,2.0,2.0,0.94,0.28,0.01,0.237,-3.3
2378,2016,8,3,SK,1,40,0.35100000000000003,0.4,2.5,15.0,0.17,0.19,37.00,0.9259999999999999,7.89,8.52,7.33,4.73,0.03,0.40700000000000003,2.19
2379,2016,8,3,ÇÑÈ­,1,50,0.33299999999999996,0.382,16.0,10.0,1.60,0.026000000000000002,-,0.8390000000000001,7.42,7.15,9.22,1.68,0.07,0.408,2.8
2380,2016,8,3,LG,1,44,0.306,0.35700000000000004,15.9,18.2,0.88,0.138,36.00,0.853,7.29,7.29,7.23,8.28,0.21,0.386,1.58
2381,2016,8,3,·Ôµ¥,1,42,0.265,0.267,16.7,9.5,1.75,0.11699999999999999,34.00,0.763,5.84,6.07,5.54,3.48,0.04,0.35100000000000003,0.14
2382,2016,8,3,Hero,1,44,0.368,0.406,9.1,13.6,0.67,0.158,38.00,0.958,8.53,8.53,8.43,1.62,0.21,0.41600000000000004,2.77
2383,2016,8,3,µÎ»ê,1,43,0.25,0.28600000000000003,18.6,25.6,0.73,0.21899999999999997,16.00,0.8640000000000001,7.61,7.61,6.83,5.33,0.71,0.38,1.3
2384,2016,8,3,»ï¼º,1,35,0.20600000000000002,0.2,2.9,8.6,0.33,0.147,34.00,0.5820000000000001,2.28,2.12,1.54,4.94,0.35,0.254,-2.96
2385,2016,8,3,KIA,1,33,0.19399999999999998,0.25,3.0,21.2,0.14,0.0,-,0.436,1.19,1.19,0.21,-0.69,0.02,0.213,-4.03
2386,2016,8,4,LG,1,51,0.36700000000000005,0.381,0.0,9.8,0.00,0.184,24.50,0.9179999999999999,8.96,6.91,9.07,4.14,0.2,0.401,2.52
2387,2016,8,4,NC,1,39,0.33299999999999996,0.37,7.7,18.0,0.43,0.278,18.00,0.996,8.76,9.86,7.94,8.21,0.03,0.43,2.93
2388,2016,8,4,»ï¼º,1,39,0.278,0.36,5.1,25.6,0.20,0.083,36.00,0.6940000000000001,3.89,3.75,4.03,2.71,0.03,0.319,-0.98
2389,2016,8,4,Hero,1,42,0.278,0.4,14.3,33.3,0.43,0.25,18.00,0.909,7.44,7.44,6.99,4.16,0.19,0.389,1.59
2390,2016,8,4,KIA,1,36,0.258,0.292,11.1,16.7,0.67,0.129,31.00,0.748,4.95,5.57,4.56,6.99,0.53,0.345,-0.07
2391,2016,8,4,ÇÑÈ­,1,40,0.35,0.424,0.0,17.5,0.00,0.15,-,0.85,6.0,5.79,6.2,5.42,0.03,0.376,1.06
2392,2016,8,4,µÎ»ê,1,53,0.311,0.37799999999999995,9.4,15.1,0.62,0.111,-,0.826,6.68,5.01,7.76,1.32,0.04,0.36700000000000005,0.95
2393,2016,8,4,SK,1,39,0.281,0.381,10.3,30.8,0.33,0.125,32.00,0.765,6.07,6.55,4.83,5.75,0.53,0.342,-0.18
2394,2016,8,4,·Ôµ¥,1,36,0.242,0.261,5.6,22.2,0.25,0.273,16.50,0.8009999999999999,5.16,5.35,4.42,4.63,0.18,0.341,-0.21
2395,2016,8,4,KT,1,37,0.129,0.2,16.2,29.7,0.54,0.0,-,0.39899999999999997,1.5,1.5,0.38,2.81,0.03,0.217,-4.38
2396,2016,8,5,ÇÑÈ­,1,47,0.452,0.5,8.5,10.6,0.80,0.23800000000000002,42.00,1.2009999999999998,15.74,18.47,13.67,8.67,0.21,0.525,7.63
2397,2016,8,5,»ï¼º,1,41,0.39399999999999996,0.39299999999999996,7.3,7.3,1.00,0.242,16.50,1.095,9.44,10.62,10.14,2.69,0.04,0.478,4.87
2398,2016,8,5,LG,1,46,0.359,0.52,13.0,28.3,0.46,0.205,39.00,1.008,10.93,11.81,10.06,10.26,0.38,0.446,4.15
2399,2016,8,5,SK,1,40,0.325,0.321,0.0,20.0,0.00,0.325,10.00,0.975,8.45,8.45,7.47,3.48,0.02,0.41100000000000003,2.34
2400,2016,8,5,·Ôµ¥,1,36,0.222,0.25,19.4,19.4,1.00,0.185,27.00,0.778,4.71,5.09,4.79,1.52,0.53,0.35200000000000004,0.16
2401,2016,8,5,Hero,1,39,0.294,0.273,10.3,2.6,4.00,0.08800000000000001,34.00,0.741,4.64,4.64,4.64,1.93,0.2,0.337,-0.37
2402,2016,8,5,KIA,1,36,0.273,0.26899999999999996,5.6,13.9,0.40,0.212,16.50,0.799,4.88,5.07,4.63,3.24,0.19,0.34700000000000003,0.0
2403,2016,8,5,NC,1,40,0.257,0.31,7.5,15.0,0.50,0.0,-,0.607,3.61,3.74,3.43,3.81,0.04,0.3,-1.71
2404,2016,8,5,µÎ»ê,1,32,0.226,0.259,3.1,12.5,0.25,0.032,-,0.508,1.37,1.37,0.84,-0.01,0.19,0.235,-3.27
2405,2016,8,5,KT,1,31,0.133,0.16,0.0,16.1,0.00,0.067,-,0.361,0.81,0.81,-1.11,1.88,0.01,0.166,-5.1
2406,2016,8,6,KIA,1,46,0.4,0.375,10.9,8.7,1.25,0.375,10.00,1.253,14.16,14.7,13.49,3.38,0.04,0.528,7.58
2407,2016,8,6,SK,1,46,0.4,0.429,6.5,8.7,0.75,0.125,40.00,0.98,10.18,10.18,9.83,4.32,0.55,0.441,3.92
2408,2016,8,6,NC,1,45,0.4,0.4,6.7,8.9,0.75,0.225,20.00,1.057,10.94,10.94,10.18,5.51,0.21,0.45399999999999996,4.4
2409,2016,8,6,·Ôµ¥,1,42,0.371,0.44,11.9,19.0,0.62,0.258,17.50,1.079,10.2,11.48,9.74,6.49,0.37,0.461,4.34
2410,2016,8,6,LG,1,35,0.353,0.4,2.9,11.4,0.25,0.059000000000000004,-,0.7829999999999999,4.65,5.23,4.78,1.83,0.2,0.35600000000000004,0.28
2411,2016,8,6,Hero,1,38,0.34299999999999997,0.35700000000000004,5.3,13.2,0.40,0.257,17.50,0.978,6.96,7.23,7.54,4.20,0.03,0.424,2.66
2412,2016,8,6,»ï¼º,1,42,0.314,0.40700000000000003,11.9,23.8,0.50,0.115,-,0.81,6.61,6.86,5.9,3.69,0.03,0.36,0.5
2413,2016,8,6,KT,1,35,0.273,0.34600000000000003,2.9,20.0,0.14,0.03,-,0.597,2.46,2.46,2.2,0.78,0.03,0.275,-2.29
2414,2016,8,6,ÇÑÈ­,1,36,0.212,0.25,2.8,16.7,0.17,0.091,-,0.5529999999999999,2.76,2.76,1.43,3.96,0.02,0.249,-3.19
2415,2016,8,6,µÎ»ê,1,34,0.138,0.14800000000000002,14.7,5.9,2.50,0.10300000000000001,-,0.506,1.82,1.82,1.31,5.96,0.19,0.248,-3.06
2416,2016,8,7,LG,1,42,0.429,0.46399999999999997,7.1,14.3,0.50,0.285,17.50,1.189,12.05,13.56,11.52,7.75,0.21,0.507,6.12
2417,2016,8,7,µÎ»ê,1,48,0.405,0.43799999999999994,6.2,16.7,0.38,0.309,14.00,1.172,13.48,12.99,12.72,3.26,0.21,0.49700000000000005,6.55
2418,2016,8,7,»ï¼º,1,44,0.4,0.485,9.1,15.9,0.57,0.2,-,1.055,11.26,12.16,10.39,8.01,0.37,0.465,4.73
2419,2016,8,7,ÇÑÈ­,1,43,0.3,0.36700000000000005,4.6,20.9,0.22,0.125,40.00,0.774,5.96,5.55,5.59,4.51,0.2,0.349,0.06
2420,2016,8,7,Hero,1,35,0.231,0.24,17.1,5.7,3.00,0.115,-,0.746,3.81,4.29,4.86,5.76,0.2,0.358,0.37
2421,2016,8,7,SK,1,41,0.33299999999999996,0.48100000000000004,4.9,29.3,0.17,0.077,-,0.7759999999999999,6.0,6.0,5.46,3.82,0.37,0.35200000000000004,0.2
2422,2016,8,7,KT,1,43,0.325,0.387,7.0,18.6,0.38,0.1,40.00,0.797,6.62,6.62,6.06,2.81,0.04,0.361,0.54
2423,2016,8,7,·Ôµ¥,1,42,0.308,0.37,7.1,23.8,0.30,0.256,19.50,0.9209999999999999,8.32,8.32,7.3,4.98,0.19,0.397,1.91
2424,2016,8,7,KIA,1,41,0.289,0.32299999999999995,4.9,14.6,0.33,0.158,38.00,0.7879999999999999,6.25,6.25,5.44,5.73,0.19,0.35200000000000004,0.18
2425,2016,8,7,NC,1,41,0.28600000000000003,0.31,7.3,14.6,0.50,0.085,35.00,0.737,5.24,5.24,5.02,2.44,0.21,0.34,-0.24
2426,2016,8,9,ÇÑÈ­,1,41,0.395,0.441,4.9,9.8,0.50,0.131,-,0.965,9.35,10.98,8.55,8.62,0.21,0.435,3.29
2427,2016,8,9,µÎ»ê,1,42,0.353,0.4,14.3,19.0,0.75,0.20600000000000002,17.00,1.011,9.15,10.29,9.04,3.15,0.05,0.442,3.64
2428,2016,8,9,LG,1,44,0.35100000000000003,0.35700000000000004,6.8,15.9,0.43,0.271,12.33,1.041,9.69,9.69,9.31,4.81,0.04,0.43799999999999994,3.66
2429,2016,8,9,NC,1,44,0.33299999999999996,0.33299999999999996,18.2,13.6,1.33,0.33399999999999996,12.00,1.122,11.85,13.34,10.85,4.76,0.04,0.47700000000000004,5.2
2430,2016,8,9,Hero,1,38,0.324,0.36700000000000005,2.6,15.8,0.17,0.162,37.00,0.828,5.77,5.99,5.47,3.90,0.03,0.364,0.59
2431,2016,8,9,»ï¼º,1,38,0.257,0.28600000000000003,7.9,15.8,0.50,0.114,35.00,0.687,3.99,3.99,3.65,2.66,0.03,0.311,-1.23
2432,2016,8,9,KIA,1,37,0.235,0.29600000000000004,2.7,18.9,0.14,0.11800000000000001,-,0.65,3.45,3.45,3.18,6.89,0.02,0.3,-1.57
2433,2016,8,9,SK,1,36,0.212,0.28600000000000003,0.0,30.6,0.00,0.121,33.00,0.611,3.27,3.4,2.5,6.81,0.02,0.282,-2.13
2434,2016,8,9,KT,1,39,0.20600000000000002,0.26899999999999996,5.1,20.5,0.25,0.08800000000000001,-,0.602,3.33,3.21,3.02,6.98,0.19,0.29100000000000004,-1.99
2435,2016,8,9,·Ôµ¥,1,36,0.188,0.24,11.1,19.4,0.57,0.031,-,0.49700000000000005,2.01,2.01,1.24,0.21,0.03,0.243,-3.39
2436,2016,8,10,KIA,1,50,0.43200000000000005,0.48700000000000004,10.0,10.0,1.00,0.113,-,1.045,12.0,12.0,12.11,3.30,0.22,0.47200000000000003,5.69
2437,2016,8,10,»ï¼º,1,53,0.413,0.45,7.6,9.4,0.80,0.13,46.00,1.024,13.02,12.55,12.33,6.47,0.23,0.461,5.52
2438,2016,8,10,Hero,1,40,0.37799999999999995,0.406,2.5,10.0,0.25,0.19,37.00,0.963,7.81,8.11,7.85,3.24,0.03,0.42200000000000004,2.71
2439,2016,8,10,LG,1,41,0.371,0.48,14.6,22.0,0.67,0.14300000000000002,35.00,0.977,7.21,7.21,8.73,1.65,0.54,0.44,3.46
2440,2016,8,10,NC,1,40,0.278,0.304,5.0,25.0,0.20,0.33299999999999996,12.00,0.9440000000000001,7.15,6.89,7.04,3.94,0.19,0.39899999999999997,1.9
2441,2016,8,10,·Ôµ¥,1,49,0.31,0.361,10.2,12.2,0.83,0.023,-,0.7290000000000001,6.48,5.64,6.34,4.03,0.55,0.348,0.04
2442,2016,8,10,ÇÑÈ­,1,43,0.294,0.33299999999999996,14.0,16.3,0.86,0.177,34.00,0.8759999999999999,7.02,7.02,7.22,2.42,0.04,0.39,1.7
2443,2016,8,10,SK,1,39,0.19399999999999998,0.231,18.0,15.4,1.17,0.0,-,0.527,2.49,2.49,1.91,3.06,0.03,0.259,-3.1
2444,2016,8,10,µÎ»ê,1,37,0.188,0.25,13.5,21.6,0.62,0.062,-,0.547,2.51,2.51,2.1,6.13,0.03,0.268,-2.65
2445,2016,8,10,KT,1,32,0.14300000000000002,0.19,9.4,25.0,0.38,0.0,-,0.36200000000000004,0.66,0.64,-0.66,-1.47,0.02,0.183,-4.77
2446,2016,8,11,SK,1,49,0.371,0.444,22.4,14.3,1.57,0.172,35.00,1.075,11.82,13.29,12.43,3.86,0.06,0.485,6.13
2447,2016,8,11,Hero,1,46,0.325,0.36700000000000005,13.0,17.4,0.75,0.175,20.00,0.9129999999999999,8.49,7.64,8.12,5.22,1.04,0.4,2.21
2448,2016,8,11,µÎ»ê,1,45,0.317,0.344,6.7,15.6,0.43,0.171,20.50,0.866,7.95,7.66,7.34,3.35,0.04,0.385,1.55
2449,2016,8,11,ÇÑÈ­,1,36,0.294,0.33299999999999996,5.6,16.7,0.33,0.11800000000000001,34.00,0.745,3.63,3.63,4.2,-0.24,0.03,0.33399999999999996,-0.42
2450,2016,8,11,LG,1,36,0.29,0.29600000000000004,5.6,11.1,0.50,0.162,31.00,0.795,4.54,4.71,4.79,5.44,0.19,0.35200000000000004,0.16
2451,2016,8,11,KIA,1,45,0.317,0.355,6.7,17.8,0.38,0.171,20.50,0.852,7.01,6.31,6.64,3.74,0.03,0.368,0.86
2452,2016,8,11,NC,1,40,0.297,0.39299999999999996,5.0,22.5,0.22,0.027000000000000003,-,0.674,3.99,3.85,4.06,0.87,0.2,0.317,-1.08
2453,2016,8,11,KT,1,43,0.27,0.313,11.6,14.0,0.83,0.027000000000000003,-,0.6459999999999999,4.47,4.31,3.93,2.81,0.04,0.306,-1.6
2454,2016,8,11,·Ôµ¥,1,37,0.212,0.292,8.1,24.3,0.33,0.03,-,0.539,2.58,2.58,1.93,4.11,0.19,0.263,-2.82
2455,2016,8,11,»ï¼º,1,34,0.182,0.179,2.9,11.8,0.25,0.121,33.00,0.509,2.11,2.11,0.58,1.81,0.01,0.22399999999999998,-3.79
2456,2016,8,12,SK,1,38,0.371,0.44,0.0,23.7,0.00,0.28600000000000003,17.50,1.018,8.4,9.07,7.69,5.00,0.02,0.428,2.81
2457,2016,8,12,KIA,1,40,0.314,0.313,5.0,7.5,0.67,0.115,35.00,0.804,5.44,5.24,5.7,4.79,0.54,0.36200000000000004,0.57
2458,2016,8,12,µÎ»ê,1,41,0.294,0.26899999999999996,7.3,14.6,0.50,0.324,11.33,0.993,8.73,9.07,8.0,10.09,0.2,0.42,2.74
2459,2016,8,12,LG,1,39,0.233,0.222,18.0,7.7,2.33,0.134,30.00,0.735,4.98,5.37,4.74,3.74,0.03,0.33899999999999997,-0.27
2460,2016,8,12,·Ôµ¥,1,38,0.19399999999999998,0.28600000000000003,15.8,26.3,0.60,0.032,-,0.568,3.55,3.84,2.89,5.75,0.53,0.289,-2.0
2461,2016,8,12,Hero,1,40,0.257,0.36,12.5,25.0,0.50,0.057,-,0.664,4.34,4.34,3.97,2.60,0.37,0.315,-1.17
2462,2016,8,12,»ï¼º,1,39,0.242,0.214,15.4,7.7,2.00,0.213,16.50,0.8140000000000001,4.82,4.65,5.55,2.19,0.2,0.36200000000000004,0.54
2463,2016,8,12,KT,1,37,0.22899999999999998,0.33299999999999996,5.4,29.7,0.18,0.027999999999999997,-,0.527,2.57,2.57,1.4,4.31,0.03,0.247,-3.35
2464,2016,8,12,ÇÑÈ­,1,34,0.21899999999999997,0.273,5.9,26.5,0.22,0.156,32.00,0.64,2.58,2.58,2.47,3.97,0.02,0.285,-1.9
2465,2016,8,12,NC,1,44,0.21600000000000003,0.25,11.4,18.2,0.62,0.135,37.00,0.6920000000000001,4.96,4.62,4.37,4.04,0.03,0.315,-1.28
2466,2016,8,13,KIA,1,36,0.371,0.379,0.0,11.1,0.00,0.2,17.50,0.96,7.1,7.99,7.04,4.16,0.36,0.42100000000000004,2.42
2467,2016,8,13,»ï¼º,1,36,0.303,0.321,5.6,13.9,0.40,0.182,33.00,0.818,5.85,6.58,4.84,6.29,0.19,0.353,0.21
2468,2016,8,13,µÎ»ê,1,39,0.29,0.29600000000000004,10.3,10.3,1.00,0.09699999999999999,31.00,0.782,5.82,6.54,5.55,6.36,0.21,0.36200000000000004,0.54
2469,2016,8,13,SK,1,32,0.25,0.23800000000000002,6.2,15.6,0.40,0.28600000000000003,14.00,0.8590000000000001,4.01,4.51,4.4,1.91,0.01,0.35700000000000004,0.29
2470,2016,8,13,NC,1,34,0.24,0.3,11.8,17.6,0.67,0.04,-,0.635,2.75,2.97,3.15,1.38,0.03,0.308,-1.21
2471,2016,8,13,LG,1,39,0.306,0.33299999999999996,7.7,12.8,0.60,0.19399999999999998,36.00,0.8590000000000001,6.1,6.1,6.16,7.14,0.36,0.379,1.15
2472,2016,8,13,ÇÑÈ­,1,40,0.25,0.34600000000000003,10.0,25.0,0.40,0.027999999999999997,-,0.603,3.31,3.19,2.99,3.35,0.03,0.28800000000000003,-2.15
2473,2016,8,13,Hero,1,33,0.226,0.292,6.1,21.2,0.29,0.0,-,0.499,1.82,1.97,1.0,1.81,0.03,0.239,-3.24
2474,2016,8,13,·Ôµ¥,1,39,0.20600000000000002,0.20800000000000002,7.7,20.5,0.38,0.20600000000000002,17.00,0.72,4.87,4.87,4.15,3.89,0.19,0.32299999999999995,-0.86
2475,2016,8,13,KT,1,35,0.182,0.16,2.9,17.1,0.17,0.182,16.50,0.593,2.61,2.51,1.72,1.67,0.18,0.26,-2.77
2476,2016,8,14,»ï¼º,1,39,0.375,0.444,10.3,12.8,0.80,0.031,-,0.865,6.51,7.64,7.13,4.81,0.21,0.40700000000000003,2.12
2477,2016,8,14,KT,1,44,0.325,0.364,6.8,13.6,0.50,0.125,40.00,0.836,7.56,7.56,6.9,4.65,0.21,0.37799999999999995,1.24
2478,2016,8,14,SK,1,37,0.29,0.391,8.1,21.6,0.38,0.09699999999999999,-,0.758,5.13,5.77,4.87,5.73,0.19,0.35,0.12
2479,2016,8,14,µÎ»ê,1,38,0.281,0.231,10.5,10.5,1.00,0.344,10.67,0.993,8.04,9.04,7.3,7.48,0.03,0.41700000000000004,2.42
2480,2016,8,14,ÇÑÈ­,1,39,0.222,0.25,7.7,18.0,0.43,0.111,36.00,0.615,3.6,3.48,2.63,2.81,0.03,0.28,-2.38
2481,2016,8,14,LG,1,39,0.33299999999999996,0.4,7.7,15.4,0.50,0.055999999999999994,-,0.774,5.31,5.73,5.35,1.15,0.04,0.35600000000000004,0.33
2482,2016,8,14,NC,1,39,0.242,0.28600000000000003,12.8,25.6,0.50,0.182,16.50,0.7829999999999999,5.36,5.57,5.28,2.52,0.2,0.355,0.27
2483,2016,8,14,·Ôµ¥,1,42,0.233,0.304,23.8,16.7,1.43,0.067,-,0.725,4.79,4.79,5.51,1.49,0.37,0.35,0.12
2484,2016,8,14,KIA,1,35,0.214,0.263,11.4,22.9,0.50,0.14300000000000002,28.00,0.69,3.31,3.43,3.65,3.68,0.19,0.32,-0.84
2485,2016,8,14,Hero,1,32,0.188,0.185,0.0,12.5,0.00,0.125,32.00,0.501,1.97,2.05,0.29,3.53,0.18,0.21600000000000003,-3.82
2486,2016,8,16,LG,1,39,0.37799999999999995,0.452,2.6,15.4,0.17,0.081,-,0.8690000000000001,6.74,7.58,6.72,4.45,0.04,0.395,1.71
2487,2016,8,16,KT,1,46,0.359,0.452,10.9,17.4,0.62,0.051,-,0.8420000000000001,7.18,6.92,7.74,2.37,0.05,0.391,1.82
2488,2016,8,16,µÎ»ê,1,43,0.35700000000000004,0.37,2.3,23.3,0.10,0.429,8.40,1.158,12.38,12.38,10.82,5.45,0.02,0.48200000000000004,5.29
2489,2016,8,16,»ï¼º,1,49,0.35,0.467,14.3,20.4,0.70,0.1,-,0.9079999999999999,9.05,8.73,9.5,4.44,0.22,0.419,3.21
2490,2016,8,16,Hero,1,40,0.303,0.409,17.5,25.0,0.70,0.212,33.00,0.94,8.15,9.17,7.78,8.79,0.54,0.419,2.64
2491,2016,8,16,KIA,1,42,0.278,0.321,14.3,16.7,0.86,0.166,36.00,0.825,6.27,6.27,6.35,2.81,0.03,0.37200000000000005,0.95
2492,2016,8,16,SK,1,40,0.265,0.33299999999999996,10.0,20.0,0.50,0.028999999999999998,-,0.644,3.84,3.84,3.7,1.94,0.04,0.307,-1.44
2493,2016,8,16,NC,1,39,0.257,0.33299999999999996,10.3,20.5,0.50,0.0,-,0.59,3.09,3.09,2.87,2.26,0.04,0.28600000000000003,-2.15
2494,2016,8,16,ÇÑÈ­,1,36,0.161,0.182,11.1,22.2,0.50,0.129,31.00,0.568,2.71,2.71,2.05,2.72,0.19,0.268,-2.58
2495,2016,8,16,·Ôµ¥,1,35,0.09699999999999999,0.12,11.4,17.1,0.67,0.032,-,0.32899999999999996,1.01,0.97,-1.08,2.53,0.02,0.171,-5.58
2496,2016,8,17,SK,1,45,0.419,0.514,4.4,17.8,0.25,0.162,-,1.025,10.78,11.19,10.24,6.03,0.04,0.456,4.46
2497,2016,8,17,Hero,1,39,0.371,0.36700000000000005,7.7,10.3,0.75,0.28600000000000003,17.50,1.067,9.35,10.51,8.7,3.60,0.03,0.451,3.69
2498,2016,8,17,NC,1,39,0.371,0.406,5.1,7.7,0.67,0.057999999999999996,-,0.85,6.67,7.5,6.58,5.37,0.37,0.391,1.57
2499,2016,8,17,µÎ»ê,1,43,0.278,0.31,9.3,14.0,0.67,0.111,36.00,0.77,6.08,6.08,5.6,5.89,0.2,0.349,0.08
2500,2016,8,17,LG,1,39,0.297,0.33299999999999996,2.6,18.0,0.14,0.10800000000000001,37.00,0.713,5.18,5.18,3.82,5.87,0.36,0.313,-1.19
2501,2016,8,17,»ï¼º,1,41,0.29,0.36,19.5,17.1,1.14,0.065,-,0.794,4.73,4.73,6.46,-3.29,0.05,0.379,1.2
2502,2016,8,17,ÇÑÈ­,1,40,0.265,0.29600000000000004,12.5,15.0,0.83,0.08800000000000001,34.00,0.728,4.41,4.41,4.99,0.10,0.04,0.34299999999999997,-0.15
2503,2016,8,17,·Ôµ¥,1,34,0.161,0.23800000000000002,5.9,29.4,0.20,0.0,-,0.396,1.02,0.98,-0.15,-0.09,0.02,0.201,-4.52
2504,2016,8,18,»ï¼º,1,51,0.45799999999999996,0.488,3.9,9.8,0.40,0.25,24.00,1.198,16.61,16.61,14.74,7.83,0.22,0.523,8.18
2505,2016,8,18,µÎ»ê,1,42,0.35100000000000003,0.33299999999999996,9.5,11.9,0.80,0.298,12.33,1.054,9.13,9.13,9.11,2.58,0.03,0.444,3.71
2506,2016,8,18,Hero,1,39,0.324,0.33299999999999996,12.8,7.7,1.67,0.11699999999999999,34.00,0.851,6.47,7.28,6.45,3.20,0.21,0.38799999999999996,1.44
2507,2016,8,18,ÇÑÈ­,1,38,0.306,0.303,5.3,5.3,1.00,0.138,36.00,0.7859999999999999,4.35,4.19,4.98,1.09,0.03,0.35,0.1
2508,2016,8,18,·Ôµ¥,1,44,0.273,0.381,20.4,25.0,0.82,0.182,33.00,0.884,6.89,6.41,7.53,-0.55,0.7,0.39399999999999996,1.88
2509,2016,8,18,SK,1,41,0.342,0.444,2.4,24.4,0.10,0.105,38.00,0.8220000000000001,6.16,6.16,6.16,3.48,0.04,0.371,0.89
2510,2016,8,18,KT,1,42,0.325,0.353,4.8,11.9,0.40,0.2,40.00,0.882,7.87,7.87,6.85,4.48,0.19,0.385,1.46
2511,2016,8,18,NC,1,45,0.316,0.364,11.1,13.3,0.83,0.158,-,0.8740000000000001,8.24,8.24,7.59,7.27,0.2,0.391,1.81
2512,2016,8,18,KIA,1,41,0.275,0.313,0.0,17.1,0.00,0.075,40.00,0.625,3.19,2.69,2.72,0.31,0.03,0.27899999999999997,-2.54
2513,2016,8,18,LG,1,38,0.243,0.3,2.6,18.4,0.14,0.027000000000000003,-,0.5329999999999999,2.7,2.6,1.39,4.31,0.03,0.24600000000000002,-3.49
2514,2016,8,19,»ï¼º,1,43,0.39,0.43799999999999994,2.3,18.6,0.12,0.26899999999999996,20.50,1.054,9.87,9.52,9.46,4.09,0.19,0.447,3.93
2515,2016,8,19,NC,1,45,0.359,0.43799999999999994,6.7,15.6,0.43,0.026000000000000002,-,0.8170000000000001,7.76,8.06,7.34,6.00,0.55,0.385,1.56
2516,2016,8,19,KIA,1,44,0.35,0.35700000000000004,6.8,18.2,0.38,0.3,10.00,1.0590000000000002,10.02,9.66,9.93,2.51,0.21,0.45399999999999996,4.28
2517,2016,8,19,µÎ»ê,1,42,0.306,0.33299999999999996,11.9,14.3,0.83,0.166,36.00,0.853,6.72,6.72,6.53,4.15,0.03,0.376,1.13
2518,2016,8,19,LG,1,34,0.226,0.259,8.8,11.8,0.75,0.064,-,0.584,3.0,3.24,2.1,4.27,0.52,0.27399999999999997,-2.27
2519,2016,8,19,·Ôµ¥,1,46,0.405,0.43200000000000005,4.4,10.9,0.40,0.11900000000000001,42.00,0.946,9.83,9.48,8.88,5.96,0.54,0.418,2.97
2520,2016,8,19,KT,1,43,0.289,0.242,11.6,4.6,2.50,0.29,12.67,0.951,8.13,7.84,7.91,1.76,0.03,0.408,2.38
2521,2016,8,19,SK,1,37,0.242,0.24,8.1,16.2,0.50,0.182,16.50,0.748,4.47,4.64,4.34,0.84,0.03,0.335,-0.42
2522,2016,8,19,Hero,1,32,0.226,0.25,3.1,9.4,0.33,0.0,-,0.47600000000000003,1.36,1.41,0.53,0.39,0.02,0.22399999999999998,-3.58
2523,2016,8,19,ÇÑÈ­,1,35,0.207,0.231,8.6,11.4,0.75,0.034,-,0.514,2.13,2.13,1.21,1.33,0.02,0.243,-3.29
2524,2016,8,20,µÎ»ê,1,45,0.375,0.344,17.8,4.4,4.00,0.21899999999999997,32.00,1.071,10.93,12.3,10.21,5.15,0.05,0.455,4.43
2525,2016,8,20,KT,1,42,0.364,0.41700000000000004,14.3,19.0,0.75,0.212,16.50,1.026,9.58,10.35,9.14,4.54,0.54,0.445,3.74
2526,2016,8,20,Hero,1,38,0.276,0.26899999999999996,18.4,7.9,2.33,0.10300000000000001,29.00,0.784,5.68,6.39,5.47,4.01,0.54,0.364,0.58
2527,2016,8,20,SK,1,44,0.222,0.29600000000000004,13.6,20.4,0.67,0.055999999999999994,-,0.627,3.72,3.24,3.63,2.69,0.2,0.29600000000000004,-2.02
2528,2016,8,20,KIA,1,35,0.214,0.25,14.3,22.9,0.62,0.179,28.00,0.736,4.66,5.47,4.05,4.16,0.19,0.33299999999999996,-0.45
2529,2016,8,20,ÇÑÈ­,1,43,0.341,0.382,2.3,14.0,0.17,0.098,41.00,0.7959999999999999,6.55,6.32,5.9,4.67,0.04,0.35700000000000004,0.38
2530,2016,8,20,»ï¼º,1,37,0.278,0.267,0.0,10.8,0.00,0.25,18.00,0.825,5.35,5.35,5.06,8.66,0.19,0.35600000000000004,0.31
2531,2016,8,20,·Ôµ¥,1,43,0.265,0.28600000000000003,18.6,11.6,1.60,0.11699999999999999,34.00,0.8009999999999999,4.64,4.04,6.39,1.28,0.54,0.369,0.87
2532,2016,8,20,NC,1,37,0.242,0.24,10.8,16.2,0.67,0.243,16.50,0.809,4.61,4.61,4.92,-0.89,0.02,0.35200000000000004,0.17
2533,2016,8,20,LG,1,32,0.179,0.2,9.4,21.9,0.43,0.107,28.00,0.544,1.53,1.53,1.34,-0.11,0.19,0.252,-2.77
