,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,°æ±â,Å¸¼®,Å¸¼ö,¾ÈÅ¸,´ÜÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,µæÁ¡,Å¸Á¡,º¼³Ý,°íÀÇ4±¸,»ç±¸,»ïÁø,Èñ»ýÇÃ¶óÀÌ,Èñ»ýÅ¸,º´»ì,µµ·ç,µµ½Ç,Å¸À²
1980,2016,6,8,·Ôµ¥,1,37,32,7,4,2,0,1,3,3,4,0,0,6,0,1,1,1,0,0.21899999999999997
1981,2016,6,8,µÎ»ê,1,36,33,8,6,2,0,0,4,4,2,0,0,3,1,1,0,0,0,0.242
1982,2016,6,8,SK,1,36,30,6,6,0,0,0,2,2,5,0,0,10,1,1,2,0,0,0.2
1983,2016,6,8,KIA,1,34,31,4,3,0,0,1,3,3,3,0,0,5,0,0,1,0,0,0.129
1984,2016,6,9,LG,1,39,35,13,7,3,0,3,10,10,3,0,1,9,0,0,0,2,0,0.371
1985,2016,6,9,µÎ»ê,1,42,37,11,9,2,0,0,7,4,2,0,1,5,0,1,0,1,0,0.297
1986,2016,6,9,SK,1,34,29,8,4,2,1,1,6,5,3,0,1,7,0,1,1,0,0,0.276
1987,2016,6,9,Hero,1,38,33,11,8,3,0,0,4,4,3,0,1,11,1,1,2,0,0,0.33299999999999996
1988,2016,6,9,»ï¼º,1,38,36,9,5,4,0,0,4,2,1,0,1,5,0,0,1,0,0,0.25
1989,2016,6,9,NC,1,47,40,15,11,3,0,1,16,15,7,0,0,8,0,0,1,0,0,0.375
1990,2016,6,9,KIA,1,48,44,16,14,1,0,1,12,11,3,0,0,8,0,1,0,1,0,0.364
1991,2016,6,9,·Ôµ¥,1,38,29,7,5,1,0,1,5,5,7,0,0,6,1,2,2,4,0,0.24100000000000002
1992,2016,6,9,KT,1,36,29,7,6,0,1,0,4,4,4,0,0,4,1,3,2,1,0,0.24100000000000002
1993,2016,6,9,ÇÑÈ­,1,34,31,5,4,0,0,1,1,1,2,0,0,10,0,1,2,0,0,0.161
1994,2016,6,10,NC,1,44,37,13,10,1,0,2,6,6,5,1,2,8,0,0,2,1,0,0.35100000000000003
1995,2016,6,10,ÇÑÈ­,1,37,36,9,7,1,0,1,2,2,0,0,1,9,0,0,1,0,0,0.25
1996,2016,6,10,Hero,1,49,42,8,8,0,0,0,4,4,6,0,1,10,0,0,1,2,0,0.19
1997,2016,6,10,KT,1,53,50,17,15,2,0,0,6,6,2,0,0,11,1,1,0,7,0,0.34
1998,2016,6,10,KIA,1,32,31,8,5,1,0,2,4,4,1,0,0,5,0,0,1,0,0,0.258
1999,2016,6,10,µÎ»ê,1,33,30,6,2,3,0,1,5,4,3,0,0,6,0,0,0,0,0,0.2
2000,2016,6,10,SK,1,42,35,11,9,1,0,1,2,2,7,0,0,10,0,0,0,3,0,0.314
2001,2016,6,10,·Ôµ¥,1,38,34,9,7,2,0,0,3,3,3,0,0,8,0,1,0,1,0,0.265
2002,2016,6,10,LG,1,40,35,7,7,0,0,0,1,1,4,0,0,5,0,1,0,0,0,0.2
2003,2016,6,10,»ï¼º,1,33,32,5,3,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0.156
2004,2016,6,11,µÎ»ê,1,42,32,8,4,3,0,1,8,8,8,0,2,5,0,0,1,0,0,0.25
2005,2016,6,11,KIA,1,37,31,4,0,1,1,2,4,4,4,0,2,5,0,0,0,1,0,0.129
2006,2016,6,11,LG,1,42,38,13,11,2,0,0,5,4,2,0,1,7,0,1,1,0,0,0.342
2007,2016,6,11,·Ôµ¥,1,48,34,11,8,3,0,0,10,10,9,1,1,7,2,3,2,0,0,0.324
2008,2016,6,11,Hero,1,36,31,8,5,3,0,0,3,3,4,0,1,3,0,0,1,0,0,0.258
2009,2016,6,11,NC,1,44,41,12,8,1,0,3,7,7,3,0,0,10,0,0,0,0,0,0.293
2010,2016,6,11,»ï¼º,1,37,32,8,6,2,0,0,5,5,2,0,0,6,1,3,1,0,0,0.25
2011,2016,6,11,SK,1,38,34,11,6,2,1,2,6,6,3,0,0,5,0,1,0,1,0,0.324
2012,2016,6,11,ÇÑÈ­,1,41,33,8,8,0,0,0,3,3,6,2,0,5,0,2,1,0,0,0.242
2013,2016,6,11,KT,1,38,34,8,7,1,0,0,2,1,3,0,0,10,0,1,1,1,0,0.235
2014,2016,6,12,Hero,1,40,35,14,9,3,1,1,11,11,2,0,1,6,1,2,0,2,0,0.4
2015,2016,6,12,ÇÑÈ­,1,42,34,11,9,0,0,2,6,6,6,1,1,6,1,1,1,0,0,0.324
2016,2016,6,12,SK,1,43,34,12,11,1,0,0,8,7,7,0,1,4,1,1,3,0,0,0.353
2017,2016,6,12,LG,1,40,35,12,8,2,0,2,5,5,2,0,1,5,0,2,2,1,0,0.34299999999999997
2018,2016,6,12,»ï¼º,1,49,42,18,15,2,0,1,10,10,4,0,0,3,1,3,0,1,0,0.429
2019,2016,6,12,NC,1,45,40,16,9,5,0,2,11,11,5,0,0,7,0,0,2,0,0,0.4
2020,2016,6,12,µÎ»ê,1,48,44,13,12,1,0,0,5,4,2,1,0,7,0,2,0,1,0,0.295
2021,2016,6,12,KIA,1,39,35,12,10,1,0,1,7,7,3,0,0,7,1,1,3,0,0,0.34299999999999997
2022,2016,6,12,·Ôµ¥,1,42,42,9,7,1,0,1,4,3,0,0,0,11,0,0,1,0,0,0.214
2023,2016,6,12,KT,1,34,29,2,2,0,0,0,1,1,5,0,0,8,0,0,0,1,0,0.069
2024,2016,6,14,µÎ»ê,1,42,36,11,6,1,0,4,8,8,5,0,1,9,0,0,1,0,0,0.306
2025,2016,6,14,SK,1,37,35,9,6,1,0,2,4,3,1,0,1,7,0,0,0,2,0,0.257
2026,2016,6,14,ÇÑÈ­,1,39,34,7,5,0,0,2,3,3,4,0,1,9,0,0,0,0,0,0.20600000000000002
2027,2016,6,14,»ï¼º,1,37,31,5,4,0,0,1,1,1,4,0,1,8,0,1,0,2,0,0.161
2028,2016,6,14,NC,1,45,38,14,11,1,1,1,10,10,6,1,0,6,1,1,1,3,0,0.368
2029,2016,6,14,Hero,1,37,33,10,4,4,1,1,9,9,4,0,0,10,0,0,1,0,0,0.303
2030,2016,6,14,KT,1,36,28,6,3,2,0,1,5,3,8,0,0,4,0,0,1,1,0,0.214
2031,2016,6,14,LG,1,45,40,14,11,2,1,0,7,7,5,0,0,7,0,0,1,0,0,0.35
2032,2016,6,14,KIA,1,42,37,12,8,1,1,2,6,5,3,0,0,6,1,2,0,2,0,0.324
2033,2016,6,14,·Ôµ¥,1,39,36,10,7,3,0,0,6,6,3,0,0,3,0,0,1,1,0,0.278
2034,2016,6,15,KIA,1,39,36,11,7,0,0,4,4,4,1,0,2,6,0,0,0,0,0,0.306
2035,2016,6,15,SK,1,45,39,15,8,4,1,2,13,13,5,0,1,8,0,0,2,0,0,0.385
2036,2016,6,15,·Ôµ¥,1,46,36,10,8,2,0,0,11,10,7,0,1,3,1,2,0,1,0,0.278
2037,2016,6,15,µÎ»ê,1,42,39,13,11,2,0,0,7,7,2,1,0,8,1,1,0,0,0,0.33299999999999996
2038,2016,6,15,Hero,1,44,36,11,9,2,0,0,6,5,7,0,0,8,1,1,1,0,0,0.306
2039,2016,6,15,»ï¼º,1,33,31,8,6,1,0,1,3,3,2,0,0,7,0,0,2,0,0,0.258
2040,2016,6,16,µÎ»ê,1,50,40,15,8,3,1,3,13,13,6,0,2,2,2,2,1,2,0,0.375
2041,2016,6,16,NC,1,38,32,7,5,1,0,1,3,3,4,0,1,5,0,1,1,0,0,0.21899999999999997
2042,2016,6,16,ÇÑÈ­,1,38,37,12,10,0,1,1,4,4,0,0,1,4,0,0,2,0,0,0.324
2043,2016,6,16,LG,1,35,32,6,6,0,0,0,0,0,2,0,1,8,0,0,0,2,0,0.188
2044,2016,6,16,SK,1,46,45,21,15,4,0,2,11,11,1,0,0,4,0,0,2,0,0,0.467
2045,2016,6,16,Hero,1,40,37,14,9,3,0,2,10,10,2,1,0,7,0,1,1,1,0,0.37799999999999995
2046,2016,6,16,KT,1,37,31,9,6,3,0,0,7,4,5,0,0,4,0,1,1,1,0,0.29
2047,2016,6,16,·Ôµ¥,1,41,37,14,11,3,0,0,7,6,3,0,0,6,1,1,2,1,0,0.37799999999999995
2048,2016,6,16,KIA,1,41,37,11,8,2,0,1,4,4,3,0,0,14,0,1,0,0,0,0.297
2049,2016,6,16,»ï¼º,1,35,33,7,4,2,0,1,3,3,1,0,0,4,0,1,0,1,0,0.212
2050,2016,6,17,KIA,1,40,34,12,10,1,0,1,6,6,2,0,1,4,1,3,1,0,0,0.353
2051,2016,6,17,SK,1,48,44,19,12,5,1,1,12,12,3,0,0,10,0,1,0,3,0,0.43200000000000005
2052,2016,6,17,NC,1,44,40,16,11,2,1,2,11,11,3,0,0,5,1,1,1,0,0,0.4
2053,2016,6,17,ÇÑÈ­,1,37,30,11,7,1,0,3,8,8,4,0,0,7,1,3,1,1,0,0.36700000000000005
2054,2016,6,17,»ï¼º,1,37,31,8,3,2,0,3,5,5,4,0,0,4,0,2,0,2,0,0.258
2055,2016,6,17,µÎ»ê,1,38,34,7,4,1,0,2,2,2,4,0,0,4,0,0,0,0,0,0.20600000000000002
2056,2016,6,17,LG,1,39,34,7,5,1,1,0,3,3,5,0,0,8,0,0,0,0,0,0.20600000000000002
2057,2016,6,17,·Ôµ¥,1,35,34,7,7,0,0,0,1,1,1,0,0,8,0,0,0,0,0,0.20600000000000002
2058,2016,6,17,Hero,1,39,32,6,4,0,0,2,5,4,7,0,0,9,0,0,1,1,0,0.188
2059,2016,6,17,KT,1,34,31,5,3,2,0,0,1,1,2,0,0,6,1,1,1,0,0,0.161
2060,2016,6,18,SK,1,39,38,10,4,2,1,3,4,4,0,0,1,11,0,0,0,1,0,0.263
2061,2016,6,18,»ï¼º,1,40,36,9,6,2,0,1,5,3,3,0,1,5,0,0,1,0,0,0.25
2062,2016,6,18,KT,1,39,36,8,6,1,0,1,3,3,2,0,1,6,0,0,0,0,0,0.222
2063,2016,6,18,KIA,1,34,33,4,4,0,0,0,1,0,0,0,1,8,0,0,0,2,0,0.121
2064,2016,6,18,NC,1,44,41,16,13,3,0,0,7,7,2,0,0,10,1,1,2,3,0,0.39
2065,2016,6,18,LG,1,39,33,12,10,1,1,0,7,6,3,0,0,7,1,3,0,4,0,0.364
2066,2016,6,18,Hero,1,47,41,13,9,3,0,1,11,9,4,0,0,10,1,2,0,2,0,0.317
2067,2016,6,18,µÎ»ê,1,43,36,11,8,2,0,1,6,6,6,0,0,5,0,1,0,1,0,0.306
2068,2016,6,18,ÇÑÈ­,1,41,37,11,7,2,1,1,6,6,3,0,0,6,1,1,1,0,0,0.297
2069,2016,6,18,·Ôµ¥,1,33,33,8,8,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0.242
2070,2016,6,19,·Ôµ¥,1,41,34,11,3,7,0,1,10,9,5,0,2,5,0,0,1,1,0,0.324
2071,2016,6,19,NC,1,55,47,22,15,2,0,5,15,15,6,0,1,6,0,1,3,0,0,0.46799999999999997
2072,2016,6,19,KIA,1,46,39,13,11,0,0,2,9,9,5,0,1,5,0,1,1,1,0,0.33299999999999996
2073,2016,6,19,KT,1,42,37,14,10,2,0,2,7,7,3,0,1,5,1,1,1,0,0,0.37799999999999995
2074,2016,6,19,Hero,1,45,39,13,10,2,0,1,11,9,6,0,0,4,0,0,1,5,0,0.33299999999999996
2075,2016,6,19,µÎ»ê,1,37,32,5,4,1,0,0,3,2,5,0,0,9,0,0,0,2,0,0.156
2076,2016,6,19,LG,1,42,39,13,10,3,0,0,5,5,3,0,0,5,0,0,1,0,0,0.33299999999999996
2077,2016,6,19,»ï¼º,1,38,35,9,6,2,0,1,1,1,3,0,0,6,0,0,1,0,0,0.257
2078,2016,6,19,ÇÑÈ­,1,38,35,9,4,3,1,1,6,6,3,0,0,2,0,0,0,1,0,0.257
2079,2016,6,19,SK,1,36,33,7,4,1,0,2,3,3,3,0,0,7,0,0,1,0,0,0.212
2080,2016,6,21,SK,1,41,35,8,6,0,0,2,5,5,4,0,2,7,0,0,0,2,0,0.22899999999999998
2081,2016,6,21,Hero,1,45,41,18,14,2,2,0,12,12,3,0,1,5,0,0,0,6,0,0.439
2082,2016,6,21,µÎ»ê,1,45,39,16,12,1,0,3,12,12,4,0,1,6,1,1,1,2,0,0.41
2083,2016,6,21,KIA,1,44,35,13,10,3,0,0,9,8,7,1,1,3,0,1,0,0,0,0.371
2084,2016,6,21,ÇÑÈ­,1,41,36,11,6,2,1,2,8,8,3,0,1,6,0,1,2,1,0,0.306
2085,2016,6,21,»ï¼º,1,38,36,10,7,1,0,2,8,7,1,0,1,4,0,0,0,0,0,0.278
2086,2016,6,21,LG,1,42,40,13,9,3,0,1,9,8,1,0,0,10,0,1,0,0,0,0.325
2087,2016,6,21,·Ôµ¥,1,39,35,10,8,1,0,1,6,6,3,0,0,11,1,1,2,2,0,0.28600000000000003
2088,2016,6,21,NC,1,35,30,4,3,0,0,1,2,2,4,0,0,8,1,1,0,1,0,0.133
2089,2016,6,21,KT,1,30,30,3,1,1,0,1,1,1,0,0,0,7,0,0,0,0,0,0.1
2090,2016,6,22,KIA,1,38,36,8,4,4,0,0,5,4,0,0,2,8,0,0,0,0,0,0.222
2091,2016,6,22,SK,1,39,37,13,6,4,0,3,10,10,1,1,1,5,0,0,0,1,0,0.35100000000000003
2092,2016,6,22,·Ôµ¥,1,60,52,26,17,9,0,0,18,18,6,0,0,5,0,2,0,0,0,0.5
2093,2016,6,22,Hero,1,32,31,10,6,2,0,2,4,4,0,0,0,1,0,1,1,1,0,0.32299999999999995
2094,2016,6,22,»ï¼º,1,34,32,6,3,3,0,0,1,1,2,0,0,8,0,0,1,1,0,0.188
2095,2016,6,22,LG,1,35,33,6,6,0,0,0,2,2,2,0,0,4,0,0,1,0,0,0.182
2096,2016,6,23,SK,1,46,37,11,7,2,0,2,10,10,7,0,2,2,0,0,1,0,0,0.297
2097,2016,6,23,KT,1,44,35,10,6,3,1,0,9,9,6,0,2,7,0,1,0,0,0,0.28600000000000003
2098,2016,6,23,KIA,1,33,31,9,4,4,1,0,6,4,1,1,1,6,0,0,0,0,0,0.29
2099,2016,6,23,Hero,1,35,30,3,1,2,0,0,0,0,4,0,1,3,0,0,0,1,0,0.1
2100,2016,6,23,ÇÑÈ­,1,47,43,10,8,2,0,0,3,3,2,0,1,11,0,1,1,1,0,0.233
2101,2016,6,23,»ï¼º,1,43,37,11,8,3,0,0,4,3,4,0,0,8,0,2,1,2,0,0.297
2102,2016,6,23,µÎ»ê,1,39,38,15,11,4,0,0,4,4,1,0,0,2,0,0,2,0,0,0.395
2103,2016,6,23,LG,1,36,33,6,4,2,0,0,2,2,3,0,0,13,0,0,0,0,0,0.182
2104,2016,6,23,·Ôµ¥,1,33,33,6,2,3,0,1,2,2,0,0,0,10,0,0,0,0,0,0.182
2105,2016,6,23,NC,1,49,40,7,6,1,0,0,3,3,7,0,0,10,1,2,2,0,0,0.175
2106,2016,6,24,KIA,1,42,33,8,5,2,0,1,6,5,6,0,2,8,0,1,1,1,0,0.242
2107,2016,6,24,SK,1,34,31,9,6,1,1,1,5,5,1,0,1,6,0,1,0,1,0,0.29
2108,2016,6,24,ÇÑÈ­,1,36,34,7,5,1,0,1,2,2,1,0,1,11,0,0,1,0,0,0.20600000000000002
2109,2016,6,24,»ï¼º,1,35,28,5,4,1,0,0,4,3,5,0,1,7,0,1,2,1,0,0.179
2110,2016,6,24,LG,1,41,40,16,13,0,1,2,9,9,1,0,0,4,0,0,0,1,0,0.4
2111,2016,6,24,·Ôµ¥,1,43,40,13,11,1,0,1,4,4,2,0,0,5,0,1,1,0,0,0.325
2112,2016,6,24,KT,1,38,33,8,7,0,0,1,5,5,4,0,0,8,1,1,1,1,0,0.242
2113,2016,6,24,µÎ»ê,1,37,36,10,10,0,0,0,3,1,1,0,0,6,0,0,2,0,0,0.278
2114,2016,6,24,Hero,1,38,32,8,5,1,0,2,7,7,5,0,0,4,1,1,1,0,0,0.25
2115,2016,6,24,NC,1,37,32,7,5,2,0,0,2,2,3,0,0,12,1,2,0,0,0,0.21899999999999997
2116,2016,6,25,KT,1,58,51,20,16,1,0,3,13,13,6,1,1,6,0,0,0,3,0,0.392
2117,2016,6,25,Hero,1,46,38,13,10,2,0,1,8,7,6,1,1,6,1,1,4,2,0,0.342
2118,2016,6,25,µÎ»ê,1,42,35,8,6,0,0,2,8,7,4,0,1,9,0,2,0,3,0,0.22899999999999998
2119,2016,6,25,»ï¼º,1,47,42,14,8,4,0,2,8,8,3,0,1,6,0,1,0,0,0,0.33299999999999996
2120,2016,6,25,ÇÑÈ­,1,44,38,15,8,3,1,3,8,8,6,0,0,9,0,0,0,1,0,0.395
2121,2016,6,25,KIA,1,47,38,10,8,1,0,1,9,6,9,0,0,10,0,0,1,1,0,0.263
2122,2016,6,25,LG,1,44,40,12,10,1,0,1,6,6,3,0,0,10,0,1,0,1,0,0.3
2123,2016,6,25,SK,1,42,37,10,6,2,0,2,6,6,5,1,0,8,0,0,0,0,0,0.27
2124,2016,6,25,·Ôµ¥,1,35,31,5,4,0,0,1,1,1,4,0,0,4,0,0,1,1,0,0.161
2125,2016,6,25,NC,1,33,31,4,4,0,0,0,0,0,2,0,0,12,0,0,1,0,0,0.129
2126,2016,6,26,SK,1,44,39,17,13,3,0,1,6,6,3,0,2,8,0,0,1,0,0,0.436
2127,2016,6,26,KIA,1,52,41,16,6,7,1,2,15,13,9,0,1,9,0,1,1,1,0,0.39
2128,2016,6,26,·Ôµ¥,1,46,42,15,10,4,0,1,12,12,3,0,1,9,0,0,0,1,0,0.35700000000000004
2129,2016,6,26,µÎ»ê,1,43,38,12,10,0,0,2,5,5,4,0,1,11,0,0,1,1,0,0.316
2130,2016,6,26,Hero,1,33,30,6,5,1,0,0,1,1,2,0,1,8,0,0,2,1,0,0.2
2131,2016,6,26,»ï¼º,1,39,35,10,7,0,1,2,11,10,4,0,0,9,0,0,0,0,0,0.28600000000000003
2132,2016,6,26,LG,1,31,29,6,5,1,0,0,2,2,2,0,0,4,0,0,1,0,0,0.207
2133,2016,6,26,NC,1,44,39,13,13,0,0,0,4,4,5,0,0,8,0,0,0,0,0,0.33299999999999996
2134,2016,6,26,ÇÑÈ­,1,39,38,12,8,3,0,1,4,4,0,0,0,10,1,1,0,0,0,0.316
2135,2016,6,26,KT,1,43,39,11,6,1,0,4,8,8,4,0,0,7,0,0,0,1,0,0.282
2136,2016,6,28,·Ôµ¥,1,45,37,13,9,2,0,2,7,7,5,1,2,7,0,1,1,2,0,0.35100000000000003
2137,2016,6,28,µÎ»ê,1,44,35,13,9,2,1,1,12,12,7,0,1,5,1,1,1,0,0,0.371
2138,2016,6,28,ÇÑÈ­,1,42,38,14,5,4,0,5,13,13,1,0,1,7,1,2,0,0,0,0.368
2139,2016,6,28,KIA,1,38,36,13,8,2,0,3,11,11,1,0,1,6,0,0,0,0,0,0.361
2140,2016,6,28,Hero,1,41,34,9,7,2,0,0,3,2,5,0,1,7,1,1,1,0,0,0.265
2141,2016,6,28,LG,1,38,34,9,8,1,0,0,2,2,3,0,1,5,0,0,1,0,0,0.265
2142,2016,6,28,»ï¼º,1,38,33,6,5,0,0,1,4,3,4,0,1,9,0,0,0,2,0,0.182
2143,2016,6,28,SK,1,48,46,19,9,7,0,3,11,11,2,0,0,3,0,0,1,0,0,0.413
2144,2016,6,28,NC,1,41,34,10,6,2,0,2,3,2,7,0,0,5,0,0,2,0,0,0.294
2145,2016,6,28,KT,1,33,31,5,3,2,0,0,1,1,2,0,0,6,0,0,1,0,0,0.161
2146,2016,6,29,NC,1,51,38,12,8,2,1,1,10,9,10,0,1,6,2,2,0,1,0,0.316
2147,2016,6,29,LG,1,37,34,10,8,1,0,1,4,4,2,0,1,8,0,0,1,1,0,0.294
2148,2016,6,29,ÇÑÈ­,1,36,33,9,8,1,0,0,4,4,2,0,1,9,0,0,2,0,0,0.273
2149,2016,6,29,Hero,1,37,36,16,10,2,1,3,7,7,1,0,0,3,0,0,3,0,0,0.444
2150,2016,6,29,SK,1,45,40,15,10,2,1,2,7,7,5,0,0,8,0,0,0,0,0,0.375
2151,2016,6,29,·Ôµ¥,1,36,34,12,10,2,0,0,5,4,2,0,0,7,0,0,0,5,0,0.353
2152,2016,6,29,KIA,1,38,31,8,5,3,0,0,5,4,5,0,0,5,1,2,0,0,0,0.258
2153,2016,6,29,KT,1,41,38,12,8,3,0,1,4,4,2,0,0,7,1,1,0,0,0,0.316
2154,2016,6,29,»ï¼º,1,44,34,10,5,4,1,0,4,4,8,1,0,5,0,2,1,1,0,0.294
2155,2016,6,29,µÎ»ê,1,34,32,6,4,1,0,1,4,4,1,0,0,9,0,1,1,0,0,0.188
2156,2016,6,30,SK,1,39,36,10,7,1,0,2,5,5,1,0,2,8,0,0,2,0,0,0.278
2157,2016,6,30,Hero,1,40,36,14,11,3,0,0,11,11,3,0,1,5,0,0,1,0,0,0.389
2158,2016,6,30,ÇÑÈ­,1,45,38,13,12,1,0,0,5,5,5,0,1,8,1,1,1,0,0,0.342
2159,2016,6,30,»ï¼º,1,48,40,11,7,3,1,0,6,6,6,0,1,12,0,1,1,0,0,0.275
2160,2016,6,30,KIA,1,48,42,9,5,1,1,2,9,9,5,0,1,11,0,0,0,0,0,0.214
2161,2016,6,30,NC,1,31,27,0,0,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0.0
2162,2016,6,30,KT,1,37,31,12,9,1,0,2,10,9,4,0,0,6,0,2,1,1,0,0.387
2163,2016,6,30,LG,1,54,47,16,13,1,0,2,10,9,6,0,0,5,1,1,1,2,0,0.34
2164,2016,6,30,·Ôµ¥,1,40,38,12,7,2,0,3,7,7,2,0,0,13,0,0,1,0,0,0.316
2165,2016,6,30,µÎ»ê,1,38,31,9,7,2,0,0,4,4,6,0,0,7,0,1,0,0,0,0.29
2166,2016,7,1,Hero,1,41,36,16,11,2,0,3,10,10,2,0,0,3,3,3,0,0,0,0.444
2167,2016,7,1,KIA,1,46,38,14,11,1,1,1,7,7,6,0,0,8,2,2,1,0,0,0.368
2168,2016,7,2,Hero,1,42,34,13,11,1,1,0,8,7,7,0,0,8,1,1,0,2,0,0.382
2169,2016,7,2,µÎ»ê,1,39,32,11,9,1,0,1,4,2,7,0,0,5,0,0,3,1,0,0.344
2170,2016,7,2,SK,1,35,34,8,6,0,0,2,4,3,1,0,0,5,0,0,0,3,0,0.235
2171,2016,7,2,KIA,1,37,37,10,6,0,0,4,5,5,0,0,0,7,0,0,0,0,0,0.27
2172,2016,7,2,LG,1,38,35,8,7,1,0,0,2,2,3,0,0,5,0,0,1,1,0,0.22899999999999998
2173,2016,7,2,ÇÑÈ­,1,36,29,6,5,1,0,0,1,1,5,0,0,5,1,2,1,1,0,0.207
2174,2016,7,3,Hero,1,50,37,12,10,1,1,0,7,3,11,1,2,5,0,0,2,4,0,0.324
2175,2016,7,3,LG,1,44,37,12,8,2,1,1,7,7,5,0,1,8,1,1,0,3,0,0.324
2176,2016,7,3,SK,1,48,41,17,13,2,1,1,9,9,4,0,0,5,2,3,0,1,0,0.415
2177,2016,7,3,KIA,1,52,46,16,14,0,0,2,6,6,4,0,0,9,1,2,2,1,0,0.348
2178,2016,7,5,»ï¼º,1,39,34,9,6,1,0,2,7,7,4,0,1,4,0,0,1,1,0,0.265
2179,2016,7,5,LG,1,37,33,7,3,4,0,0,3,3,2,0,1,5,1,1,0,0,0,0.212
2180,2016,7,6,ÇÑÈ­,1,51,42,16,11,3,1,1,13,13,8,0,1,6,0,0,0,3,0,0.381
2181,2016,7,6,NC,1,40,36,12,8,1,0,3,12,11,3,0,1,6,0,0,0,0,0,0.33299999999999996
2182,2016,7,6,KIA,1,42,33,10,8,1,0,1,7,7,7,0,1,9,0,1,2,3,0,0.303
2183,2016,7,6,µÎ»ê,1,44,38,10,6,3,0,1,5,5,5,0,1,10,0,0,0,1,0,0.263
2184,2016,7,6,·Ôµ¥,1,39,35,9,7,1,1,0,3,3,2,0,1,6,1,1,1,0,0,0.257
2185,2016,7,6,Hero,1,41,35,9,6,2,1,0,6,6,6,0,0,5,0,0,1,0,0,0.257
2186,2016,7,6,KT,1,37,34,8,8,0,0,0,0,0,3,0,0,6,0,0,1,0,0,0.235
2187,2016,7,6,SK,1,34,31,6,5,0,0,1,2,2,2,0,0,8,1,1,1,0,0,0.19399999999999998
2188,2016,7,7,»ï¼º,1,43,35,15,6,6,0,3,12,11,3,0,2,5,2,3,0,0,0,0.429
2189,2016,7,7,NC,1,36,30,8,4,3,0,1,8,8,2,0,2,5,1,2,0,1,0,0.267
2190,2016,7,7,µÎ»ê,1,33,29,10,6,2,2,0,4,4,0,0,1,4,2,3,0,1,0,0.345
2191,2016,7,7,KIA,1,42,32,10,7,3,0,0,5,4,5,0,1,5,1,4,1,0,0,0.313
2192,2016,7,7,LG,1,45,39,14,6,5,0,3,11,11,5,0,1,3,0,0,1,2,0,0.359
2193,2016,7,7,ÇÑÈ­,1,46,44,18,12,1,1,4,14,14,2,0,0,8,0,0,1,0,0,0.409
2194,2016,7,7,SK,1,40,37,13,9,3,0,1,4,4,1,0,0,7,0,2,1,0,0,0.35100000000000003
2195,2016,7,7,·Ôµ¥,1,37,35,9,5,2,0,2,4,4,2,0,0,12,0,0,1,0,0,0.257
2196,2016,7,7,Hero,1,35,34,7,4,3,0,0,1,1,1,0,0,4,0,0,0,0,0,0.20600000000000002
2197,2016,7,7,KT,1,32,30,3,1,1,0,1,2,2,1,0,0,5,1,1,0,1,0,0.1
2198,2016,7,8,ÇÑÈ­,1,35,33,9,4,2,0,3,6,6,1,0,1,3,0,0,0,0,0,0.273
2199,2016,7,8,»ï¼º,1,42,33,8,7,1,0,0,3,3,7,0,1,6,0,1,1,0,0,0.242
2200,2016,7,8,KIA,1,47,42,18,13,2,0,3,12,11,4,0,0,5,0,1,2,2,0,0.429
2201,2016,7,8,·Ôµ¥,1,36,32,10,7,2,1,0,8,7,2,0,0,3,0,2,1,1,0,0.313
2202,2016,7,8,SK,1,38,33,10,4,4,0,2,8,7,5,0,0,9,0,0,2,4,0,0.303
2203,2016,7,8,NC,1,42,39,11,7,2,0,2,11,9,3,0,0,8,0,0,0,0,0,0.282
2204,2016,7,8,Hero,1,43,39,13,8,2,0,3,9,9,3,0,0,4,1,1,1,1,0,0.33299999999999996
2205,2016,7,8,KT,1,35,32,9,8,1,0,0,3,3,2,0,0,4,1,1,2,1,0,0.281
2206,2016,7,8,µÎ»ê,1,37,35,9,5,2,1,1,6,6,2,0,0,4,0,0,1,1,0,0.257
2207,2016,7,8,LG,1,38,35,9,4,4,0,1,5,5,2,0,0,4,1,1,0,3,0,0.257
2208,2016,7,9,SK,1,48,37,11,8,1,0,2,6,4,7,0,4,8,0,0,0,2,0,0.297
2209,2016,7,9,·Ôµ¥,1,58,47,19,14,2,0,3,13,13,7,0,2,7,0,1,0,1,0,0.40399999999999997
2210,2016,7,9,LG,1,58,44,15,10,1,0,4,12,11,10,1,1,7,0,3,0,1,0,0.341
2211,2016,7,9,KT,1,46,38,13,10,3,0,0,8,8,7,0,0,4,0,1,0,2,0,0.342
2212,2016,7,9,Hero,1,36,30,9,7,2,0,0,7,5,5,0,0,6,0,1,1,0,0,0.3
2213,2016,7,9,µÎ»ê,1,46,36,9,7,1,0,1,7,6,9,0,0,5,0,1,1,1,0,0.25
2214,2016,7,9,KIA,1,44,41,13,11,1,0,1,6,6,2,0,0,8,0,1,1,2,0,0.317
2215,2016,7,9,NC,1,42,36,10,4,5,0,1,4,4,4,0,0,5,2,2,0,0,0,0.278
