,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,°æ±â,½Â,ÆÐ,¼¼ÀÌºê,È¦µå,ºí·Ð,QS,ÀÌ´×,Å¸ÀÚ,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,½ÇÁ¡,ÀÚÃ¥,»ïÁø,º¼³Ý,°íÀÇ4±¸,»ç±¸,ÆøÅõ,º¸Å©,PK,µµ·ç,µµ½Ç
2228,2016,07,12,SK,1,1,0,0,0,0,1,10.0,46,13,4,0,0,3,3,9,3,1,1,0,0,0,0,0
2229,2016,07,12,LG,1,1,0,1,1,0,0,9.0,37,7,0,0,0,4,4,2,5,0,0,1,0,0,0,0
2230,2016,07,12,»ï¼º,1,1,0,0,0,0,1,9.0,40,11,1,0,0,4,4,7,3,0,0,1,0,0,0,0
2231,2016,07,12,Hero,1,1,0,1,1,1,0,9.0,42,15,2,0,1,5,5,5,3,0,0,1,0,1,0,2
2232,2016,07,12,µÎ»ê,1,1,0,0,0,0,1,9.0,39,9,1,0,2,5,5,3,6,0,0,0,0,0,0,0
2233,2016,07,12,·Ôµ¥,1,0,1,0,0,0,0,8.0,36,5,0,0,1,8,4,5,6,1,2,3,0,0,2,0
2234,2016,07,12,ÇÑÈ­,1,0,1,0,1,1,0,8.0,38,7,2,1,0,5,5,4,5,1,2,1,0,0,0,0
2235,2016,07,12,KT,1,0,1,0,0,1,0,9.0,40,10,2,0,2,7,6,8,4,0,0,0,0,0,2,1
2236,2016,07,12,KIA,1,0,1,0,1,1,1,10.0,44,14,2,0,3,7,7,9,2,0,0,0,0,0,0,1
2237,2016,07,12,NC,1,0,1,0,0,0,0,9.0,44,13,0,0,3,9,9,8,5,0,1,1,0,0,1,1
2238,2016,07,13,NC,1,1,0,0,2,0,0,9.0,33,5,3,0,1,2,2,8,2,0,0,0,0,0,0,0
2239,2016,07,13,KIA,1,1,0,0,0,0,1,9.0,38,9,2,0,0,3,2,2,1,0,1,0,0,0,1,0
2240,2016,07,13,ÇÑÈ­,1,1,0,0,0,0,0,9.0,39,9,1,0,0,5,5,9,3,0,0,0,0,0,1,0
2241,2016,07,13,Hero,1,1,0,1,1,0,0,9.0,45,12,4,0,1,8,8,5,5,0,0,2,0,0,1,0
2242,2016,07,13,·Ôµ¥,1,1,0,1,0,0,0,9.0,46,14,3,1,2,12,12,5,6,0,1,1,0,1,0,0
2243,2016,07,13,SK,1,0,1,0,0,1,1,8.2,43,10,0,0,1,4,3,7,5,0,2,0,0,0,1,0
2244,2016,07,13,µÎ»ê,1,0,1,0,0,0,0,8.0,35,7,1,0,3,6,6,3,5,0,0,1,0,0,0,0
2245,2016,07,13,LG,1,0,1,0,0,0,0,9.0,37,11,2,1,0,7,7,6,0,0,0,2,0,0,0,0
2246,2016,07,13,KT,1,0,1,0,0,0,0,9.0,45,9,2,0,2,11,11,10,9,0,1,0,0,0,3,1
2247,2016,07,13,»ï¼º,1,0,1,0,1,1,0,9.0,50,20,6,0,3,13,12,7,2,0,1,1,0,0,2,0
2248,2016,07,14,·Ôµ¥,1,1,0,1,0,1,1,11.0,47,11,0,0,1,2,2,9,5,2,1,2,0,1,0,0
2249,2016,07,14,SK,1,1,0,0,0,0,0,9.0,34,3,0,0,0,4,3,8,4,0,0,0,0,0,0,0
2250,2016,07,14,NC,1,1,0,1,0,0,0,9.0,35,8,1,0,3,3,3,7,0,0,1,0,0,1,0,0
2251,2016,07,14,ÇÑÈ­,1,1,0,0,0,0,0,9.0,39,9,1,0,0,4,3,9,2,0,2,1,0,0,0,1
2252,2016,07,14,Hero,1,1,0,0,1,0,0,9.0,40,13,3,0,0,5,5,6,2,0,0,1,0,0,1,0
2253,2016,07,14,»ï¼º,1,0,1,0,0,0,0,11.0,45,6,0,1,2,4,4,11,6,0,1,1,0,0,2,1
2254,2016,07,14,µÎ»ê,1,0,1,0,0,0,1,8.0,34,5,1,0,0,4,3,9,3,0,1,0,0,0,2,0
2255,2016,07,14,KIA,1,0,1,0,0,0,0,9.0,46,11,2,1,3,11,6,4,8,1,0,1,0,0,0,1
2256,2016,07,14,LG,1,0,1,0,0,0,0,9.0,40,11,2,1,2,7,7,9,2,0,1,0,0,0,3,1
2257,2016,07,14,KT,1,0,1,0,0,0,0,9.0,43,17,3,0,3,10,10,7,4,0,0,0,0,0,0,4
2258,2016,07,19,KIA,1,1,0,0,1,0,1,9.0,39,9,0,0,1,1,1,10,2,0,0,0,0,0,1,0
2259,2016,07,19,µÎ»ê,1,1,0,1,1,0,1,9.0,36,5,0,1,0,1,1,6,4,0,0,0,0,0,1,0
2260,2016,07,19,SK,1,1,0,1,1,0,0,9.0,35,9,1,1,1,4,4,9,1,0,0,0,0,0,0,0
2261,2016,07,19,LG,1,1,0,0,0,0,0,9.0,43,10,3,0,2,6,6,8,6,0,1,1,0,0,1,0
2262,2016,07,19,ÇÑÈ­,1,1,0,0,0,0,0,9.0,45,11,3,0,0,7,7,6,6,0,1,0,0,0,0,0
2263,2016,07,19,»ï¼º,1,0,1,0,0,0,1,8.0,31,6,0,0,1,3,3,4,3,0,0,0,0,0,1,1
2264,2016,07,19,NC,1,0,1,0,0,0,0,9.0,41,10,2,0,1,5,5,12,5,0,1,1,0,0,0,1
2265,2016,07,19,·Ôµ¥,1,0,1,0,0,0,0,9.0,41,11,4,0,1,6,6,8,3,0,1,0,0,0,2,0
2266,2016,07,19,Hero,1,0,1,0,0,0,0,9.0,50,15,2,0,2,12,12,8,7,0,1,2,0,1,1,0
2267,2016,07,19,KT,1,0,1,0,0,0,0,8.0,49,13,6,1,0,17,17,6,10,0,2,1,0,0,1,0
2268,2016,07,20,KT,1,1,0,0,0,0,1,9.0,37,6,1,0,0,1,1,7,3,0,1,0,0,0,0,0
2269,2016,07,20,NC,1,1,0,1,2,0,0,9.0,36,6,1,0,0,2,2,12,3,0,2,0,0,0,1,0
2270,2016,07,20,»ï¼º,1,1,0,1,0,0,1,9.0,36,8,1,0,1,4,3,10,0,0,0,0,0,0,0,0
2271,2016,07,20,Hero,1,1,0,0,1,1,1,9.0,38,10,1,0,2,3,3,8,3,0,0,0,0,0,1,0
2272,2016,07,20,·Ôµ¥,1,1,0,0,0,0,0,9.0,42,10,3,0,2,6,6,5,6,0,1,0,0,0,1,0
2273,2016,07,20,ÇÑÈ­,1,0,1,0,0,0,1,9.0,43,9,3,0,0,4,4,9,7,0,0,1,0,0,1,1
2274,2016,07,20,SK,1,0,1,0,0,0,1,8.0,34,9,2,0,1,4,4,4,1,0,0,0,0,0,2,0
2275,2016,07,20,µÎ»ê,1,0,1,0,0,0,0,9.0,35,4,0,0,2,5,5,2,5,0,1,0,0,0,1,0
2276,2016,07,20,LG,1,0,1,0,0,0,1,8.0,38,9,4,0,1,7,6,1,4,0,1,0,0,0,0,0
2277,2016,07,20,KIA,1,0,1,0,0,1,1,8.0,38,10,5,1,0,9,8,5,5,0,0,0,0,0,3,0
2278,2016,07,21,·Ôµ¥,1,1,0,0,0,0,1,9.0,35,7,1,0,1,1,1,11,1,0,0,0,0,0,0,0
2279,2016,07,21,ÇÑÈ­,1,1,0,0,0,0,0,9.0,31,3,0,0,1,1,1,9,0,0,1,0,0,0,1,0
2280,2016,07,21,»ï¼º,1,1,0,1,2,0,0,9.0,40,11,1,0,0,3,3,5,2,0,0,1,0,0,0,0
2281,2016,07,21,NC,1,1,0,1,1,0,0,9.0,39,9,3,0,2,4,4,8,4,0,1,0,0,0,0,0
2282,2016,07,21,Hero,1,1,0,1,0,0,0,9.0,40,9,0,0,0,4,4,4,4,0,0,0,0,0,2,0
2283,2016,07,21,KT,1,0,1,0,0,0,0,8.0,39,12,1,0,1,8,3,5,4,0,0,2,0,0,0,0
2284,2016,07,21,µÎ»ê,1,0,1,0,0,0,0,9.0,39,9,0,1,0,6,5,3,3,0,0,0,0,0,0,0
2285,2016,07,21,LG,1,0,1,0,0,0,0,8.0,36,10,2,0,0,7,7,5,2,2,1,1,0,0,3,1
2286,2016,07,21,SK,1,0,1,0,0,0,0,8.0,38,10,3,0,1,7,7,6,7,0,0,0,0,0,1,1
2287,2016,07,21,KIA,1,0,1,0,0,0,0,8.0,42,11,4,0,0,10,8,9,6,0,1,0,0,0,2,1
2288,2016,07,22,·Ôµ¥,1,1,0,0,0,0,1,9.0,35,5,2,0,1,2,1,5,4,0,0,1,0,1,1,0
2289,2016,07,22,KT,1,1,0,0,1,1,0,9.0,42,12,1,0,2,6,3,8,1,0,0,0,0,0,1,0
2290,2016,07,22,µÎ»ê,1,1,0,0,0,0,1,9.0,39,9,2,0,1,3,3,4,2,0,1,0,0,0,0,0
2291,2016,07,22,KIA,1,1,0,0,0,0,1,9.0,37,8,1,0,2,4,4,7,3,0,0,0,0,0,0,0
2292,2016,07,22,SK,1,1,0,0,0,0,0,11.0,50,14,3,1,2,6,6,4,5,0,0,0,0,1,3,1
2293,2016,07,22,Hero,1,0,1,0,0,1,0,10.2,48,16,1,0,2,7,6,7,3,1,0,2,0,0,2,1
2294,2016,07,22,»ï¼º,1,0,1,0,0,1,0,8.1,38,11,2,0,1,7,7,6,3,0,1,0,0,0,0,1
2295,2016,07,22,ÇÑÈ­,1,0,1,0,0,0,0,8.0,43,10,1,0,1,10,8,7,9,0,0,0,0,0,3,1
2296,2016,07,22,NC,1,0,1,0,0,0,0,8.0,40,12,3,0,2,9,9,8,6,0,1,0,0,0,1,1
2297,2016,07,22,LG,1,0,1,0,0,0,0,9.0,52,16,3,0,1,14,11,4,8,0,2,0,0,0,0,1
2298,2016,07,23,NC,1,1,0,0,0,0,1,9.0,31,3,0,0,0,0,0,6,2,0,0,0,0,0,0,0
2299,2016,07,23,»ï¼º,1,1,0,0,0,0,1,9.0,33,4,0,0,1,2,2,10,4,0,0,0,0,0,0,0
2300,2016,07,23,Hero,1,1,0,0,0,0,1,9.0,38,11,1,0,1,2,2,7,1,0,1,0,0,0,0,0
2301,2016,07,23,·Ôµ¥,1,1,0,0,3,1,0,10.0,45,15,3,0,1,6,6,3,3,0,0,0,1,1,0,0
2302,2016,07,23,LG,1,1,0,1,0,0,0,9.0,38,8,1,0,2,7,7,5,6,0,1,0,0,1,1,0
2303,2016,07,23,KIA,1,0,1,0,0,0,0,9.0,45,11,2,0,0,5,5,5,6,1,3,0,0,0,1,0
2304,2016,07,23,ÇÑÈ­,1,0,1,0,0,0,0,9.2,48,13,2,0,1,7,7,7,3,0,3,0,0,0,4,0
2305,2016,07,23,SK,1,0,1,0,0,0,0,9.0,49,12,4,1,1,10,9,3,10,1,0,0,0,0,1,0
2306,2016,07,23,µÎ»ê,1,0,1,0,1,1,0,8.0,37,8,2,0,0,9,9,4,6,0,2,2,0,0,0,1
2307,2016,07,23,KT,1,0,1,0,0,0,0,9.0,47,18,3,1,2,12,12,5,5,0,0,1,0,0,4,0
2308,2016,07,24,ÇÑÈ­,1,1,0,0,0,0,1,9.0,30,5,1,0,0,1,1,8,0,0,1,1,0,0,0,0
2309,2016,07,24,KT,1,1,0,1,1,0,0,9.0,37,6,0,0,0,1,1,10,4,0,0,0,0,0,0,0
2310,2016,07,24,NC,1,1,0,1,0,0,0,9.0,41,10,2,0,0,2,2,16,2,0,0,2,0,0,0,0
2311,2016,07,24,µÎ»ê,1,1,0,1,1,0,1,9.0,35,7,0,0,1,2,2,8,2,0,0,0,0,1,1,1
2312,2016,07,24,SK,1,1,0,1,0,0,1,9.0,33,5,1,0,1,3,2,4,3,0,0,0,0,0,2,1
2313,2016,07,24,»ï¼º,1,0,1,0,0,0,1,8.0,32,7,1,0,0,2,0,3,1,0,0,0,0,0,0,0
2314,2016,07,24,LG,1,0,1,0,0,0,1,9.0,41,11,1,0,1,3,3,2,3,0,0,0,0,0,1,0
2315,2016,07,24,Hero,1,0,1,0,0,0,0,8.0,32,10,0,0,4,4,4,3,1,0,0,1,0,1,0,0
2316,2016,07,24,KIA,1,0,1,0,0,0,0,9.0,44,10,2,1,4,8,8,5,8,0,0,1,0,0,0,0
2317,2016,07,24,·Ôµ¥,1,0,1,0,0,0,0,9.0,44,14,1,0,1,8,8,3,6,0,0,1,0,1,0,0
2318,2016,07,26,KIA,1,1,0,0,0,0,1,9.0,35,8,0,0,0,0,0,4,2,0,0,1,0,0,0,1
2319,2016,07,26,µÎ»ê,1,1,0,0,0,0,1,9.0,35,5,1,0,0,1,1,4,6,0,0,2,0,0,0,0
2320,2016,07,26,NC,1,1,0,1,0,0,0,9.0,41,12,2,0,1,4,4,10,4,0,0,1,0,0,0,3
2321,2016,07,26,SK,1,1,0,0,0,0,1,9.0,39,12,1,0,1,4,4,8,2,0,0,1,0,1,0,0
2322,2016,07,26,·Ôµ¥,1,1,0,1,3,0,0,9.0,48,15,3,1,1,10,9,6,7,0,0,2,0,0,2,0
2323,2016,07,26,»ï¼º,1,0,1,0,1,1,1,9.0,41,8,2,0,2,5,4,5,4,0,1,0,0,0,0,0
2324,2016,07,26,Hero,1,0,1,0,0,0,0,9.0,36,8,2,0,4,7,7,4,2,0,0,0,0,0,1,0
2325,2016,07,26,ÇÑÈ­,1,0,1,0,0,0,0,9.0,43,12,5,0,2,9,9,7,3,0,1,0,0,0,0,0
2326,2016,07,26,LG,1,0,1,0,0,0,0,9.0,51,17,4,0,3,12,12,6,6,1,1,0,0,0,1,1
2327,2016,07,26,KT,1,0,1,0,0,0,0,8.0,42,16,4,0,2,13,13,4,4,0,0,0,0,0,0,0
2328,2016,07,27,ÇÑÈ­,1,1,0,0,0,0,0,9.0,32,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0
2329,2016,07,27,LG,1,1,0,0,0,0,1,9.0,32,3,0,1,0,1,1,11,3,0,0,0,0,0,0,0
2330,2016,07,27,KIA,1,1,0,0,0,0,1,9.0,36,8,0,0,1,3,2,3,2,0,0,2,0,0,0,0
2331,2016,07,27,Hero,1,1,0,0,0,0,0,9.0,39,9,1,0,1,4,4,3,2,0,1,0,0,0,0,0
2332,2016,07,27,»ï¼º,1,1,0,0,1,0,0,9.0,38,10,0,0,3,6,6,8,2,0,0,0,0,0,0,0
2333,2016,07,27,·Ôµ¥,1,0,1,0,0,0,1,8.0,36,8,0,0,1,7,3,10,4,0,0,2,0,0,0,2
2334,2016,07,27,SK,1,0,1,0,0,0,0,8.0,40,9,2,0,2,8,5,9,6,0,0,2,1,0,0,2
2335,2016,07,27,KT,1,0,1,0,0,0,0,8.0,40,12,4,0,0,8,8,3,5,0,0,1,0,0,0,0
2336,2016,07,27,µÎ»ê,1,0,1,0,0,0,0,8.0,44,17,0,0,2,9,9,4,3,0,1,0,0,0,2,0
2337,2016,07,27,NC,1,0,1,0,0,0,0,8.0,40,10,1,0,3,10,9,4,5,0,1,1,0,0,0,1
2338,2016,07,28,Hero,1,1,0,0,0,0,1,9.0,36,6,2,0,0,1,0,10,5,0,0,0,0,0,0,0
2339,2016,07,28,LG,1,1,0,1,1,0,1,9.0,39,6,1,0,1,2,2,13,3,0,2,1,0,0,1,0
2340,2016,07,28,KIA,1,1,0,0,0,0,0,9.0,34,9,1,0,1,3,3,3,2,0,0,0,0,0,1,0
2341,2016,07,28,NC,1,1,0,1,0,0,0,9.0,39,9,1,0,0,5,5,8,5,0,0,1,0,0,1,2
2342,2016,07,28,ÇÑÈ­,1,1,0,0,0,0,1,9.0,42,13,2,0,2,8,8,9,1,0,1,0,0,0,0,0
2343,2016,07,28,·Ôµ¥,1,0,1,0,0,0,0,8.0,40,12,3,1,0,5,4,5,5,0,0,1,0,0,2,2
2344,2016,07,28,»ï¼º,1,0,1,0,1,1,0,9.0,45,11,2,0,1,9,8,7,8,0,1,1,0,0,5,0
2345,2016,07,28,µÎ»ê,1,0,1,0,0,0,0,8.0,44,13,2,0,1,12,9,3,5,0,1,1,0,0,0,0
2346,2016,07,28,KT,1,0,1,0,0,0,0,8.0,39,12,2,1,0,9,9,2,3,0,1,0,0,0,0,0
2347,2016,07,28,SK,1,0,1,0,0,0,0,8.0,43,11,2,0,3,12,12,9,7,0,1,1,0,0,2,1
2348,2016,07,29,LG,1,1,0,1,1,0,0,9.0,38,5,1,0,0,1,1,7,5,0,3,2,0,0,1,1
2349,2016,07,29,»ï¼º,1,1,0,0,0,0,0,12.0,49,11,0,0,1,5,3,7,4,0,2,0,0,1,2,1
2350,2016,07,29,ÇÑÈ­,1,1,0,0,0,0,0,11.0,52,15,1,0,0,8,7,9,5,0,0,1,0,0,1,1
2351,2016,07,29,KIA,1,1,0,1,1,0,0,9.0,47,14,2,0,2,8,8,6,6,0,1,0,0,0,0,0
2352,2016,07,29,KT,1,1,0,0,0,1,0,9.0,43,13,1,0,1,11,11,5,4,0,1,1,0,0,4,0
2353,2016,07,29,NC,1,0,1,0,0,1,1,9.0,35,8,1,0,0,2,2,7,2,0,0,1,0,0,0,1
2354,2016,07,29,Hero,1,0,1,0,1,1,1,11.1,52,16,3,0,0,6,6,6,6,0,0,0,0,0,0,0
2355,2016,07,29,µÎ»ê,1,0,1,0,0,1,0,11.0,50,11,3,1,2,9,9,5,7,0,1,0,0,0,0,1
2356,2016,07,29,·Ôµ¥,1,0,1,0,0,1,0,8.2,50,16,1,0,1,12,12,6,8,0,1,0,0,0,2,1
2357,2016,07,29,SK,1,0,1,0,0,0,0,9.0,52,19,5,0,3,14,13,7,5,0,1,1,0,0,0,0
2358,2016,07,30,KIA,1,1,0,0,0,0,1,9.0,34,6,1,0,0,1,1,8,2,0,0,0,0,0,0,1
2359,2016,07,30,KT,1,1,0,1,3,0,0,9.0,43,11,0,0,1,3,3,7,7,0,1,1,0,0,0,2
2360,2016,07,30,LG,1,1,0,0,1,0,1,9.0,40,13,2,0,1,5,5,4,1,0,0,1,1,0,1,0
2361,2016,07,30,ÇÑÈ­,1,1,0,1,1,0,0,9.0,43,14,4,1,2,9,8,7,1,0,0,3,0,0,1,0
2362,2016,07,30,SK,1,0,1,0,0,0,1,9.0,36,5,0,0,1,2,2,9,4,0,1,0,0,0,1,1
2363,2016,07,30,·Ôµ¥,1,0,1,0,0,0,1,8.0,34,5,0,0,2,4,2,6,5,0,0,2,0,0,2,0
2364,2016,07,30,NC,1,0,1,0,0,0,0,9.0,46,14,3,0,1,13,8,7,6,0,0,1,0,0,1,0
2365,2016,07,30,µÎ»ê,1,0,1,0,0,0,0,9.0,45,13,4,2,0,10,10,8,6,0,1,4,0,0,0,0
2366,2016,07,31,KT,1,1,0,1,0,0,1,9.0,32,4,1,0,0,2,2,6,4,0,0,0,0,0,0,1
2367,2016,07,31,µÎ»ê,1,1,0,0,0,0,1,9.0,34,8,3,1,0,4,4,3,1,0,0,0,0,0,0,0
2368,2016,07,31,KIA,1,1,0,0,0,0,0,9.0,36,8,2,0,2,5,5,6,0,0,1,0,0,0,2,0
2369,2016,07,31,NC,1,1,0,0,0,0,0,9.0,41,10,2,0,0,8,8,5,3,0,1,0,0,0,0,0
2370,2016,07,31,·Ôµ¥,1,0,1,0,0,0,1,8.0,32,8,1,0,1,3,2,5,2,0,0,0,0,0,0,2
2371,2016,07,31,SK,1,0,1,0,0,0,0,9.0,43,11,3,0,0,6,6,6,7,0,0,1,0,0,2,1
2372,2016,07,31,LG,1,0,1,0,1,1,1,8.2,43,8,1,0,2,10,7,9,7,1,3,2,0,0,0,0
2373,2016,07,31,ÇÑÈ­,1,0,1,0,0,0,0,8.0,45,15,4,0,0,10,10,4,6,0,1,1,0,0,1,1
2374,2016,08,02,µÎ»ê,1,1,0,0,0,0,1,9.0,33,7,1,0,1,1,1,6,0,0,0,0,0,0,0,0
2375,2016,08,02,KIA,1,1,0,0,0,0,0,9.0,45,16,1,0,0,9,8,4,2,0,0,1,0,0,2,1
2376,2016,08,02,LG,1,0,1,0,0,0,0,8.0,41,13,2,1,0,12,4,5,3,0,1,0,0,0,0,0
2377,2016,08,02,ÇÑÈ­,1,0,1,0,2,0,0,8.2,45,13,2,0,1,10,10,11,6,2,0,1,0,0,2,0
2378,2016,08,03,ÇÑÈ­,1,1,0,0,1,0,0,9.0,33,6,0,0,0,1,0,7,1,0,1,0,0,0,0,0
2379,2016,08,03,SK,1,1,0,0,0,0,1,9.0,35,7,2,0,1,4,4,3,1,0,0,0,0,0,2,1
2380,2016,08,03,LG,1,1,0,1,2,0,0,9.0,43,8,1,0,2,5,5,11,8,0,1,2,0,0,4,1
2381,2016,08,03,·Ôµ¥,1,1,0,0,0,1,1,9.0,44,14,3,0,1,5,5,6,4,1,1,0,0,0,1,0
2382,2016,08,03,Hero,1,0,1,0,0,0,0,8.2,42,9,1,0,1,6,5,4,7,0,0,0,0,0,0,0
2383,2016,08,03,µÎ»ê,1,0,1,0,0,0,0,9.0,44,11,0,1,1,7,7,8,7,0,0,0,0,0,1,1
2384,2016,08,03,KIA,1,0,1,0,0,0,0,9.0,50,13,1,0,0,8,7,5,8,0,3,0,0,0,0,0
2385,2016,08,03,»ï¼º,1,0,1,0,0,0,0,8.0,40,13,4,0,1,8,7,6,1,0,1,0,0,0,0,0
2386,2016,08,04,NC,1,1,0,0,0,0,0,9.0,37,4,0,0,0,2,2,11,6,0,0,0,0,0,0,0
2387,2016,08,04,LG,1,1,0,0,0,0,0,12.0,53,14,5,0,0,5,5,8,5,2,2,1,0,0,0,2
2388,2016,08,04,»ï¼º,1,1,0,1,2,0,0,9.0,39,9,1,0,1,5,4,12,4,0,1,1,0,3,3,0
2389,2016,08,04,Hero,1,1,0,1,1,0,1,9.0,36,8,3,0,2,4,4,8,2,0,0,0,0,0,1,0
2390,2016,08,04,KIA,1,1,0,1,0,0,0,9.0,40,14,4,1,0,5,5,7,0,0,0,1,0,0,0,1
2391,2016,08,04,SK,1,0,1,0,0,0,0,9.0,39,10,0,0,1,6,4,10,2,0,1,1,0,0,0,1
2392,2016,08,04,µÎ»ê,1,0,1,0,0,0,0,12.0,51,18,3,0,2,6,6,5,0,0,0,2,0,0,1,2
2393,2016,08,04,·Ôµ¥,1,0,1,0,1,1,1,9.0,42,10,3,0,2,5,5,14,6,1,0,0,0,0,1,1
2394,2016,08,04,KT,1,0,1,0,0,0,0,8.0,39,12,2,1,2,9,7,7,3,0,0,1,0,0,0,0
2395,2016,08,04,ÇÑÈ­,1,0,1,0,0,1,0,8.0,36,8,1,0,1,7,7,6,4,0,1,1,0,0,3,1
2396,2016,08,05,LG,1,1,0,0,0,0,1,9.0,31,4,2,0,0,1,1,5,0,0,1,0,0,0,0,0
2397,2016,08,05,·Ôµ¥,1,1,0,0,1,0,1,9.0,32,7,1,0,0,2,2,4,1,0,0,0,0,0,1,0
2398,2016,08,05,SK,1,1,0,1,0,0,0,9.0,39,10,0,0,1,5,4,1,4,0,0,1,0,0,1,0
2399,2016,08,05,»ï¼º,1,1,0,1,0,0,1,9.0,36,9,1,0,2,5,4,5,2,0,0,1,1,1,1,0
2400,2016,08,05,ÇÑÈ­,1,1,0,0,0,0,1,9.0,40,9,0,0,0,4,4,6,3,0,2,0,0,0,0,0
2401,2016,08,05,µÎ»ê,1,0,1,0,0,0,1,8.0,36,6,2,0,1,5,5,7,7,0,0,0,0,0,3,0
2402,2016,08,05,Hero,1,0,1,0,0,0,0,9.0,40,13,1,0,4,7,6,8,0,0,0,0,0,0,0,0
2403,2016,08,05,KIA,1,0,1,0,0,0,0,8.0,41,13,2,0,2,8,7,3,3,0,1,0,0,1,0,0
2404,2016,08,05,KT,1,0,1,0,0,0,0,8.0,46,14,3,1,1,12,10,13,6,0,0,0,0,0,2,0
2405,2016,08,05,NC,1,0,1,0,0,0,0,8.0,47,19,5,1,1,14,13,5,4,0,1,0,0,0,1,0
2406,2016,08,06,·Ôµ¥,1,1,0,0,0,0,1,9.0,34,4,1,1,0,1,1,2,5,0,0,0,0,0,1,1
2407,2016,08,06,LG,1,1,0,1,1,0,1,9.0,35,9,1,0,0,1,1,7,1,0,0,0,0,0,0,1
2408,2016,08,06,NC,1,1,0,0,0,0,0,9.0,36,7,3,0,0,3,3,6,1,0,1,0,0,0,0,0
2409,2016,08,06,SK,1,1,0,1,2,0,0,9.0,38,12,1,1,2,6,6,5,2,0,0,0,1,0,0,0
2410,2016,08,06,KIA,1,1,0,0,0,0,0,9.0,42,11,4,0,0,6,6,10,5,0,0,2,0,0,0,0
2411,2016,08,06,KT,1,0,1,0,0,0,1,8.0,35,12,2,0,0,4,4,4,1,0,0,0,1,0,1,0
2412,2016,08,06,Hero,1,0,1,0,0,0,0,9.0,46,16,2,0,1,7,6,4,3,0,1,0,0,0,3,0
2413,2016,08,06,»ï¼º,1,0,1,0,0,0,0,9.0,46,16,3,0,4,13,11,4,5,0,1,0,0,0,0,1
2414,2016,08,06,ÇÑÈ­,1,0,1,0,0,0,0,9.0,45,16,3,0,2,11,11,4,3,0,0,0,0,0,1,1
2415,2016,08,06,µÎ»ê,1,0,1,0,0,0,0,8.0,42,13,3,0,2,11,10,8,5,1,0,0,0,0,2,1
2416,2016,08,07,Hero,1,1,0,1,2,0,0,9.0,41,13,3,0,0,1,1,12,2,0,0,0,0,0,2,1
2417,2016,08,07,ÇÑÈ­,1,1,0,0,1,0,0,9.0,41,10,0,0,1,3,3,6,3,0,2,1,0,0,1,0
2418,2016,08,07,LG,1,1,0,0,1,0,1,9.0,43,13,1,0,1,4,4,8,3,0,0,0,0,0,0,0
2419,2016,08,07,µÎ»ê,1,1,0,1,0,0,0,9.0,42,12,4,0,2,7,7,10,3,0,0,0,0,0,1,0
2420,2016,08,07,»ï¼º,1,1,0,0,1,0,0,9.0,41,11,3,0,1,7,7,6,2,0,1,0,0,0,1,0
2421,2016,08,07,SK,1,0,1,0,0,0,0,8.0,35,6,1,1,0,4,4,2,6,0,2,0,0,0,1,1
2422,2016,08,07,NC,1,0,1,0,0,0,0,8.0,43,12,2,0,1,8,5,9,2,0,1,1,0,0,1,0
2423,2016,08,07,KT,1,0,1,0,0,0,0,8.0,42,15,2,1,2,10,9,6,3,0,1,0,0,0,1,0
2424,2016,08,07,·Ôµ¥,1,0,1,0,0,0,0,9.0,48,17,4,0,3,12,11,8,3,0,2,1,0,0,1,0
2425,2016,08,07,KIA,1,0,1,0,0,0,0,8.0,44,16,6,1,0,11,11,7,4,0,0,1,0,0,2,0
2426,2016,08,09,NC,1,1,0,0,0,0,1,9.0,36,6,1,0,0,0,0,7,4,0,0,1,0,0,0,0
2427,2016,08,09,Hero,1,1,0,1,2,0,0,9.0,39,7,1,1,0,2,1,8,2,0,3,0,0,0,1,0
2428,2016,08,09,LG,1,1,0,0,2,0,1,9.0,36,7,1,0,1,4,3,11,0,0,3,1,0,0,0,0
2429,2016,08,09,µÎ»ê,1,1,0,0,0,0,1,9.0,37,8,2,1,0,4,4,7,1,0,2,0,0,0,0,0
2430,2016,08,09,ÇÑÈ­,1,1,0,1,0,0,0,9.0,38,9,1,0,1,6,6,6,3,0,0,0,0,0,0,0
2431,2016,08,09,KT,1,0,1,0,0,0,1,9.0,38,12,3,0,1,6,6,6,1,0,0,0,0,0,0,1
2432,2016,08,09,SK,1,0,1,0,0,0,0,9.0,44,13,1,0,3,9,9,7,3,1,2,0,0,0,0,1
2433,2016,08,09,»ï¼º,1,0,1,0,0,0,0,8.0,41,15,3,1,0,9,9,4,2,0,1,1,0,0,1,0
2434,2016,08,09,KIA,1,0,1,0,0,0,0,8.0,42,12,1,0,2,11,11,8,6,0,1,1,0,0,0,0
2435,2016,08,09,·Ôµ¥,1,0,1,0,0,0,0,8.0,44,12,3,0,3,13,13,6,8,0,0,0,0,0,0,0
2436,2016,08,10,Hero,1,1,0,0,2,0,1,9.0,32,4,0,0,0,1,1,8,3,0,0,0,0,0,0,1
2437,2016,08,10,LG,1,1,0,1,0,0,0,9.0,39,6,0,0,0,3,3,6,7,1,0,0,0,0,0,1
