,연도,선수이름,팀명,포지션,경기수,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율,타율,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이
160,2015,강경학,한화,유격수,97,72,639.6666666666666,12,0,129,212,48,0.966,0,0,0,0.0,0.257,376,311,50,80,7,4,2,101,27,17,3
164,2015,권용관,한화,유격수,84,65,568.0,12,0,107,162,47,0.9570000000000001,0,0,0,0.0,0.22,341,296,32,65,8,1,5,90,22,17,1
189,2015,한상훈,한화,유격수,11,3,42.0,0,0,4,16,3,1.0,0,0,0,0.0,0.23,75,61,7,14,4,0,0,18,8,5,0
203,2015,강한울,KIA,유격수,88,77,665.3333333333334,12,0,118,238,60,0.9670000000000001,0,0,0,0.0,0.205,292,264,30,54,8,3,0,68,12,12,0
206,2015,김민우,KIA,유격수,20,10,86.0,1,0,15,35,6,0.98,0,0,0,0.0,0.26,315,269,28,70,16,1,6,106,34,21,3
210,2015,박찬호,KIA,유격수,60,46,375.0,6,0,66,120,28,0.9690000000000001,0,0,0,0.0,0.182,150,137,13,25,5,1,0,32,6,4,0
235,2015,윤완주,KIA,유격수,19,2,56.66666666666666,0,0,10,14,3,1.0,0,0,0,0.0,0.171,38,35,4,6,1,0,1,10,2,1,1
238,2015,이인행,KIA,유격수,13,6,48.0,1,0,8,10,1,0.9470000000000001,0,0,0,0.0,0.2,33,30,0,6,0,0,0,6,0,1,0
246,2015,박기혁,KT,유격수,119,95,767.3333333333335,8,0,134,279,62,0.981,0,0,0,0.0,0.28,350,300,27,84,13,1,1,102,30,16,1
251,2015,심우준,KT,유격수,93,36,394.0,10,0,90,130,28,0.9570000000000001,0,0,0,0.0,0.16899999999999998,146,142,16,24,7,0,1,34,14,2,0
274,2015,김선민,KT,유격수,17,11,86.33333333333331,4,0,17,20,6,0.902,0,0,0,0.0,0.429,38,35,2,15,2,0,0,17,3,0,1
280,2015,오지환,LG,유격수,137,132,1155.6666666666667,15,0,223,449,96,0.978,0,0,0,0.0,0.278,566,497,76,138,41,4,11,220,56,3,3
317,2015,장준원,LG,유격수,17,8,66.0,3,0,14,24,9,0.927,0,0,0,0.0,0.20800000000000002,26,24,2,5,0,0,0,5,1,0,1
320,2015,김영관,LG,유격수,10,4,33.0,2,0,6,16,4,0.917,0,0,0,0.0,0.14300000000000002,21,21,2,3,0,0,1,6,2,0,0
327,2015,손시헌,NC,유격수,140,137,1102.0,13,0,187,347,75,0.976,0,0,0,0.0,0.245,508,440,56,108,24,2,13,175,58,13,5
