,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,R/G,µæÁ¡,È¨·±,µµ·ç,º¼³Ý%,»ïÁø%,BABIP,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA
1854,2016,5,24,Hero,2.0,2,0,2,13.3,20.0,0.21100000000000002,0.16,0.276,0.2,0.47600000000000003,0.239
1855,2016,5,24,KT,5.0,5,0,2,2.5,22.5,0.36700000000000005,0.282,0.3,0.33299999999999996,0.633,0.28800000000000003
1856,2016,5,24,ÇÑÈ­,1.0,1,0,0,11.1,22.2,0.20800000000000002,0.156,0.25,0.188,0.43799999999999994,0.218
1857,2016,5,24,»ï¼º,2.0,2,0,0,22.2,11.1,0.16699999999999998,0.14300000000000002,0.33299999999999996,0.14300000000000002,0.47600000000000003,0.263
1858,2016,5,25,µÎ»ê,13.0,13,1,2,19.5,7.3,0.414,0.406,0.512,0.625,1.137,0.494
1859,2016,5,25,Hero,9.0,9,1,0,10.9,10.9,0.424,0.395,0.467,0.5,0.9670000000000001,0.428
1860,2016,5,25,NC,5.0,5,2,1,5.7,11.4,0.273,0.28600000000000003,0.39399999999999996,0.5,0.894,0.4
1861,2016,5,25,·Ôµ¥,2.0,2,0,0,13.9,16.7,0.348,0.276,0.4,0.379,0.779,0.366
1862,2016,5,25,»ï¼º,6.0,6,1,1,11.1,16.7,0.261,0.24100000000000002,0.34299999999999997,0.44799999999999995,0.7909999999999999,0.348
1863,2016,5,25,ÇÑÈ­,8.0,8,2,0,7.1,11.9,0.387,0.37799999999999995,0.415,0.622,1.037,0.44299999999999995
1864,2016,5,25,KT,10.0,10,2,0,10.9,19.6,0.44799999999999995,0.375,0.457,0.6,1.057,0.46299999999999997
1865,2016,5,25,KIA,3.0,3,1,0,12.8,23.1,0.348,0.273,0.368,0.455,0.823,0.37
1866,2016,5,25,LG,1.0,1,0,1,11.4,20.0,0.292,0.233,0.314,0.233,0.547,0.267
1867,2016,5,25,SK,0.0,0,0,1,12.9,45.2,0.083,0.038,0.16699999999999998,0.077,0.244,0.139
1868,2016,5,26,SK,9.0,9,4,0,9.8,21.6,0.483,0.419,0.48,0.7440000000000001,1.224,0.516
1869,2016,5,26,KIA,9.0,9,2,1,2.4,16.7,0.419,0.375,0.39,0.6,0.99,0.43
1870,2016,5,26,ÇÑÈ­,7.0,7,0,0,11.4,11.4,0.39399999999999996,0.342,0.43200000000000005,0.395,0.8270000000000001,0.387
1871,2016,5,26,µÎ»ê,6.0,6,2,2,19.5,17.1,0.33299999999999996,0.313,0.439,0.594,1.033,0.442
1872,2016,5,26,·Ôµ¥,7.0,7,1,2,11.9,19.0,0.37,0.306,0.39,0.41700000000000004,0.807,0.369
1873,2016,5,26,KT,3.0,3,0,0,7.5,20.0,0.39299999999999996,0.306,0.375,0.389,0.764,0.353
1874,2016,5,26,NC,6.0,6,0,1,10.9,8.7,0.303,0.27,0.386,0.324,0.71,0.342
1875,2016,5,26,LG,4.0,4,2,2,8.1,8.1,0.207,0.235,0.297,0.441,0.738,0.32299999999999995
1876,2016,5,26,Hero,6.0,6,0,1,15.8,21.0,0.304,0.226,0.35100000000000003,0.355,0.706,0.331
1877,2016,5,26,»ï¼º,2.0,2,0,0,10.5,18.4,0.259,0.212,0.289,0.303,0.5920000000000001,0.275
1878,2016,5,27,NC,13.0,13,0,2,15.1,3.8,0.462,0.439,0.54,0.537,1.077,0.485
1879,2016,5,27,ÇÑÈ­,11.0,11,0,2,10.6,19.2,0.5329999999999999,0.41,0.5,0.513,1.013,0.457
1880,2016,5,27,KT,8.0,8,1,1,10.3,10.3,0.33299999999999996,0.314,0.385,0.429,0.8140000000000001,0.369
1881,2016,5,27,SK,8.0,8,2,1,10.3,5.1,0.276,0.313,0.41,0.5,0.91,0.40299999999999997
1882,2016,5,27,µÎ»ê,5.0,5,0,1,8.8,5.9,0.31,0.29,0.353,0.355,0.708,0.32799999999999996
1883,2016,5,27,·Ôµ¥,7.0,7,1,0,10.3,12.8,0.345,0.33299999999999996,0.385,0.515,0.9,0.389
1884,2016,5,27,LG,1.0,1,0,0,2.7,16.2,0.33299999999999996,0.278,0.297,0.33299999999999996,0.63,0.287
1885,2016,5,27,KIA,7.0,7,2,0,7.3,22.0,0.308,0.27,0.341,0.595,0.9359999999999999,0.402
1886,2016,5,27,»ï¼º,2.0,2,0,1,8.8,26.5,0.368,0.25,0.382,0.28600000000000003,0.6679999999999999,0.332
1887,2016,5,27,Hero,0.0,0,0,0,0.0,16.7,0.16,0.133,0.133,0.133,0.266,0.12300000000000001
1888,2016,5,28,NC,13.0,13,4,1,21.8,9.1,0.387,0.41,0.556,0.795,1.351,0.5579999999999999
1889,2016,5,28,»ï¼º,15.0,15,4,0,6.5,8.7,0.371,0.405,0.435,0.833,1.268,0.524
1890,2016,5,28,ÇÑÈ­,9.0,9,1,0,5.1,15.4,0.379,0.33299999999999996,0.368,0.556,0.924,0.39299999999999996
1891,2016,5,28,Hero,3.0,3,0,2,10.0,15.0,0.379,0.314,0.385,0.371,0.7559999999999999,0.354
1892,2016,5,28,µÎ»ê,3.0,3,0,0,3.1,15.6,0.34600000000000003,0.29,0.313,0.387,0.7,0.314
1893,2016,5,28,KIA,5.0,5,0,2,2.5,20.0,0.387,0.316,0.325,0.342,0.667,0.303
1894,2016,5,28,·Ôµ¥,6.0,6,2,0,25.6,4.6,0.25,0.29,0.465,0.516,0.981,0.434
1895,2016,5,28,SK,1.0,1,0,0,2.9,5.9,0.267,0.25,0.294,0.25,0.544,0.26
1896,2016,5,28,LG,2.0,2,1,2,5.7,22.9,0.25,0.212,0.257,0.39399999999999996,0.6509999999999999,0.287
1897,2016,5,28,KT,1.0,1,0,0,2.9,5.7,0.226,0.212,0.235,0.273,0.508,0.231
1898,2016,5,29,LG,16.0,16,0,1,8.0,12.0,0.513,0.465,0.5,0.6509999999999999,1.151,0.49700000000000005
1899,2016,5,29,»ï¼º,9.0,9,1,2,2.2,15.2,0.429,0.37200000000000005,0.386,0.535,0.9209999999999999,0.406
1900,2016,5,29,NC,9.0,9,1,0,13.3,13.3,0.419,0.368,0.455,0.526,0.981,0.43799999999999994
1901,2016,5,29,ÇÑÈ­,9.0,9,2,1,8.3,16.7,0.33299999999999996,0.313,0.389,0.563,0.9520000000000001,0.414
1902,2016,5,29,Hero,5.0,5,2,2,5.6,11.1,0.222,0.242,0.28600000000000003,0.455,0.741,0.321
1903,2016,5,29,KIA,8.0,8,2,2,4.6,18.2,0.321,0.297,0.386,0.514,0.9,0.396
1904,2016,5,29,SK,6.0,6,3,0,5.0,20.0,0.29600000000000004,0.289,0.325,0.5529999999999999,0.878,0.375
1905,2016,5,29,KT,2.0,2,1,0,14.6,7.3,0.276,0.273,0.385,0.39399999999999996,0.779,0.359
1906,2016,5,29,µÎ»ê,8.0,8,1,1,11.9,16.7,0.29600000000000004,0.257,0.381,0.371,0.752,0.353
1907,2016,5,29,·Ôµ¥,2.0,2,1,0,0.0,24.2,0.261,0.21899999999999997,0.242,0.375,0.617,0.271
1908,2016,5,31,ÇÑÈ­,8.0,8,1,0,7.5,12.5,0.433,0.4,0.45,0.5710000000000001,1.021,0.447
1909,2016,5,31,·Ôµ¥,9.0,9,1,0,9.8,14.6,0.37,0.33299999999999996,0.41,0.485,0.895,0.39799999999999996
1910,2016,5,31,µÎ»ê,6.0,6,1,0,10.0,40.0,0.368,0.222,0.3,0.389,0.6890000000000001,0.308
1911,2016,5,31,»ï¼º,4.0,4,2,0,21.4,4.8,0.16,0.207,0.395,0.44799999999999995,0.843,0.38
1912,2016,5,31,SK,4.0,4,1,1,5.4,24.3,0.391,0.313,0.34299999999999997,0.406,0.7490000000000001,0.33399999999999996
1913,2016,5,31,KT,5.0,5,2,1,14.6,12.2,0.28600000000000003,0.28600000000000003,0.39,0.457,0.847,0.381
1914,2016,5,31,Hero,1.0,1,0,0,10.3,20.5,0.33299999999999996,0.257,0.33299999999999996,0.371,0.7040000000000001,0.322
1915,2016,5,31,NC,5.0,5,1,0,16.7,23.8,0.304,0.235,0.381,0.441,0.8220000000000001,0.374
1916,2016,5,31,LG,6.0,6,0,4,7.6,20.8,0.278,0.213,0.302,0.27699999999999997,0.579,0.27
1917,2016,5,31,KIA,6.0,6,0,3,16.7,14.8,0.25,0.205,0.34,0.25,0.59,0.284
1918,2016,6,1,SK,7.0,7,1,2,2.3,18.6,0.452,0.385,0.405,0.513,0.9179999999999999,0.397
1919,2016,6,1,Hero,6.0,6,1,0,12.8,12.8,0.37,0.344,0.42100000000000004,0.594,1.015,0.439
1920,2016,6,1,·Ôµ¥,2.0,2,0,2,17.1,22.9,0.381,0.28600000000000003,0.4,0.28600000000000003,0.6859999999999999,0.33399999999999996
1921,2016,6,1,KIA,5.0,5,0,2,7.9,7.9,0.3,0.273,0.368,0.303,0.6709999999999999,0.325
1922,2016,6,1,NC,5.0,5,0,0,10.8,10.8,0.207,0.182,0.27,0.242,0.512,0.24600000000000002
1923,2016,6,1,LG,1.0,1,0,1,7.7,20.5,0.37,0.28600000000000003,0.342,0.34299999999999997,0.685,0.317
1924,2016,6,1,ÇÑÈ­,2.0,2,0,0,0.0,22.9,0.37,0.28600000000000003,0.28600000000000003,0.371,0.657,0.292
1925,2016,6,1,»ï¼º,4.0,4,2,1,2.9,14.3,0.231,0.258,0.28600000000000003,0.516,0.802,0.332
1926,2016,6,1,µÎ»ê,1.0,1,1,0,13.9,19.4,0.261,0.226,0.33299999999999996,0.355,0.688,0.318
1927,2016,6,1,KT,0.0,0,0,0,11.8,17.6,0.182,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,0.205
1928,2016,6,2,»ï¼º,14.0,14,2,1,7.8,9.8,0.462,0.455,0.48,0.682,1.162,0.495
1929,2016,6,2,LG,9.0,9,0,3,12.8,15.4,0.40700000000000003,0.355,0.42100000000000004,0.419,0.84,0.38
1930,2016,6,2,ÇÑÈ­,4.0,4,1,1,10.8,8.1,0.31,0.303,0.37799999999999995,0.424,0.802,0.364
1931,2016,6,2,NC,4.0,4,1,1,5.9,14.7,0.26899999999999996,0.25,0.294,0.344,0.638,0.289
1932,2016,6,2,KT,2.0,2,0,0,5.3,18.4,0.28600000000000003,0.235,0.27,0.235,0.505,0.23800000000000002
1933,2016,6,2,Hero,6.0,6,4,0,11.4,18.2,0.29600000000000004,0.308,0.386,0.6409999999999999,1.0270000000000001,0.435
1934,2016,6,2,·Ôµ¥,1.0,1,0,2,10.0,27.5,0.32,0.222,0.3,0.306,0.606,0.282
1935,2016,6,2,KIA,1.0,1,0,0,8.8,23.5,0.273,0.207,0.273,0.276,0.5489999999999999,0.254
1936,2016,6,2,µÎ»ê,3.0,3,0,0,20.0,22.5,0.22699999999999998,0.16699999999999998,0.33299999999999996,0.2,0.5329999999999999,0.275
1937,2016,6,2,SK,1.0,1,1,0,6.2,21.9,0.136,0.133,0.188,0.233,0.42100000000000004,0.193
1938,2016,6,3,Hero,9.0,9,1,4,9.5,4.8,0.371,0.368,0.429,0.526,0.955,0.425
1939,2016,6,3,µÎ»ê,4.0,4,1,2,8.6,11.4,0.308,0.3,0.353,0.433,0.7859999999999999,0.348
1940,2016,6,3,KT,3.0,3,0,0,4.8,11.9,0.273,0.237,0.293,0.263,0.556,0.265
1941,2016,6,3,ÇÑÈ­,4.0,4,1,3,8.0,26.0,0.258,0.2,0.28,0.267,0.547,0.26
1942,2016,6,3,NC,5.0,5,1,1,11.1,30.6,0.16699999999999998,0.133,0.278,0.33299999999999996,0.611,0.284
1943,2016,6,3,LG,2.0,2,1,0,12.2,10.2,0.314,0.293,0.396,0.39,0.7859999999999999,0.365
1944,2016,6,3,·Ôµ¥,3.0,3,0,0,5.9,17.6,0.308,0.25,0.294,0.281,0.575,0.26899999999999996
1945,2016,6,3,»ï¼º,3.0,3,0,6,9.8,19.6,0.314,0.244,0.32,0.267,0.5870000000000001,0.282
1946,2016,6,3,KIA,1.0,1,1,1,8.6,20.0,0.16699999999999998,0.156,0.22899999999999998,0.281,0.51,0.233
1947,2016,6,3,SK,1.0,1,0,0,6.2,15.6,0.16699999999999998,0.138,0.21899999999999997,0.138,0.35700000000000004,0.184
1948,2016,6,4,LG,13.0,13,1,1,7.8,9.8,0.462,0.442,0.48,0.628,1.1079999999999999,0.48
1949,2016,6,4,ÇÑÈ­,8.0,8,1,0,4.9,22.0,0.40700000000000003,0.324,0.375,0.514,0.889,0.392
1950,2016,6,4,µÎ»ê,7.0,7,0,1,8.1,13.5,0.33299999999999996,0.29,0.361,0.387,0.748,0.341
1951,2016,6,4,»ï¼º,7.0,7,2,1,14.9,10.6,0.345,0.34299999999999997,0.455,0.6,1.055,0.45399999999999996
1952,2016,6,4,SK,6.0,6,3,0,2.8,22.2,0.25,0.265,0.278,0.618,0.8959999999999999,0.368
1953,2016,6,4,KT,4.0,4,0,0,5.1,7.7,0.281,0.257,0.33299999999999996,0.28600000000000003,0.619,0.298
1954,2016,6,5,NC,14.0,14,3,0,13.2,15.1,0.41200000000000003,0.386,0.47200000000000003,0.682,1.1540000000000001,0.49
1955,2016,6,5,KT,10.0,10,2,1,11.4,15.9,0.321,0.297,0.409,0.595,1.004,0.436
1956,2016,6,5,µÎ»ê,7.0,7,1,1,12.8,12.8,0.28600000000000003,0.273,0.359,0.424,0.7829999999999999,0.349
1957,2016,6,5,ÇÑÈ­,6.0,6,0,1,10.2,10.2,0.28600000000000003,0.25,0.36200000000000004,0.3,0.662,0.32
1958,2016,6,5,Hero,4.0,4,1,1,5.4,10.8,0.233,0.22899999999999998,0.27,0.371,0.6409999999999999,0.285
1959,2016,6,5,KIA,3.0,3,1,0,2.9,20.0,0.36,0.313,0.324,0.469,0.7929999999999999,0.34299999999999997
1960,2016,6,5,LG,2.0,2,0,0,4.8,16.7,0.375,0.308,0.35700000000000004,0.359,0.716,0.332
1961,2016,6,5,·Ôµ¥,7.0,7,1,0,7.3,26.8,0.385,0.297,0.341,0.43200000000000005,0.773,0.342
1962,2016,6,5,»ï¼º,5.0,5,0,0,9.5,14.3,0.29,0.25,0.317,0.361,0.6779999999999999,0.29600000000000004
1963,2016,6,5,SK,0.0,0,0,0,0.0,9.7,0.25,0.226,0.226,0.258,0.484,0.21899999999999997
1964,2016,6,7,µÎ»ê,9.0,9,1,0,6.5,13.0,0.33299999999999996,0.31,0.348,0.5,0.848,0.369
1965,2016,6,7,·Ôµ¥,9.0,9,2,0,21.6,15.7,0.33299999999999996,0.308,0.451,0.48700000000000004,0.938,0.414
1966,2016,6,7,»ï¼º,8.0,8,1,0,11.6,4.6,0.281,0.28600000000000003,0.405,0.486,0.8909999999999999,0.39399999999999996
1967,2016,6,7,ÇÑÈ­,5.0,5,2,0,16.7,16.7,0.273,0.276,0.389,0.483,0.872,0.38299999999999995
1968,2016,6,7,NC,5.0,5,3,0,14.3,11.4,0.174,0.24100000000000002,0.34299999999999997,0.586,0.929,0.386
1969,2016,6,7,LG,5.0,5,1,1,12.2,12.2,0.39299999999999996,0.353,0.45,0.5,0.95,0.429
1970,2016,6,7,SK,6.0,6,2,0,8.1,21.6,0.292,0.273,0.324,0.515,0.8390000000000001,0.359
1971,2016,6,7,KIA,3.0,3,1,0,11.4,22.9,0.273,0.226,0.314,0.452,0.7659999999999999,0.341
1972,2016,6,7,Hero,1.0,1,1,1,3.0,27.3,0.182,0.156,0.182,0.25,0.43200000000000005,0.193
1973,2016,6,7,KT,1.0,1,0,1,11.4,17.1,0.16699999999999998,0.133,0.257,0.2,0.457,0.23
1974,2016,6,8,LG,12.0,12,2,4,17.4,19.6,0.45799999999999996,0.382,0.522,0.588,1.11,0.489
1975,2016,6,8,KT,5.0,5,1,1,0.0,27.3,0.435,0.344,0.33299999999999996,0.43799999999999994,0.7709999999999999,0.33799999999999997
1976,2016,6,8,ÇÑÈ­,5.0,5,1,2,10.0,25.0,0.44,0.33299999999999996,0.4,0.444,0.8440000000000001,0.38299999999999995
1977,2016,6,8,NC,7.0,7,3,0,8.3,16.7,0.22699999999999998,0.267,0.34299999999999997,0.667,1.01,0.41600000000000004
1978,2016,6,8,·Ôµ¥,3.0,3,1,1,10.8,16.2,0.24,0.21899999999999997,0.306,0.375,0.6809999999999999,0.307
1979,2016,6,8,»ï¼º,6.0,6,1,0,6.5,15.2,0.469,0.4,0.478,0.525,1.003,0.455
1980,2016,6,8,Hero,3.0,3,0,0,9.3,25.6,0.40700000000000003,0.289,0.37200000000000005,0.342,0.7140000000000001,0.337
1981,2016,6,8,µÎ»ê,4.0,4,0,0,5.6,8.3,0.258,0.242,0.278,0.303,0.581,0.264
1982,2016,6,8,SK,2.0,2,0,0,13.9,27.8,0.28600000000000003,0.2,0.306,0.2,0.506,0.254
1983,2016,6,8,KIA,3.0,3,1,0,8.8,14.7,0.12,0.129,0.20600000000000002,0.226,0.43200000000000005,0.203
1984,2016,6,9,NC,16.0,16,1,0,14.9,17.0,0.452,0.375,0.46799999999999997,0.525,0.993,0.445
1985,2016,6,9,LG,10.0,10,3,2,7.7,23.1,0.435,0.371,0.436,0.7140000000000001,1.15,0.489
1986,2016,6,9,KIA,12.0,12,1,1,6.2,16.7,0.429,0.364,0.40399999999999997,0.455,0.8590000000000001,0.389
1987,2016,6,9,µÎ»ê,7.0,7,0,1,4.8,11.9,0.344,0.297,0.35,0.35100000000000003,0.701,0.326
1988,2016,6,9,SK,6.0,6,1,0,8.8,20.6,0.33299999999999996,0.276,0.364,0.517,0.8809999999999999,0.38799999999999996
1989,2016,6,9,Hero,4.0,4,0,0,7.9,29.0,0.478,0.33299999999999996,0.395,0.424,0.8190000000000001,0.371
1990,2016,6,9,»ï¼º,4.0,4,0,0,2.6,13.2,0.29,0.25,0.289,0.361,0.65,0.294
1991,2016,6,9,·Ôµ¥,5.0,5,1,4,18.4,15.8,0.261,0.24100000000000002,0.37799999999999995,0.379,0.757,0.348
1992,2016,6,9,KT,4.0,4,0,1,11.1,11.1,0.26899999999999996,0.24100000000000002,0.324,0.31,0.634,0.297
1993,2016,6,9,ÇÑÈ­,1.0,1,1,0,5.9,29.4,0.2,0.161,0.212,0.258,0.47,0.215
1994,2016,6,10,NC,6.0,6,2,1,11.4,18.2,0.40700000000000003,0.35100000000000003,0.455,0.541,0.996,0.43799999999999994
1995,2016,6,10,KT,6.0,6,0,7,3.8,20.8,0.425,0.34,0.358,0.38,0.738,0.335
1996,2016,6,10,KIA,4.0,4,2,0,3.1,15.6,0.25,0.258,0.281,0.484,0.765,0.32799999999999996
1997,2016,6,10,ÇÑÈ­,2.0,2,1,0,0.0,24.3,0.308,0.25,0.27,0.361,0.631,0.282
1998,2016,6,10,µÎ»ê,5.0,5,1,0,9.1,18.2,0.217,0.2,0.273,0.4,0.6729999999999999,0.29600000000000004
1999,2016,6,10,SK,2.0,2,1,3,16.7,23.8,0.41700000000000004,0.314,0.429,0.429,0.858,0.39399999999999996
2000,2016,6,10,·Ôµ¥,3.0,3,0,1,7.9,21.0,0.34600000000000003,0.265,0.324,0.324,0.648,0.301
2001,2016,6,10,LG,1.0,1,0,0,10.0,12.5,0.233,0.2,0.282,0.2,0.48200000000000004,0.239
2002,2016,6,10,Hero,4.0,4,0,2,12.2,20.4,0.25,0.19,0.306,0.19,0.496,0.255
2003,2016,6,10,»ï¼º,0.0,0,0,0,3.0,15.2,0.185,0.156,0.182,0.21899999999999997,0.401,0.182
2004,2016,6,11,LG,5.0,5,0,0,4.8,16.7,0.419,0.342,0.39,0.395,0.785,0.363
2005,2016,6,11,·Ôµ¥,10.0,10,0,0,18.8,14.6,0.379,0.324,0.457,0.41200000000000003,0.8690000000000001,0.39399999999999996
2006,2016,6,11,NC,7.0,7,3,0,6.8,22.7,0.321,0.293,0.341,0.537,0.878,0.379
2007,2016,6,11,Hero,3.0,3,0,0,11.1,8.3,0.28600000000000003,0.258,0.361,0.355,0.716,0.335
2008,2016,6,11,»ï¼º,5.0,5,0,0,5.4,16.2,0.29600000000000004,0.25,0.28600000000000003,0.313,0.599,0.271
2009,2016,6,11,SK,6.0,6,2,1,7.9,13.2,0.33299999999999996,0.324,0.37799999999999995,0.618,0.996,0.428
2010,2016,6,11,µÎ»ê,8.0,8,1,0,19.0,11.9,0.26899999999999996,0.25,0.429,0.43799999999999994,0.867,0.4
2011,2016,6,11,ÇÑÈ­,3.0,3,0,0,14.6,12.2,0.28600000000000003,0.242,0.359,0.242,0.601,0.27699999999999997
2012,2016,6,11,KT,2.0,2,0,1,7.9,26.3,0.33299999999999996,0.235,0.297,0.265,0.562,0.267
2013,2016,6,11,KIA,4.0,4,2,1,10.8,13.5,0.083,0.129,0.27,0.419,0.6890000000000001,0.306
2014,2016,6,12,»ï¼º,10.0,10,1,1,8.2,6.1,0.436,0.429,0.46799999999999997,0.5479999999999999,1.016,0.45
2015,2016,6,12,Hero,11.0,11,1,2,5.0,15.0,0.44799999999999995,0.4,0.436,0.629,1.065,0.46
2016,2016,6,12,NC,11.0,11,2,0,11.1,15.6,0.452,0.4,0.467,0.675,1.1420000000000001,0.49200000000000005
2017,2016,6,12,ÇÑÈ­,6.0,6,2,0,14.3,14.3,0.33299999999999996,0.324,0.429,0.5,0.929,0.40399999999999997
2018,2016,6,12,µÎ»ê,5.0,5,0,1,4.2,14.6,0.35100000000000003,0.295,0.326,0.318,0.644,0.289
2019,2016,6,12,SK,8.0,8,0,0,16.3,9.3,0.387,0.353,0.465,0.382,0.847,0.401
2020,2016,6,12,KIA,7.0,7,1,0,7.7,18.0,0.39299999999999996,0.34299999999999997,0.385,0.457,0.8420000000000001,0.374
2021,2016,6,12,LG,5.0,5,2,1,5.0,12.5,0.35700000000000004,0.34299999999999997,0.395,0.5710000000000001,0.966,0.42200000000000004
2022,2016,6,12,·Ôµ¥,4.0,4,1,0,0.0,26.2,0.267,0.214,0.214,0.31,0.524,0.23
2023,2016,6,12,KT,1.0,1,0,1,14.7,23.5,0.095,0.069,0.20600000000000002,0.069,0.275,0.161
2024,2016,6,14,NC,10.0,10,1,3,13.3,13.3,0.406,0.368,0.444,0.526,0.97,0.424
2025,2016,6,14,µÎ»ê,8.0,8,4,0,11.9,21.4,0.304,0.306,0.405,0.667,1.072,0.45299999999999996
2026,2016,6,14,Hero,9.0,9,1,0,10.8,27.0,0.409,0.303,0.37799999999999995,0.5760000000000001,0.9540000000000001,0.413
2027,2016,6,14,SK,4.0,4,2,2,2.7,18.9,0.26899999999999996,0.257,0.297,0.457,0.754,0.33
2028,2016,6,14,KT,5.0,5,1,1,22.2,11.1,0.217,0.214,0.389,0.39299999999999996,0.782,0.36200000000000004
2029,2016,6,14,LG,7.0,7,0,0,11.1,15.6,0.424,0.35,0.42200000000000004,0.45,0.872,0.39899999999999997
2030,2016,6,14,KIA,6.0,6,2,2,7.1,14.3,0.33299999999999996,0.324,0.366,0.568,0.934,0.4
2031,2016,6,14,·Ôµ¥,6.0,6,0,1,7.7,7.7,0.303,0.278,0.33299999999999996,0.361,0.6940000000000001,0.318
2032,2016,6,14,ÇÑÈ­,3.0,3,2,0,10.3,23.1,0.217,0.20600000000000002,0.308,0.382,0.69,0.312
2033,2016,6,14,»ï¼º,1.0,1,1,2,10.8,21.6,0.182,0.161,0.278,0.258,0.536,0.259
2034,2016,6,15,SK,13.0,13,2,0,11.1,17.8,0.44799999999999995,0.385,0.467,0.6920000000000001,1.159,0.498
2035,2016,6,15,µÎ»ê,7.0,7,0,0,4.8,19.0,0.406,0.33299999999999996,0.35700000000000004,0.385,0.742,0.326
2036,2016,6,15,·Ôµ¥,11.0,11,0,1,15.2,6.5,0.294,0.278,0.4,0.33299999999999996,0.733,0.35
2037,2016,6,15,KIA,4.0,4,4,0,2.6,15.4,0.26899999999999996,0.306,0.359,0.639,0.998,0.424
2038,2016,6,15,Hero,6.0,6,0,0,15.9,18.2,0.379,0.306,0.409,0.361,0.77,0.361
2039,2016,6,15,»ï¼º,3.0,3,1,0,6.1,21.2,0.304,0.258,0.303,0.387,0.69,0.309
2040,2016,6,16,SK,11.0,11,2,0,2.2,8.7,0.48700000000000004,0.467,0.478,0.6890000000000001,1.167,0.511
2041,2016,6,16,Hero,10.0,10,2,1,5.0,17.5,0.429,0.37799999999999995,0.41,0.622,1.032,0.44
2042,2016,6,16,µÎ»ê,13.0,13,3,2,12.0,4.0,0.324,0.375,0.46,0.725,1.185,0.49200000000000005
2043,2016,6,16,KT,7.0,7,0,1,13.5,10.8,0.33299999999999996,0.29,0.389,0.387,0.7759999999999999,0.359
2044,2016,6,16,NC,3.0,3,1,0,10.5,13.2,0.231,0.21899999999999997,0.324,0.344,0.6679999999999999,0.311
2045,2016,6,16,·Ôµ¥,7.0,7,0,1,7.3,14.6,0.43799999999999994,0.37799999999999995,0.415,0.45899999999999996,0.8740000000000001,0.392
2046,2016,6,16,ÇÑÈ­,4.0,4,1,0,0.0,10.5,0.344,0.324,0.342,0.45899999999999996,0.8009999999999999,0.359
2047,2016,6,16,KIA,4.0,4,1,0,7.3,34.2,0.455,0.297,0.35,0.43200000000000005,0.782,0.35
2048,2016,6,16,»ï¼º,3.0,3,1,1,2.9,11.4,0.214,0.212,0.235,0.364,0.599,0.261
2049,2016,6,16,LG,0.0,0,0,2,5.7,22.9,0.25,0.188,0.257,0.188,0.445,0.221
2050,2016,6,17,SK,12.0,12,1,3,6.2,20.8,0.545,0.43200000000000005,0.46799999999999997,0.659,1.127,0.493
2051,2016,6,17,NC,11.0,11,2,0,6.8,11.4,0.41200000000000003,0.4,0.43200000000000005,0.65,1.082,0.46399999999999997
2052,2016,6,17,ÇÑÈ­,8.0,8,3,1,10.8,18.9,0.381,0.36700000000000005,0.429,0.7,1.129,0.47
2053,2016,6,17,KIA,6.0,6,1,0,5.0,10.0,0.36700000000000005,0.353,0.395,0.47100000000000003,0.866,0.385
2054,2016,6,17,»ï¼º,5.0,5,3,2,10.8,10.8,0.20800000000000002,0.258,0.34299999999999997,0.613,0.956,0.402
2055,2016,6,17,µÎ»ê,2.0,2,2,0,10.5,10.5,0.179,0.20600000000000002,0.289,0.41200000000000003,0.701,0.309
2056,2016,6,17,LG,3.0,3,0,0,12.8,20.5,0.26899999999999996,0.20600000000000002,0.308,0.294,0.602,0.287
2057,2016,6,17,·Ôµ¥,1.0,1,0,0,2.9,22.9,0.26899999999999996,0.20600000000000002,0.22899999999999998,0.20600000000000002,0.435,0.205
2058,2016,6,17,Hero,5.0,5,2,1,18.0,23.1,0.19,0.188,0.33299999999999996,0.375,0.708,0.325
2059,2016,6,17,KT,1.0,1,0,0,5.9,17.6,0.192,0.161,0.20600000000000002,0.226,0.43200000000000005,0.198
2060,2016,6,18,NC,7.0,7,0,3,4.6,22.7,0.5,0.39,0.409,0.46299999999999997,0.872,0.391
2061,2016,6,18,LG,7.0,7,0,4,7.7,18.0,0.444,0.364,0.405,0.455,0.86,0.387
2062,2016,6,18,Hero,11.0,11,1,2,8.5,21.3,0.387,0.317,0.37,0.46299999999999997,0.833,0.368
2063,2016,6,18,µÎ»ê,6.0,6,1,1,14.0,11.6,0.33299999999999996,0.306,0.405,0.444,0.8490000000000001,0.385
2064,2016,6,18,SK,4.0,4,3,1,0.0,28.2,0.292,0.263,0.282,0.605,0.887,0.373
2065,2016,6,18,ÇÑÈ­,6.0,6,1,0,7.3,14.6,0.32299999999999995,0.297,0.341,0.486,0.8270000000000001,0.361
2066,2016,6,18,»ï¼º,5.0,5,1,0,7.5,12.5,0.267,0.25,0.325,0.389,0.7140000000000001,0.324
2067,2016,6,18,·Ôµ¥,0.0,0,0,0,0.0,12.1,0.276,0.242,0.242,0.242,0.484,0.223
2068,2016,6,18,KT,3.0,3,1,0,5.1,15.4,0.24100000000000002,0.222,0.282,0.33299999999999996,0.615,0.281
