,¿¬µµ,¿ù,ÀÏ,ÆÀ¸í,°æ±â,Å¸¼®,Å¸¼ö,¾ÈÅ¸,´ÜÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,µæÁ¡,Å¸Á¡,º¼³Ý,°íÀÇ4±¸,»ç±¸,»ïÁø,Èñ»ýÇÃ¶óÀÌ,Èñ»ýÅ¸,º´»ì,µµ·ç,µµ½Ç,Å¸À²
341,2015,05,13,KIA,1,42,38,12,9,1,1,1,9,9,3,0,1,7,0,0,2,2,0,0.316
342,2015,05,13,µÎ»ê,1,42,38,10,5,3,0,2,5,5,3,0,1,8,0,0,0,1,0,0.263
343,2015,05,13,»ï¼º,1,38,28,7,6,0,0,1,3,3,7,0,1,3,0,2,1,1,0,0.250
344,2015,05,13,ÇÑÈ­,1,34,32,8,7,1,0,0,0,0,1,0,1,6,0,0,2,0,0,0.250
345,2015,05,13,SK,1,38,35,8,7,1,0,0,2,1,2,0,1,6,0,0,1,1,0,0.229
346,2015,05,13,·Ôµ¥,1,40,36,13,10,1,0,2,9,8,3,0,0,8,1,1,1,0,0,0.361
347,2015,05,13,KT,1,48,39,14,10,2,1,1,8,8,5,1,0,7,1,4,0,4,0,0.359
348,2015,05,13,Hero,1,43,38,12,7,3,0,2,8,7,5,0,0,11,0,0,0,1,0,0.316
349,2015,05,13,NC,1,34,33,7,5,2,0,0,2,2,0,0,0,8,0,1,0,0,0,0.212
350,2015,05,14,KIA,1,38,34,12,8,2,1,1,10,10,2,0,1,3,0,1,1,1,0,0.353
351,2015,05,14,ÇÑÈ­,1,41,37,9,7,0,0,2,9,9,3,1,1,11,0,0,0,3,0,0.243
352,2015,05,14,NC,1,48,38,7,6,1,0,0,0,0,7,1,1,7,0,2,1,1,0,0.184
353,2015,05,14,Hero,1,48,42,18,12,3,0,3,10,9,6,0,0,9,0,0,0,0,0,0.429
354,2015,05,14,SK,1,40,37,14,8,2,1,3,9,9,3,0,0,8,0,0,1,0,0,0.378
355,2015,05,14,·Ôµ¥,1,37,35,10,5,3,0,2,5,5,2,0,0,11,0,0,2,2,0,0.286
356,2015,05,14,»ï¼º,1,45,37,10,6,1,0,3,7,5,8,0,0,11,0,0,0,3,0,0.270
357,2015,05,14,µÎ»ê,1,43,35,9,4,4,0,1,8,7,8,1,0,6,0,0,2,0,0,0.257
358,2015,05,14,KT,1,33,32,5,4,1,0,0,2,2,1,0,0,7,0,0,1,1,0,0.156
359,2015,05,14,LG,1,47,40,4,4,0,0,0,0,0,5,2,0,11,0,2,0,3,0,0.100
360,2015,05,15,SK,1,38,33,8,6,2,0,0,5,5,3,1,2,7,0,0,1,0,0,0.242
361,2015,05,15,·Ôµ¥,1,60,50,18,11,3,2,2,11,11,7,2,1,12,1,2,2,1,0,0.360
362,2015,05,15,»ï¼º,1,44,35,11,9,1,0,1,5,5,6,0,1,8,1,2,0,1,0,0.314
363,2015,05,15,ÇÑÈ­,1,33,30,5,3,1,0,1,3,3,1,0,1,5,0,1,0,0,0,0.167
364,2015,05,15,NC,1,41,37,11,7,2,0,2,7,6,4,0,0,8,0,0,1,0,0,0.297
365,2015,05,15,Hero,1,40,33,9,7,2,0,0,6,5,6,0,0,6,1,1,2,4,0,0.273
366,2015,05,15,KT,1,61,48,16,14,1,1,0,10,9,10,3,0,12,1,3,0,5,0,0.333
367,2015,05,15,LG,1,36,35,7,5,2,0,0,2,2,1,0,0,11,0,0,0,0,0,0.200
368,2015,05,16,SK,1,50,41,15,13,2,0,0,7,7,4,0,4,9,1,1,0,1,0,0.366
369,2015,05,16,ÇÑÈ­,1,42,34,10,9,1,0,0,5,4,4,0,2,2,1,2,2,0,0,0.294
370,2015,05,16,»ï¼º,1,45,34,12,9,2,0,1,9,9,8,0,1,6,2,2,0,0,0,0.353
371,2015,05,16,µÎ»ê,1,48,32,10,7,1,1,1,7,6,12,0,1,6,0,3,0,2,0,0.313
372,2015,05,16,·Ôµ¥,1,46,37,11,9,1,0,1,10,8,7,0,1,8,0,1,1,2,0,0.297
373,2015,05,16,LG,1,46,36,11,8,3,0,0,6,6,8,0,1,12,0,1,0,0,0,0.306
374,2015,05,16,KT,1,34,31,6,4,2,0,0,1,1,2,0,1,7,0,0,2,1,0,0.194
375,2015,05,16,Hero,1,41,34,9,7,1,0,1,8,7,6,2,0,7,0,1,0,1,0,0.265
376,2015,05,16,KIA,1,39,35,12,7,3,1,1,5,5,2,0,0,8,1,2,1,1,0,0.343
377,2015,05,16,NC,1,43,41,14,8,4,0,2,8,7,2,0,0,12,0,0,0,2,0,0.341
378,2015,05,17,·Ôµ¥,1,39,34,7,4,2,0,1,6,5,2,0,2,8,1,1,0,4,0,0.206
379,2015,05,17,KIA,1,40,33,10,8,2,0,0,4,4,3,1,1,6,1,3,0,0,0,0.303
380,2015,05,17,NC,1,41,36,8,5,2,0,1,2,2,3,0,1,7,0,1,0,0,0,0.222
381,2015,05,17,µÎ»ê,1,40,33,8,5,0,0,3,3,3,5,0,1,10,0,1,1,0,0,0.242
382,2015,05,17,Hero,1,44,35,7,5,1,0,1,6,6,7,1,1,7,1,1,0,2,0,0.200
383,2015,05,17,ÇÑÈ­,1,53,40,13,11,0,1,1,7,6,11,2,0,6,0,2,0,0,0,0.325
384,2015,05,17,LG,1,34,33,9,4,4,0,1,6,6,1,0,0,14,0,0,0,0,0,0.273
385,2015,05,17,SK,1,38,34,10,7,3,0,0,4,4,3,0,0,7,1,1,1,1,0,0.294
386,2015,05,17,KT,1,38,33,7,6,1,0,0,2,2,4,0,0,7,1,1,1,2,0,0.212
387,2015,05,17,»ï¼º,1,30,30,3,3,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0.100
388,2015,05,19,KT,1,40,34,13,8,5,0,0,4,4,3,0,2,4,0,1,1,1,0,0.382
389,2015,05,19,SK,1,41,35,10,6,4,0,0,7,5,3,1,1,3,0,2,1,5,0,0.286
390,2015,05,19,KIA,1,31,29,5,2,1,0,2,3,2,1,0,1,10,0,0,1,1,0,0.172
391,2015,05,19,Hero,1,42,40,17,10,5,1,1,12,11,2,0,0,9,0,0,2,0,0,0.425
392,2015,05,19,·Ôµ¥,1,40,35,11,8,2,0,1,6,6,5,0,0,8,0,0,2,2,0,0.314
393,2015,05,19,LG,1,41,37,12,4,6,0,2,10,8,4,0,0,7,0,0,2,0,0,0.324
394,2015,05,19,ÇÑÈ­,1,35,34,8,3,3,0,2,5,5,0,0,0,12,0,0,0,1,0,0.235
395,2015,05,19,NC,1,34,32,6,4,2,0,0,2,2,2,0,0,9,0,0,1,1,0,0.188
396,2015,05,20,»ï¼º,1,60,50,24,14,6,0,4,25,25,7,0,2,6,1,1,1,1,0,0.480
397,2015,05,20,KIA,1,47,34,12,8,3,0,1,9,9,8,1,2,6,1,3,0,0,0,0.353
398,2015,05,20,NC,1,33,30,10,8,1,0,1,4,4,1,0,1,7,0,1,0,3,0,0.333
399,2015,05,20,Hero,1,49,37,14,9,3,0,2,9,9,11,1,0,10,0,1,0,0,0,0.378
400,2015,05,20,SK,1,39,33,8,5,1,0,2,7,6,6,0,0,4,0,0,0,1,0,0.242
401,2015,05,20,·Ôµ¥,1,41,34,11,10,1,0,0,5,5,6,0,0,11,1,1,1,2,0,0.324
402,2015,05,20,µÎ»ê,1,41,37,11,8,1,0,2,6,6,3,0,0,5,1,1,0,0,0,0.297
