,연도,선수이름,팀명,포지션,경기수,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율,평균자책점,승,패,세이브,홀드,승률,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률
725,2019,송승준,롯데,투수,11,1,14.333333333333334,0,0,1,1,0,1.0,0,0,0,0.0,4.4,0,1,0,0,0.0,16,2,6,0,13,7,7,1.53
726,2019,톰슨,롯데,투수,11,11,62.666666666666664,0,0,3,3,0,1.0,0,0,0,0.0,4.74,2,3,0,0,0.4,54,4,23,5,60,35,33,1.23
727,2019,최하늘,롯데,투수,2,1,2.0,0,0,1,0,0,1.0,0,0,0,0.0,27.0,0,1,0,0,0.0,4,2,2,1,1,6,6,3.0
728,2019,임현준,삼성,투수,71,0,42.333333333333336,0,0,2,3,0,1.0,0,0,0,0.0,3.4,1,0,0,8,1.0,34,2,12,3,35,19,16,1.09
729,2019,최지광,삼성,투수,63,0,68.0,0,0,3,11,1,1.0,0,0,0,0.0,4.1,3,8,2,10,0.273,64,4,40,5,60,33,31,1.53
730,2019,장필준,삼성,투수,61,0,69.66666666666667,0,0,6,13,0,1.0,0,0,0,0.0,3.62,3,3,11,15,0.5,64,7,33,3,53,29,28,1.39
731,2019,우규민,삼성,투수,54,0,59.0,2,0,3,7,3,0.833,0,0,0,0.0,2.75,2,7,15,7,0.222,58,7,10,6,40,20,18,1.15
732,2019,김대우,삼성,투수,44,0,59.666666666666664,0,0,3,9,0,1.0,0,0,0,0.0,5.13,5,1,0,1,0.833,61,11,16,5,40,38,34,1.29
733,2019,권오준,삼성,투수,43,0,43.0,0,0,2,5,0,1.0,0,0,0,0.0,5.23,3,0,0,3,1.0,49,7,12,2,26,25,25,1.42
734,2019,이승현,삼성,투수,34,0,37.0,0,0,2,8,0,1.0,0,0,0,0.0,1.95,2,1,0,8,0.667,28,2,11,1,31,11,8,1.05
735,2019,최충연,삼성,투수,34,2,36.666666666666664,0,0,1,2,0,1.0,0,0,0,0.0,7.36,0,2,1,4,0.0,44,2,38,3,41,36,30,2.24
736,2019,백정현,삼성,투수,28,27,157.0,0,1,10,20,1,1.0,0,0,0,0.0,4.24,8,10,0,0,0.444,158,17,56,6,82,85,74,1.36
737,2019,최채흥,삼성,투수,28,15,106.66666666666667,0,0,5,15,0,1.0,0,0,0,0.0,4.81,6,6,0,2,0.5,127,10,36,1,89,67,57,1.53
738,2019,윤성환,삼성,투수,27,27,145.33333333333334,0,0,5,9,0,1.0,0,0,0,0.0,4.77,8,13,0,0,0.381,168,14,50,7,65,87,77,1.5
739,2019,원태인,삼성,투수,26,20,112.0,0,1,7,14,0,1.0,0,0,0,0.0,4.82,4,8,0,2,0.333,119,12,39,5,68,65,60,1.41
740,2019,맥과이어,삼성,투수,21,21,112.33333333333333,3,1,5,13,0,0.857,0,0,0,0.0,5.05,4,8,0,0,0.333,119,13,66,6,100,68,63,1.65
741,2019,헤일리,삼성,투수,19,19,87.66666666666667,2,0,8,7,1,0.882,0,0,0,0.0,5.75,5,8,0,0,0.385,95,5,34,6,84,59,56,1.47
742,2019,김승현,삼성,투수,14,0,12.666666666666666,0,0,1,2,0,1.0,0,0,0,0.0,6.39,1,1,0,0,0.5,11,0,9,1,4,12,9,1.58
743,2019,정인욱,삼성,투수,12,2,21.666666666666668,0,0,2,5,1,1.0,0,0,0,0.0,7.06,0,2,0,0,0.0,24,1,15,2,15,17,17,1.8
744,2019,라이블리,삼성,투수,9,9,57.0,1,0,5,3,0,0.889,0,0,0,0.0,3.95,4,4,0,0,0.5,51,4,13,5,58,26,25,1.12
745,2019,김윤수,삼성,투수,5,2,11.666666666666666,0,0,1,4,1,1.0,0,0,0,0.0,4.63,1,1,0,0,0.5,10,2,10,0,9,6,6,1.71
746,2019,김상수,키움,투수,67,0,56.666666666666664,0,1,2,7,1,1.0,0,0,0,0.0,3.02,3,5,0,40,0.375,50,3,28,2,60,19,19,1.38
747,2019,한현희,키움,투수,61,0,58.0,4,1,4,11,2,0.789,0,0,0,0.0,3.41,7,5,0,24,0.583,50,1,20,7,49,26,22,1.21
748,2019,오주원,키움,투수,57,0,54.333333333333336,0,0,4,14,2,1.0,0,0,0,0.0,2.32,3,3,18,3,0.5,54,1,7,3,41,17,14,1.12
749,2019,윤영삼,키움,투수,54,0,62.666666666666664,1,0,3,6,0,0.9,0,0,0,0.0,2.87,3,3,1,3,0.5,60,5,14,1,56,23,20,1.18
750,2019,김성민,키움,투수,50,0,56.333333333333336,0,0,3,8,1,1.0,0,0,0,0.0,2.56,2,0,0,5,1.0,53,0,11,2,38,17,16,1.14
751,2019,조상우,키움,투수,48,0,47.333333333333336,1,0,3,4,0,0.875,0,0,0,0.0,2.66,2,4,20,8,0.333,45,3,8,2,46,15,14,1.12
752,2019,김동준,키움,투수,33,5,70.0,0,1,3,12,0,1.0,0,0,0,0.0,4.5,8,3,0,3,0.727,77,5,23,0,50,36,35,1.43
753,2019,요키시,키움,투수,30,30,181.33333333333334,1,0,16,38,2,0.982,0,0,0,0.0,3.13,13,9,0,0,0.591,166,9,39,11,141,72,63,1.13
754,2019,양현,키움,투수,29,3,40.666666666666664,0,1,2,8,0,1.0,0,0,0,0.0,1.99,1,0,0,1,1.0,31,1,11,1,25,10,9,1.03
755,2019,이영준,키움,투수,29,0,33.333333333333336,0,0,1,5,0,1.0,0,0,0,0.0,2.97,1,1,0,1,0.5,39,0,5,0,19,11,11,1.32
756,2019,브리검,키움,투수,28,28,158.33333333333334,1,1,9,14,1,0.958,0,0,0,0.0,2.96,13,5,0,0,0.722,148,5,46,12,130,62,52,1.23
757,2019,최원태,키움,투수,27,27,157.33333333333334,2,0,15,20,0,0.946,0,0,0,0.0,3.38,11,5,0,0,0.688,165,5,36,5,105,68,59,1.28
758,2019,이승호,키움,투수,23,23,122.66666666666667,3,3,4,16,0,0.87,0,0,0,0.0,4.48,8,5,0,0,0.615,134,10,51,1,82,70,61,1.51
759,2019,안우진,키움,투수,19,15,88.33333333333333,0,1,5,10,1,1.0,0,0,0,0.0,5.2,7,5,0,0,0.583,97,8,36,3,80,56,51,1.51
760,2019,이보근,키움,투수,19,0,16.666666666666668,0,0,0,1,0,1.0,0,0,0,0.0,9.72,0,2,0,3,0.0,29,1,4,0,12,18,18,1.98
761,2019,신재영,키움,투수,12,6,29.333333333333332,0,0,1,3,1,1.0,0,0,0,0.0,3.68,1,0,0,0,1.0,34,1,9,4,21,14,12,1.47
762,2019,김선기,키움,투수,7,6,28.0,0,0,1,2,0,1.0,0,0,0,0.0,4.18,3,1,0,0,0.75,27,2,9,4,17,13,13,1.29
763,2019,안영명,한화,투수,67,0,62.0,0,0,6,5,0,1.0,0,0,0,0.0,3.92,4,7,0,13,0.364,82,5,13,3,48,27,27,1.53
764,2019,박상원,한화,투수,61,0,59.0,0,1,3,7,0,1.0,0,0,0,0.0,3.97,1,4,0,12,0.2,52,5,28,5,39,29,26,1.36
765,2019,정우람,한화,투수,57,0,58.333333333333336,1,0,2,5,0,0.875,0,0,0,0.0,1.54,4,3,26,0,0.571,57,4,16,1,48,11,10,1.25
766,2019,이태양,한화,투수,55,1,66.66666666666667,3,0,4,9,1,0.813,0,0,0,0.0,5.81,1,6,0,10,0.143,74,8,13,3,64,44,43,1.31
767,2019,김범수,한화,투수,45,16,103.0,1,0,4,9,0,0.929,0,0,0,0.0,5.68,5,9,1,1,0.357,115,15,61,10,85,70,65,1.71
768,2019,신정락,한화,투수,44,1,44.666666666666664,2,0,2,2,1,0.667,0,0,0,0.0,5.84,5,1,0,5,0.833,48,6,21,6,35,33,29,1.54
769,2019,김종수,한화,투수,35,0,31.0,1,0,1,2,1,0.75,0,0,0,0.0,5.81,2,0,0,0,1.0,30,4,33,1,28,21,20,2.03
770,2019,임준섭,한화,투수,34,6,49.333333333333336,1,0,3,10,0,0.929,0,0,0,0.0,4.2,1,3,0,1,0.25,56,1,28,1,26,30,23,1.7
771,2019,서폴드,한화,투수,31,31,192.33333333333334,4,0,8,23,1,0.886,0,0,0,0.0,3.51,12,11,0,0,0.522,191,8,54,8,135,84,75,1.27
772,2019,박주홍,한화,투수,29,6,38.333333333333336,2,0,1,6,0,0.778,0,0,0,0.0,7.98,0,4,0,1,0.0,51,8,24,2,27,37,34,1.96
773,2019,채드벨,한화,투수,29,29,177.33333333333334,2,1,6,27,0,0.943,0,0,0,0.0,3.5,11,10,0,0,0.524,169,14,63,10,134,73,69,1.31
774,2019,장민재,한화,투수,26,22,119.33333333333333,0,0,4,13,0,1.0,0,0,0,0.0,5.43,6,8,0,0,0.429,150,14,27,6,103,76,72,1.48
775,2019,김민우,한화,투수,16,12,68.0,1,0,4,8,0,0.923,0,0,0,0.0,6.75,2,7,0,0,0.222,80,6,30,6,46,59,51,1.62
776,2019,김성훈,한화,투수,15,1,22.333333333333332,0,0,0,1,0,1.0,0,0,0,0.0,4.84,0,1,0,0,0.0,24,3,15,1,26,12,12,1.75
777,2019,박윤철,한화,투수,15,3,30.0,1,0,2,3,0,0.833,0,0,0,0.0,5.1,0,1,0,0,0.0,22,4,30,3,21,19,17,1.73
778,2019,문동욱,한화,투수,12,1,15.666666666666666,1,0,2,1,0,0.75,0,0,0,0.0,12.06,1,1,0,0,0.5,36,3,4,3,12,25,21,2.55
779,2019,김이환,한화,투수,11,8,38.0,1,1,1,5,1,0.857,0,0,0,0.0,4.26,4,3,0,0,0.571,42,2,21,2,15,19,18,1.66
780,2019,김진영,한화,투수,6,5,26.666666666666668,0,1,0,3,0,1.0,0,0,0,0.0,4.05,0,4,0,0,0.0,27,1,16,1,14,12,12,1.61
781,2019,하준영,KIA,투수,59,0,52.666666666666664,1,1,5,9,0,0.933,0,0,0,0.0,4.96,6,2,0,15,0.75,59,5,31,0,51,31,29,1.71
782,2019,전상현,KIA,투수,57,0,60.666666666666664,0,0,3,4,1,1.0,0,0,0,0.0,3.12,1,4,0,15,0.2,45,3,21,2,62,21,21,1.09
783,2019,고영창,KIA,투수,55,0,54.0,2,1,1,7,1,0.8,0,0,0,0.0,3.5,1,3,1,10,0.25,63,2,14,8,22,22,21,1.43
784,2019,문경찬,KIA,투수,54,0,55.0,0,0,2,0,0,1.0,0,0,0,0.0,1.31,1,2,24,0,0.333,45,2,10,0,50,9,8,1.0
785,2019,임기준,KIA,투수,52,0,36.666666666666664,2,0,3,8,1,0.846,0,0,0,0.0,3.44,2,2,0,6,0.5,32,1,16,4,24,17,14,1.31
786,2019,박준표,KIA,투수,49,0,56.0,0,0,7,12,2,1.0,0,0,0,0.0,2.09,5,2,0,15,0.714,42,4,6,4,30,15,13,0.86
787,2019,이준영,KIA,투수,37,1,51.0,0,0,3,7,0,1.0,0,0,0,0.0,6.35,1,0,0,1,1.0,64,3,26,2,43,42,36,1.76
788,2019,이민우,KIA,투수,32,6,61.333333333333336,2,0,2,4,0,0.75,0,0,0,0.0,5.43,2,6,1,2,0.25,74,4,26,4,56,42,37,1.63
789,2019,양현종,KIA,투수,29,29,184.66666666666666,0,1,9,21,2,1.0,0,0,0,0.0,2.29,16,8,0,0,0.667,165,6,33,2,163,56,47,1.07
790,2019,윌랜드,KIA,투수,28,28,165.0,0,1,6,23,2,1.0,0,0,0,0.0,4.75,8,10,0,0,0.444,191,17,59,5,137,95,87,1.52
791,2019,터너,KIA,투수,28,28,153.33333333333334,4,0,9,21,1,0.882,0,0,0,0.0,5.46,7,13,0,0,0.35,179,12,58,17,121,107,93,1.55
792,2019,홍건희,KIA,투수,21,14,81.66666666666667,3,0,5,9,0,0.824,0,0,0,0.0,7.16,2,9,0,0,0.182,112,12,33,3,52,70,65,1.78
793,2019,김기훈,KIA,투수,19,16,79.33333333333333,2,0,3,5,0,0.8,0,0,0,0.0,5.56,3,6,0,0,0.333,64,11,65,9,49,55,49,1.63
794,2019,임기영,KIA,투수,12,8,48.666666666666664,1,0,1,4,0,0.833,0,0,0,0.0,5.73,2,4,0,0,0.333,67,7,19,2,37,33,31,1.77
795,2019,김윤동,KIA,투수,11,0,11.0,0,0,0,1,0,1.0,0,0,0,0.0,6.55,1,2,4,0,0.333,12,1,11,0,12,8,8,2.09
796,2019,양승철,KIA,투수,11,1,16.333333333333332,0,0,1,3,0,1.0,0,0,0,0.0,12.12,1,1,0,0,0.5,23,3,15,0,11,22,22,2.33
797,2019,김세현,KIA,투수,10,0,8.666666666666666,0,0,1,1,0,1.0,0,0,0,0.0,6.23,0,2,0,0,0.0,11,0,9,2,5,8,6,2.31
798,2019,차명진,KIA,투수,9,6,33.0,0,0,2,2,0,1.0,0,0,0,0.0,4.36,3,1,0,0,0.75,35,1,18,2,19,17,16,1.61
799,2019,주권,KT,투수,71,0,75.33333333333333,0,0,4,15,2,1.0,0,0,0,0.0,2.99,6,2,2,25,0.75,64,7,14,2,47,25,25,1.04
800,2019,전유수,KT,투수,62,1,66.33333333333333,1,0,2,8,1,0.909,0,0,0,0.0,3.39,3,1,1,7,0.75,66,2,18,4,46,31,25,1.27
801,2019,정성곤,KT,투수,52,0,53.666666666666664,0,0,4,4,2,1.0,0,0,0,0.0,5.53,3,3,8,11,0.5,64,7,22,2,40,36,33,1.6
802,2019,이대은,KT,투수,44,8,86.0,0,1,5,10,1,1.0,0,0,0,0.0,4.08,4,2,17,0,0.667,89,10,39,6,59,48,39,1.49
803,2019,김재윤,KT,투수,43,0,47.666666666666664,0,0,1,6,1,1.0,0,0,0,0.0,2.27,2,2,7,9,0.5,27,4,12,1,42,13,12,0.82
804,2019,손동현,KT,투수,34,3,47.333333333333336,0,0,6,8,1,1.0,0,0,0,0.0,4.75,2,3,0,5,0.4,51,2,31,0,29,29,25,1.73
805,2019,쿠에바스,KT,투수,30,30,184.0,3,4,10,24,2,0.919,0,0,0,0.0,3.62,13,10,0,0,0.565,153,18,63,12,135,80,74,1.17
806,2019,김민수,KT,투수,28,11,81.66666666666667,2,0,4,5,1,0.818,0,0,0,0.0,4.96,8,5,2,1,0.615,87,10,30,2,56,46,45,1.43
807,2019,배제성,KT,투수,28,21,131.66666666666666,1,1,10,19,1,0.967,0,0,0,0.0,3.76,10,10,0,0,0.5,132,6,56,3,91,58,55,1.43
808,2019,김민,KT,투수,27,26,150.66666666666666,0,0,13,13,1,1.0,0,0,0,0.0,4.96,6,12,0,0,0.333,175,16,65,4,91,88,83,1.59
809,2019,알칸타라,KT,투수,27,27,172.66666666666666,2,1,8,24,0,0.941,0,0,0,0.0,4.01,11,11,0,0,0.5,189,15,27,8,100,80,77,1.25
810,2019,엄상백,KT,투수,26,0,31.333333333333332,0,0,1,2,0,1.0,0,0,0,0.0,8.04,2,3,0,0,0.4,40,6,24,0,20,29,28,2.04
811,2019,금민철,KT,투수,14,14,57.0,2,0,2,8,0,0.833,0,0,0,0.0,5.05,1,4,0,0,0.2,66,5,25,7,26,38,32,1.6
812,2019,이정현,KT,투수,9,2,12.0,0,0,0,0,0,0.0,0,0,0,0.0,9.75,0,2,0,0,0.0,12,3,8,0,9,13,13,1.67
813,2019,진해수,LG,투수,72,0,42.0,0,0,2,4,1,1.0,0,0,0,0.0,3.43,3,1,0,20,0.75,44,2,16,2,38,17,16,1.43
814,2019,고우석,LG,투수,65,0,71.0,1,0,2,2,1,0.8,0,0,0,0.0,1.52,8,2,35,1,0.8,47,4,30,4,76,13,12,1.08
815,2019,송은범,LG,투수,63,0,60.0,2,0,4,10,1,0.875,0,0,0,0.0,5.25,2,6,1,9,0.25,80,6,23,3,36,38,35,1.72
816,2019,정우영,LG,투수,56,0,65.33333333333333,0,0,9,11,0,1.0,0,0,0,0.0,3.72,4,6,1,16,0.4,57,2,20,8,38,30,27,1.18
817,2019,김대현,LG,투수,41,2,66.66666666666667,2,0,5,9,1,0.875,0,0,0,0.0,3.78,5,4,0,9,0.556,63,2,27,4,40,31,28,1.35
818,2019,문광은,LG,투수,32,0,33.0,0,0,0,3,0,1.0,0,0,0,0.0,4.09,1,1,1,3,0.5,35,3,13,1,26,15,15,1.45
819,2019,윌슨,LG,투수,30,30,185.0,5,1,11,20,2,0.861,0,0,0,0.0,2.92,14,7,0,0,0.667,171,7,44,10,137,77,60,1.16
820,2019,이우찬,LG,투수,30,13,91.0,1,0,11,15,0,0.963,0,0,0,0.0,4.85,5,4,0,2,0.556,78,5,66,4,58,55,49,1.58
821,2019,임찬규,LG,투수,30,13,88.66666666666667,2,0,11,8,0,0.905,0,0,0,0.0,4.97,3,5,0,2,0.375,84,10,46,7,72,51,49,1.47
822,2019,차우찬,LG,투수,29,28,168.33333333333334,3,4,11,25,1,0.923,0,0,0,0.0,4.12,13,8,0,0,0.619,181,16,59,5,124,87,77,1.43
823,2019,켈리,LG,투수,29,29,180.33333333333334,5,1,11,20,1,0.861,0,0,0,0.0,2.55,14,12,0,0,0.538,164,7,41,16,126,70,51,1.14
824,2019,배재준,LG,투수,19,12,62.0,0,0,0,4,1,1.0,0,0,0,0.0,5.23,3,4,0,0,0.429,61,3,33,8,44,42,36,1.52
825,2019,최동환,LG,투수,18,0,23.0,0,0,0,2,0,1.0,0,0,0,0.0,6.26,1,0,0,0,1.0,25,4,10,3,13,17,16,1.52
826,2019,정찬헌,LG,투수,13,0,11.0,0,0,0,0,0,0.0,0,0,0,0.0,1.64,1,1,6,0,0.5,11,0,6,0,11,5,2,1.55
827,2019,류제국,LG,투수,11,11,53.333333333333336,1,0,5,5,0,0.909,0,0,0,0.0,4.22,0,2,0,0,0.0,57,5,26,4,31,27,25,1.56
828,2019,장원삼,LG,투수,8,3,14.666666666666666,0,0,2,1,0,1.0,0,0,0,0.0,7.98,0,2,0,0,0.0,20,3,3,2,7,13,13,1.57
829,2019,심수창,LG,투수,5,1,11.666666666666666,0,0,0,0,0,0.0,0,0,0,0.0,6.17,1,1,0,0,0.5,17,1,7,0,12,8,8,2.06
830,2019,강윤구,NC,투수,67,0,56.333333333333336,0,0,1,6,0,1.0,0,0,0,0.0,4.47,3,3,0,15,0.5,55,4,24,4,49,29,28,1.4
831,2019,배재환,NC,투수,62,0,54.333333333333336,0,0,2,6,0,1.0,0,0,0,0.0,3.81,3,5,0,20,0.375,49,3,31,7,61,26,23,1.47
832,2019,원종현,NC,투수,60,0,60.0,1,0,3,7,0,0.909,0,0,0,0.0,3.9,3,3,31,0,0.5,62,4,17,3,59,31,26,1.32
833,2019,장현식,NC,투수,53,0,54.666666666666664,1,0,3,7,0,0.909,0,0,0,0.0,4.61,5,4,0,9,0.556,58,9,23,4,49,31,28,1.48
834,2019,김건태,NC,투수,44,0,51.333333333333336,2,2,4,9,1,0.867,0,0,0,0.0,3.68,0,2,0,7,0.0,49,5,16,4,32,23,21,1.27
835,2019,김진성,NC,투수,42,0,42.0,0,0,0,5,1,1.0,0,0,0,0.0,4.29,1,2,0,5,0.333,39,6,15,2,35,25,20,1.29
836,2019,박진우,NC,투수,41,18,140.66666666666666,1,1,11,14,1,0.962,0,0,0,0.0,3.14,9,7,0,5,0.563,137,9,29,19,92,53,49,1.18
837,2019,김영규,NC,투수,30,10,66.33333333333333,0,0,4,6,0,1.0,0,0,0,0.0,5.29,5,4,0,1,0.556,82,7,31,6,46,40,39,1.7
838,2019,루친스키,NC,투수,30,30,177.33333333333334,2,0,15,18,1,0.943,0,0,0,0.0,3.05,9,9,0,0,0.5,164,13,45,11,119,68,60,1.18
839,2019,최성영,NC,투수,26,15,82.33333333333333,1,0,2,9,0,0.917,0,0,0,0.0,3.94,4,1,0,2,0.8,79,3,49,3,62,39,36,1.55
840,2019,이재학,NC,투수,24,23,129.66666666666666,2,1,5,16,2,0.913,0,0,0,0.0,3.75,10,4,0,0,0.714,133,6,43,9,91,62,54,1.36
841,2019,구창모,NC,투수,23,19,107.0,1,0,5,19,0,0.96,0,0,0,0.0,3.2,10,7,0,1,0.588,85,10,41,6,114,40,38,1.18
842,2019,임창민,NC,투수,20,0,15.0,1,0,0,2,0,0.667,0,0,0,0.0,2.4,0,1,0,2,0.0,14,1,8,1,10,6,4,1.47
843,2019,유원상,NC,투수,15,1,20.666666666666668,1,0,3,1,0,0.8,0,0,0,0.0,5.23,0,3,1,0,0.0,21,2,9,1,14,15,12,1.45
844,2019,버틀러,NC,투수,13,13,73.66666666666667,0,1,3,15,1,1.0,0,0,0,0.0,4.76,3,6,0,0,0.333,78,6,28,2,49,46,39,1.44
845,2019,윤지웅,NC,투수,13,0,12.666666666666666,0,0,1,1,0,1.0,0,0,0,0.0,4.97,1,0,0,0,1.0,14,3,4,1,9,8,7,1.42
846,2019,프리드릭,NC,투수,12,12,72.0,0,0,3,2,0,1.0,0,0,0,0.0,2.75,7,4,0,0,0.636,63,4,22,3,56,22,22,1.18
847,2019,서진용,SK,투수,72,0,68.0,1,0,2,3,1,0.833,0,0,0,0.0,2.38,3,1,4,33,0.75,53,2,28,2,76,19,18,1.19
848,2019,김태훈,SK,투수,71,0,69.66666666666667,0,0,3,6,0,1.0,0,0,0,0.0,3.88,4,5,7,27,0.444,62,4,26,4,76,32,30,1.26
849,2019,하재훈,SK,투수,61,0,59.0,0,0,2,8,0,1.0,0,0,0,0.0,1.98,5,3,36,3,0.625,47,1,26,1,64,13,13,1.24
850,2019,박민호,SK,투수,47,0,50.333333333333336,1,3,3,8,0,0.917,0,0,0,0.0,2.68,3,1,0,4,0.75,49,2,14,4,22,17,15,1.25
851,2019,정영일,SK,투수,44,0,42.0,0,2,0,6,0,1.0,0,0,0,0.0,3.21,1,2,1,8,0.333,32,1,22,1,35,15,15,1.29
852,2019,박희수,SK,투수,34,0,28.666666666666668,0,0,0,5,0,1.0,0,0,0,0.0,1.57,0,1,1,2,0.0,29,1,13,3,14,9,5,1.47
853,2019,김광현,SK,투수,31,30,190.33333333333334,2,0,5,38,4,0.956,0,0,0,0.0,2.51,17,6,0,0,0.739,198,13,38,2,180,64,53,1.24
854,2019,박종훈,SK,투수,28,28,144.0,0,0,3,27,1,1.0,0,0,0,0.0,3.88,8,11,0,0,0.421,157,12,59,13,100,72,62,1.5
855,2019,산체스,SK,투수,28,28,165.0,1,0,5,13,3,0.947,0,0,0,0.0,2.62,17,5,0,0,0.773,151,2,42,2,148,51,48,1.17
856,2019,김택형,SK,투수,26,0,23.333333333333332,0,0,2,2,0,1.0,0,0,0,0.0,5.79,2,1,0,2,0.667,20,1,24,2,27,16,15,1.89
857,2019,문승원,SK,투수,26,23,144.0,1,1,3,17,0,0.952,0,0,0,0.0,3.88,11,7,0,2,0.611,130,23,33,3,99,63,62,1.13
858,2019,강지광,SK,투수,25,0,27.333333333333332,1,0,1,6,0,0.875,0,0,0,0.0,3.95,2,4,0,6,0.333,24,0,11,0,15,14,12,1.28
859,2019,박정배,SK,투수,20,0,19.666666666666668,0,0,1,5,1,1.0,0,0,0,0.0,10.07,1,1,0,1,0.5,29,4,2,2,9,22,22,1.58
860,2019,신재웅,SK,투수,20,1,21.666666666666668,0,1,4,3,0,1.0,0,0,0,0.0,3.32,1,0,0,0,1.0,14,1,10,1,14,8,8,1.11
861,2019,소사,SK,투수,16,16,94.33333333333333,0,0,2,8,0,1.0,0,0,0,0.0,3.82,9,3,0,0,0.75,85,15,23,2,96,42,40,1.14
862,2019,김주한,SK,투수,11,1,12.0,0,0,1,3,0,1.0,0,0,0,0.0,5.25,1,1,0,1,0.5,12,0,7,2,10,7,7,1.58
863,2020,이현승,두산,투수,29,0,21.666666666666668,0,0,1,1,0,1.0,0,0,0,0.0,4.15,2,0,1,4,1.0,24,0,9,2,19,12,10,1.52
864,2020,박치국,두산,투수,26,0,31.0,2,1,2,4,0,0.75,0,0,0,0.0,3.19,3,1,0,1,0.75,29,0,19,3,21,16,11,1.55
865,2020,최원준,두산,투수,26,3,44.0,0,0,2,2,0,1.0,0,0,0,0.0,3.89,4,0,0,0,1.0,46,5,10,3,31,19,19,1.27
866,2020,함덕주,두산,투수,26,0,28.0,0,0,1,1,0,1.0,0,0,0,0.0,2.25,3,0,10,2,1.0,20,0,10,0,30,8,7,1.07
867,2020,홍건희,두산,투수,26,0,34.0,0,0,1,1,0,1.0,0,0,0,0.0,3.71,1,0,1,6,1.0,33,5,8,0,33,15,14,1.21
868,2020,이형범,두산,투수,18,0,16.0,1,0,1,1,0,0.667,0,0,0,0.0,6.75,0,2,1,1,0.0,17,3,8,1,8,12,12,1.56
869,2020,권혁,두산,투수,14,0,7.0,0,0,1,0,0,1.0,0,0,0,0.0,10.29,2,2,0,2,0.5,10,0,3,0,6,9,8,1.86
870,2020,알칸타라,두산,투수,14,14,90.33333333333333,0,0,1,8,0,1.0,0,0,0,0.0,2.89,10,1,0,0,0.909,86,7,12,5,83,30,29,1.08
871,2020,유희관,두산,투수,14,14,74.33333333333333,1,2,3,4,0,0.875,0,0,0,0.0,5.21,6,5,0,0,0.545,99,8,24,2,31,50,43,1.65
872,2020,이영하,두산,투수,14,14,77.33333333333333,0,1,6,11,1,1.0,0,0,0,0.0,5.7,3,6,0,0,0.333,99,4,39,4,51,57,49,1.78
873,2020,김강률,두산,투수,12,0,9.0,1,0,0,1,0,0.5,0,0,0,0.0,6.0,0,2,0,0,0.0,13,0,8,1,8,9,6,2.33
874,2020,플렉센,두산,투수,12,12,64.0,0,0,2,7,0,1.0,0,0,0,0.0,3.8,4,3,0,0,0.571,61,3,21,1,59,29,27,1.28
875,2020,박종기,두산,투수,7,5,25.0,0,0,1,3,0,1.0,0,0,0,0.0,5.4,1,2,0,0,0.333,27,3,14,0,17,15,15,1.64
876,2020,이용찬,두산,투수,5,5,26.666666666666668,0,0,2,3,0,1.0,0,0,0,0.0,8.44,1,3,0,0,0.25,41,7,6,0,15,25,25,1.76
877,2020,조제영,두산,투수,4,1,6.0,0,0,0,0,0,0.0,0,0,0,0.0,10.5,0,1,0,0,0.0,6,1,7,1,6,7,7,2.17
878,2020,박진형,롯데,투수,31,0,26.666666666666668,0,0,2,4,0,1.0,0,0,0,0.0,3.71,1,2,0,13,0.333,29,4,8,1,32,11,11,1.39
879,2020,구승민,롯데,투수,30,0,33.0,0,0,1,0,0,1.0,0,0,0,0.0,2.45,3,0,0,11,1.0,18,5,8,0,30,10,9,0.79
880,2020,박시영,롯데,투수,28,0,22.0,0,0,1,5,1,1.0,0,0,0,0.0,9.41,1,1,0,1,0.5,26,4,17,1,16,23,23,1.95
881,2020,오현택,롯데,투수,27,0,18.666666666666668,0,0,1,6,0,1.0,0,0,0,0.0,4.82,3,1,0,6,0.75,22,3,4,1,11,10,10,1.39
882,2020,김원중,롯데,투수,26,0,27.333333333333332,1,0,2,2,0,0.8,0,0,0,0.0,1.65,2,1,12,0,0.667,19,3,7,0,20,8,5,0.95
883,2020,이인복,롯데,투수,24,1,25.0,0,0,1,3,0,1.0,0,0,0,0.0,2.88,1,4,0,1,0.2,26,0,4,1,10,8,8,1.2
884,2020,진명호,롯데,투수,22,0,16.0,0,0,2,1,0,1.0,0,0,0,0.0,9.56,0,1,0,2,0.0,13,2,16,0,17,17,17,1.81
885,2020,김대우,롯데,투수,20,1,23.333333333333332,0,0,1,2,0,1.0,0,0,0,0.0,4.24,0,1,0,0,0.0,16,0,15,0,19,11,11,1.33
886,2020,송승준,롯데,투수,18,0,21.666666666666668,0,0,0,3,0,1.0,0,0,0,0.0,4.98,1,1,0,1,0.5,27,2,13,2,20,12,12,1.85
887,2020,스트레일리,롯데,투수,15,15,95.66666666666667,1,0,5,7,1,0.923,0,0,0,0.0,1.88,5,2,0,0,0.714,66,5,23,3,97,24,20,0.93
888,2020,박세웅,롯데,투수,13,13,66.0,0,0,3,7,0,1.0,0,0,0,0.0,5.05,4,5,0,0,0.444,74,11,26,3,54,41,37,1.52
889,2020,서준원,롯데,투수,13,13,64.66666666666667,0,0,9,11,3,1.0,0,0,0,0.0,5.29,4,4,0,0,0.5,77,10,20,5,34,42,38,1.5
