,연도,선수이름,팀명,포지션,경기수,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율,평균자책점,승,패,세이브,홀드,승률,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률
890,2020,샘슨,롯데,투수,10,10,49.0,2,0,1,10,1,0.846,0,0,0,0.0,6.24,3,6,0,0,0.333,73,5,13,2,35,38,34,1.76
891,2020,노경은,롯데,투수,9,8,46.333333333333336,0,0,2,3,0,1.0,0,0,0,0.0,5.83,3,3,0,0,0.5,49,9,12,0,29,31,30,1.32
892,2020,강동호,롯데,투수,7,0,11.0,0,0,0,0,0,0.0,0,0,0,0.0,7.36,1,0,0,0,1.0,13,3,6,0,8,9,9,1.73
893,2020,장원삼,롯데,투수,4,4,19.333333333333332,0,0,1,1,0,1.0,0,0,0,0.0,8.38,0,2,0,0,0.0,28,4,5,1,7,21,18,1.71
894,2020,최지광,삼성,투수,31,0,28.0,0,0,0,3,0,1.0,0,0,0,0.0,2.57,1,0,0,10,1.0,19,0,18,2,31,8,8,1.32
895,2020,김윤수,삼성,투수,30,0,31.666666666666668,0,0,0,3,0,1.0,0,0,0,0.0,4.26,1,2,0,6,0.333,30,3,15,1,23,18,15,1.42
896,2020,우규민,삼성,투수,27,0,26.0,0,0,1,7,0,1.0,0,0,0,0.0,4.5,2,1,7,6,0.667,26,2,3,0,14,14,13,1.12
897,2020,이승현,삼성,투수,27,0,25.0,0,0,1,1,0,1.0,0,0,0,0.0,4.68,0,2,0,5,0.0,25,6,13,0,26,13,13,1.52
898,2020,노성호,삼성,투수,23,0,19.333333333333332,0,0,0,2,0,1.0,0,0,0,0.0,2.79,0,1,0,8,0.0,15,1,14,1,16,8,6,1.5
899,2020,장지훈,삼성,투수,23,0,22.333333333333332,2,0,1,1,0,0.5,0,0,0,0.0,8.46,0,1,0,0,0.0,29,3,17,2,19,27,21,2.06
900,2020,임현준,삼성,투수,20,0,11.333333333333334,1,0,2,3,1,0.833,0,0,0,0.0,2.38,0,1,0,0,0.0,12,2,4,3,7,5,3,1.41
901,2020,김대우,삼성,투수,15,6,49.333333333333336,1,0,1,7,1,0.889,0,0,0,0.0,4.01,3,3,0,1,0.5,49,5,18,4,24,23,22,1.36
902,2020,오승환,삼성,투수,15,0,14.666666666666666,0,0,2,2,0,1.0,0,0,0,0.0,4.91,1,1,6,2,0.5,16,1,8,1,9,8,8,1.64
903,2020,뷰캐넌,삼성,투수,14,14,90.66666666666667,1,0,3,12,1,0.938,0,0,0,0.0,3.57,8,5,0,0,0.615,89,10,20,5,59,39,36,1.2
904,2020,권오준,삼성,투수,12,0,11.333333333333334,0,0,0,0,0,0.0,0,0,0,0.0,7.15,0,2,0,0,0.0,14,0,1,0,4,9,9,1.32
905,2020,원태인,삼성,투수,12,11,66.33333333333333,1,2,6,6,1,0.923,0,0,0,0.0,3.12,5,2,0,0,0.714,66,7,25,3,40,24,23,1.37
906,2020,백정현,삼성,투수,11,11,59.0,1,0,1,6,2,0.875,0,0,0,0.0,5.19,4,4,0,0,0.5,67,13,17,1,46,43,34,1.42
907,2020,최채흥,삼성,투수,11,11,60.333333333333336,4,0,2,9,0,0.733,0,0,0,0.0,3.88,6,2,0,0,0.75,56,6,25,4,46,31,26,1.34
908,2020,장필준,삼성,투수,9,0,8.666666666666666,0,0,0,0,0,0.0,0,0,0,0.0,8.31,0,1,0,2,0.0,10,2,3,0,3,9,8,1.5
909,2020,허윤동,삼성,투수,7,7,26.333333333333332,0,0,0,1,0,1.0,0,0,0,0.0,5.13,2,1,0,0,0.667,29,3,20,2,13,16,15,1.86
910,2020,라이블리,삼성,투수,6,6,24.333333333333332,0,0,1,4,2,1.0,0,0,0,0.0,4.07,1,3,0,0,0.25,22,3,8,3,20,11,11,1.23
911,2020,이영준,키움,투수,28,0,23.333333333333332,0,0,2,3,1,1.0,0,0,0,0.0,4.24,1,2,0,13,0.333,22,4,8,1,16,11,11,1.29
912,2020,김태훈,키움,투수,27,0,39.0,0,2,1,10,1,1.0,0,0,0,0.0,3.69,4,0,0,5,1.0,38,1,10,3,27,17,16,1.23
913,2020,양현,키움,투수,27,0,30.333333333333332,0,1,2,4,0,1.0,0,0,0,0.0,2.37,5,2,1,4,0.714,26,1,6,2,20,8,8,1.05
914,2020,김상수,키움,투수,24,0,20.666666666666668,1,0,0,0,0,0.0,0,0,0,0.0,5.23,2,1,0,6,0.667,22,3,10,1,22,14,12,1.55
915,2020,조상우,키움,투수,24,0,25.666666666666668,0,0,1,1,0,1.0,0,0,0,0.0,0.7,2,1,16,0,0.667,19,1,5,1,26,3,2,0.94
916,2020,김재웅,키움,투수,23,2,26.666666666666668,0,0,3,2,0,1.0,0,0,0,0.0,4.05,0,2,0,1,0.0,31,2,11,0,23,16,12,1.58
917,2020,임규빈,키움,투수,22,0,26.0,0,0,1,2,0,1.0,0,0,0,0.0,5.19,1,0,0,1,1.0,33,10,6,1,17,15,15,1.5
918,2020,요키시,키움,투수,14,14,89.0,2,0,2,23,1,0.926,0,0,0,0.0,2.12,9,3,0,0,0.75,72,4,12,3,60,28,21,0.94
919,2020,안우진,키움,투수,13,0,12.0,0,0,1,0,0,1.0,0,0,0,0.0,6.0,0,2,0,3,0.0,7,1,8,0,13,8,8,1.25
920,2020,이승호,키움,투수,13,13,60.333333333333336,0,1,4,9,0,1.0,0,0,0,0.0,6.12,2,4,0,0,0.333,73,8,21,3,39,43,41,1.56
921,2020,최원태,키움,투수,13,13,69.66666666666667,0,0,4,13,0,1.0,0,0,0,0.0,5.04,4,4,0,0,0.5,76,9,20,5,47,42,39,1.38
922,2020,한현희,키움,투수,13,13,68.33333333333333,0,0,7,9,0,1.0,0,0,0,0.0,6.32,4,5,0,0,0.444,90,4,18,9,56,50,48,1.58
923,2020,문성현,키움,투수,10,2,15.0,0,0,0,0,0,0.0,0,0,0,0.0,4.2,1,1,0,0,0.5,13,1,11,0,13,7,7,1.6
924,2020,오주원,키움,투수,10,0,5.0,0,0,1,2,0,1.0,0,0,0,0.0,9.0,2,1,0,0,0.667,9,3,0,0,6,6,5,1.8
925,2020,조영건,키움,투수,8,6,20.0,0,0,0,0,0,0.0,0,0,0,0.0,7.65,1,1,0,0,0.5,26,4,14,1,9,18,17,2.0
926,2020,브리검,키움,투수,6,6,28.0,1,0,3,6,1,0.9,0,0,0,0.0,3.54,1,1,0,0,0.5,27,3,10,1,25,11,11,1.32
927,2020,박승주,키움,투수,3,0,1.6666666666666665,0,0,0,0,0,0.0,0,0,0,0.0,27.0,0,1,0,0,0.0,5,0,3,0,1,5,5,4.8
928,2020,김진영,한화,투수,27,0,23.0,0,0,0,3,0,1.0,0,0,0,0.0,5.48,0,3,0,4,0.0,26,4,12,1,28,17,14,1.65
929,2020,김범수,한화,투수,22,6,50.333333333333336,0,0,1,3,0,1.0,0,0,0,0.0,4.29,3,6,0,0,0.333,47,7,33,3,48,26,24,1.59
930,2020,문동욱,한화,투수,17,0,16.333333333333332,0,0,1,6,0,1.0,0,0,0,0.0,3.86,0,1,1,1,0.0,12,2,15,1,9,8,7,1.65
931,2020,정우람,한화,투수,17,0,19.0,0,0,2,3,0,1.0,0,0,0,0.0,4.74,1,1,6,0,0.5,17,0,2,3,23,10,10,1.0
932,2020,신정락,한화,투수,16,0,12.0,0,0,0,2,0,1.0,0,0,0,0.0,9.0,0,1,0,0,0.0,15,2,7,2,14,12,12,1.83
933,2020,이현호,한화,투수,16,0,15.333333333333334,1,0,0,2,0,0.667,0,0,0,0.0,6.46,0,2,0,0,0.0,18,4,10,1,15,12,11,1.83
934,2020,서폴드,한화,투수,15,15,94.66666666666667,1,0,5,11,1,0.941,0,0,0,0.0,4.66,5,8,0,0,0.385,113,7,17,8,54,57,49,1.37
935,2020,김민우,한화,투수,13,12,66.33333333333333,1,0,4,6,1,0.909,0,0,0,0.0,4.48,2,7,0,0,0.222,64,10,29,3,64,37,33,1.4
936,2020,안영명,한화,투수,13,0,14.0,0,0,0,1,0,1.0,0,0,0,0.0,7.71,1,1,0,0,0.5,21,2,4,0,12,14,12,1.79
937,2020,장시환,한화,투수,13,13,66.33333333333333,0,0,1,6,1,1.0,0,0,0,0.0,5.02,2,6,0,0,0.25,74,8,38,5,74,39,37,1.69
938,2020,장민재,한화,투수,10,6,28.666666666666668,1,0,1,2,0,0.75,0,0,0,0.0,8.79,2,4,0,0,0.333,53,4,6,2,18,28,28,2.06
939,2020,채드벨,한화,투수,8,8,37.333333333333336,0,0,3,5,1,1.0,0,0,0,0.0,7.96,0,6,0,0,0.0,51,6,20,3,29,36,33,1.9
940,2020,김이환,한화,투수,6,5,23.666666666666668,1,0,1,2,0,0.75,0,0,0,0.0,6.85,1,3,0,0,0.25,27,4,19,1,16,18,18,1.94
941,2020,임준섭,한화,투수,6,1,6.0,0,0,0,1,0,1.0,0,0,0,0.0,15.0,0,2,0,0,0.0,15,1,3,0,3,10,10,3.0
942,2020,전상현,KIA,투수,31,0,31.666666666666668,0,0,2,3,1,1.0,0,0,0,0.0,1.71,1,0,5,12,1.0,18,2,14,0,43,8,6,1.01
943,2020,박준표,KIA,투수,30,0,31.333333333333332,1,0,5,1,0,0.857,0,0,0,0.0,1.44,4,0,0,10,1.0,24,1,2,0,26,8,5,0.83
944,2020,고영창,KIA,투수,24,0,28.333333333333332,1,0,1,6,0,0.875,0,0,0,0.0,3.18,1,1,0,2,0.5,34,2,5,0,11,10,10,1.38
945,2020,문경찬,KIA,투수,21,0,20.0,0,0,0,1,0,1.0,0,0,0,0.0,4.95,0,2,10,0,0.0,25,4,6,1,24,12,11,1.55
946,2020,홍상삼,KIA,투수,20,0,19.333333333333332,0,0,0,1,0,1.0,0,0,0,0.0,2.79,1,4,0,4,0.2,9,1,23,1,32,6,6,1.66
947,2020,브룩스,KIA,투수,14,14,88.66666666666667,2,0,9,13,2,0.917,0,0,0,0.0,2.54,5,3,0,0,0.625,83,3,18,2,72,26,25,1.14
948,2020,양현종,KIA,투수,14,14,72.0,0,0,1,9,1,1.0,0,0,0,0.0,6.0,6,5,0,0,0.545,83,11,24,1,59,51,48,1.49
949,2020,가뇽,KIA,투수,13,13,74.0,0,0,3,9,0,1.0,0,0,0,0.0,3.53,6,3,0,0,0.667,65,2,25,4,74,34,29,1.22
950,2020,이민우,KIA,투수,12,12,67.66666666666667,1,1,4,10,1,0.933,0,0,0,0.0,5.19,4,4,0,0,0.5,70,6,22,4,41,43,39,1.36
951,2020,임기영,KIA,투수,12,12,63.333333333333336,0,0,1,5,1,1.0,0,0,0,0.0,3.84,6,4,0,0,0.6,65,5,15,4,54,33,27,1.26
952,2020,김기훈,KIA,투수,11,1,15.0,0,0,0,1,0,1.0,0,0,0,0.0,5.4,0,1,0,1,0.0,16,1,4,1,15,9,9,1.33
953,2020,정해영,KIA,투수,10,0,10.333333333333334,0,0,0,1,0,1.0,0,0,0,0.0,1.74,2,0,0,1,1.0,8,1,2,0,8,2,2,0.97
954,2020,김명찬,KIA,투수,8,0,3.3333333333333335,1,0,0,0,0,0.0,0,0,0,0.0,2.7,0,1,0,1,0.0,3,0,4,0,6,1,1,2.1
955,2020,이준영,KIA,투수,6,0,2.0,0,1,0,0,0,0.0,0,0,0,0.0,22.5,0,1,0,1,0.0,8,0,3,0,0,5,5,5.5
956,2020,변시원,KIA,투수,4,0,5.0,0,0,0,3,0,1.0,0,0,0,0.0,3.6,1,0,0,0,1.0,8,0,3,0,1,4,2,2.2
957,2020,주권,KT,투수,37,0,37.0,0,0,1,2,0,1.0,0,0,0,0.0,3.65,4,2,0,14,0.667,32,4,13,0,26,16,15,1.22
958,2020,김재윤,KT,투수,27,0,27.666666666666668,0,0,1,2,0,1.0,0,0,0,0.0,5.2,2,3,9,0,0.4,35,5,7,0,29,16,16,1.52
959,2020,유원상,KT,투수,27,0,28.666666666666668,0,0,1,1,0,1.0,0,0,0,0.0,4.08,1,0,0,5,1.0,21,5,10,0,19,13,13,1.08
960,2020,조현우,KT,투수,19,0,17.333333333333332,0,0,1,3,0,1.0,0,0,0,0.0,3.06,0,1,1,1,0.0,12,1,8,1,10,6,6,1.13
961,2020,이상화,KT,투수,18,0,15.333333333333334,0,0,2,1,0,1.0,0,0,0,0.0,5.4,1,1,0,1,0.5,11,2,10,0,7,9,9,1.4
962,2020,김민수,KT,투수,17,8,49.666666666666664,0,0,2,1,0,1.0,0,0,0,0.0,6.16,2,3,0,0,0.4,73,6,16,1,29,36,34,1.79
963,2020,전유수,KT,투수,17,0,18.0,1,0,0,0,0,0.0,0,0,0,0.0,6.5,0,1,0,1,0.0,21,2,9,0,9,13,13,1.67
964,2020,데스파이네,KT,투수,16,16,98.0,0,0,6,9,1,1.0,0,0,0,0.0,4.41,7,5,0,0,0.583,106,9,27,5,75,50,48,1.36
965,2020,배제성,KT,투수,12,12,70.0,1,0,1,5,1,0.857,0,0,0,0.0,4.11,5,2,0,0,0.714,73,7,33,1,46,33,32,1.51
966,2020,소형준,KT,투수,11,11,58.0,0,0,4,6,0,1.0,0,0,0,0.0,5.9,4,5,0,0,0.444,70,6,17,3,28,43,38,1.5
967,2020,쿠에바스,KT,투수,11,11,68.0,0,1,2,8,1,1.0,0,0,0,0.0,3.97,5,2,0,0,0.714,60,6,17,6,57,30,30,1.13
968,2020,김민,KT,투수,9,6,26.333333333333332,1,0,0,0,0,0.0,0,0,0,0.0,8.89,3,3,0,0,0.5,29,4,22,4,17,29,26,1.94
969,2020,이대은,KT,투수,8,0,8.0,0,0,0,0,0,0.0,0,0,0,0.0,10.13,0,3,1,0,0.0,13,3,3,1,4,11,9,2.0
970,2020,조병욱,KT,투수,6,4,25.0,0,2,2,6,1,1.0,0,0,0,0.0,5.4,0,1,0,0,0.0,30,3,9,0,7,15,15,1.56
971,2020,류희운,KT,투수,5,0,4.0,0,0,0,0,0,0.0,0,0,0,0.0,15.75,0,1,0,0,0.0,6,1,4,0,4,7,7,2.5
972,2020,진해수,LG,투수,33,0,24.0,0,0,1,3,0,1.0,0,0,0,0.0,3.38,1,1,0,12,0.5,25,1,9,2,26,10,9,1.42
973,2020,정우영,LG,투수,29,0,36.0,0,0,2,7,0,1.0,0,0,0,0.0,3.25,2,1,5,5,0.667,27,2,12,4,23,13,13,1.08
974,2020,김대현,LG,투수,25,0,23.333333333333332,1,1,1,2,0,0.75,0,0,0,0.0,6.56,3,0,0,3,1.0,27,6,15,0,22,19,17,1.8
975,2020,여건욱,LG,투수,22,0,24.0,0,0,0,4,0,1.0,0,0,0,0.0,6.75,1,3,1,2,0.25,30,6,4,2,12,20,18,1.42
976,2020,이상규,LG,투수,21,0,21.0,0,0,0,2,0,1.0,0,0,0,0.0,6.43,2,2,4,1,0.5,28,2,15,1,12,15,15,2.05
977,2020,최동환,LG,투수,20,0,27.0,1,0,0,1,0,0.5,0,0,0,0.0,4.33,1,0,0,0,1.0,33,5,6,1,19,14,13,1.44
978,2020,송은범,LG,투수,19,1,18.0,0,0,1,2,0,1.0,0,0,0,0.0,7.5,1,2,2,2,0.333,31,2,8,2,7,15,15,2.17
979,2020,켈리,LG,투수,14,14,81.33333333333333,0,0,4,4,0,1.0,0,0,0,0.0,4.65,4,5,0,0,0.444,91,8,21,4,67,44,42,1.38
980,2020,윌슨,LG,투수,13,13,76.33333333333333,0,2,8,14,0,1.0,0,0,0,0.0,4.13,4,5,0,0,0.444,80,7,24,2,54,41,35,1.36
981,2020,차우찬,LG,투수,13,13,64.0,1,0,0,8,0,0.889,0,0,0,0.0,5.34,5,5,0,0,0.5,71,8,28,2,51,39,38,1.55
982,2020,임찬규,LG,투수,12,11,70.0,0,0,4,8,1,1.0,0,0,0,0.0,3.73,6,3,0,0,0.667,69,6,20,3,64,33,29,1.27
983,2020,김윤식,LG,투수,11,1,16.0,0,0,0,3,0,1.0,0,0,0,0.0,6.75,0,1,0,1,0.0,22,3,3,3,10,13,12,1.56
984,2020,이민호,LG,투수,9,7,45.0,0,1,1,5,0,1.0,0,0,0,0.0,2.0,2,2,0,0,0.5,33,1,22,7,33,12,10,1.22
985,2020,정찬헌,LG,투수,8,8,50.333333333333336,0,0,1,4,0,1.0,0,0,0,0.0,3.22,4,1,0,0,0.8,47,5,11,1,48,25,18,1.15
986,2020,배재환,NC,투수,35,0,29.666666666666668,0,0,2,2,0,1.0,0,0,0,0.0,3.34,1,3,0,11,0.25,25,2,21,5,23,13,11,1.55
987,2020,박진우,NC,투수,31,0,29.666666666666668,0,0,1,4,0,1.0,0,0,0,0.0,3.94,2,0,0,6,1.0,29,1,8,3,13,14,13,1.25
988,2020,임정호,NC,투수,30,0,20.0,0,0,0,0,0,0.0,0,0,0,0.0,4.95,1,2,0,10,0.333,15,1,8,3,14,13,11,1.15
989,2020,원종현,NC,투수,29,0,30.0,0,0,4,2,0,1.0,0,0,0,0.0,3.3,3,1,15,0,0.75,23,3,10,1,22,11,11,1.1
990,2020,강윤구,NC,투수,23,0,16.666666666666668,0,0,0,6,0,1.0,0,0,0,0.0,5.4,1,1,0,3,0.5,24,2,9,0,13,10,10,1.98
991,2020,송명기,NC,투수,17,0,15.666666666666666,0,0,0,1,0,1.0,0,0,0,0.0,5.17,1,0,0,0,1.0,13,2,5,0,19,9,9,1.15
992,2020,강동연,NC,투수,15,0,15.333333333333334,0,0,0,0,0,0.0,0,0,0,0.0,4.7,1,1,0,1,0.5,13,3,6,1,12,8,8,1.24
993,2020,김건태,NC,투수,15,0,12.333333333333334,0,1,0,1,0,1.0,0,0,0,0.0,10.22,1,1,0,2,0.5,11,4,9,1,13,14,14,1.62
994,2020,임창민,NC,투수,15,0,11.0,0,0,0,1,0,1.0,0,0,0,0.0,10.64,2,1,0,2,0.667,13,1,9,1,13,15,13,2.0
995,2020,라이트,NC,투수,14,14,75.66666666666667,0,0,8,3,1,1.0,0,0,0,0.0,4.04,6,3,0,0,0.667,71,7,36,5,60,34,34,1.41
996,2020,루친스키,NC,투수,14,14,90.33333333333333,0,1,7,5,0,1.0,0,0,0,0.0,1.99,10,1,0,0,0.909,71,7,27,4,81,22,20,1.08
997,2020,구창모,NC,투수,13,13,87.0,1,0,4,9,0,0.929,0,0,0,0.0,1.55,9,0,0,0,1.0,54,6,17,0,99,17,15,0.82
998,2020,이재학,NC,투수,13,13,67.66666666666667,1,1,5,5,0,0.909,0,0,0,0.0,5.59,4,5,0,0,0.444,72,9,26,4,47,42,42,1.45
999,2020,김영규,NC,투수,10,4,25.333333333333332,0,0,0,7,1,1.0,0,0,0,0.0,7.46,0,1,0,1,0.0,38,8,4,0,18,23,21,1.66
1000,2020,장현식,NC,투수,9,0,9.666666666666666,0,0,2,1,0,1.0,0,0,0,0.0,9.31,1,0,0,0,1.0,12,1,6,1,4,11,10,1.86
1001,2020,최성영,NC,투수,8,7,38.0,0,1,0,5,1,1.0,0,0,0,0.0,5.21,1,1,0,0,0.5,39,8,19,2,15,23,22,1.53
1002,2020,서진용,SK,투수,34,0,31.333333333333332,0,0,0,0,0,0.0,0,0,0,0.0,4.6,0,5,2,10,0.0,27,6,15,1,34,20,16,1.34
1003,2020,박민호,SK,투수,33,0,29.0,0,1,0,5,0,1.0,0,0,0,0.0,2.17,1,0,4,6,1.0,22,1,11,1,23,8,7,1.14
1004,2020,박희수,SK,투수,18,0,16.666666666666668,0,0,0,3,0,1.0,0,0,0,0.0,6.48,0,1,0,0,0.0,21,4,5,0,19,12,12,1.56
1005,2020,정영일,SK,투수,17,0,15.0,0,0,1,2,0,1.0,0,0,0,0.0,5.4,2,1,1,1,0.667,15,5,5,2,12,9,9,1.33
1006,2020,김택형,SK,투수,15,0,11.666666666666666,0,0,0,0,0,0.0,0,0,0,0.0,8.49,1,0,0,2,1.0,15,2,9,0,12,11,11,2.06
1007,2020,이원준,SK,투수,15,0,17.0,0,0,0,2,0,1.0,0,0,0,0.0,7.94,0,1,0,0,0.0,23,3,14,0,15,16,15,2.18
1008,2020,조영우,SK,투수,15,0,18.333333333333332,0,0,1,2,1,1.0,0,0,0,0.0,5.89,1,0,0,0,1.0,27,0,8,1,9,13,12,1.91
1009,2020,하재훈,SK,투수,15,0,13.0,0,0,0,2,0,1.0,0,0,0,0.0,7.62,1,1,4,0,0.5,19,2,8,0,10,13,11,2.08
1010,2020,문승원,SK,투수,14,14,84.0,2,1,3,8,1,0.846,0,0,0,0.0,3.43,2,6,0,0,0.25,73,7,22,4,71,36,32,1.13
1011,2020,박종훈,SK,투수,14,14,76.0,0,0,3,5,1,1.0,0,0,0,0.0,4.97,5,5,0,0,0.5,75,6,36,6,78,44,42,1.46
1012,2020,핀토,SK,투수,14,14,78.33333333333333,0,0,5,8,0,1.0,0,0,0,0.0,4.6,4,5,0,0,0.444,93,4,41,6,43,50,40,1.71
1013,2020,김주온,SK,투수,13,0,13.333333333333334,0,0,1,3,0,1.0,0,0,0,0.0,4.05,0,3,0,0,0.0,16,1,7,2,8,6,6,1.73
1014,2020,김태훈,SK,투수,12,8,45.333333333333336,1,0,1,1,1,0.667,0,0,0,0.0,5.96,1,5,0,0,0.167,41,4,28,3,24,30,30,1.52
1015,2020,이건욱,SK,투수,11,9,49.666666666666664,0,0,2,5,1,1.0,0,0,0,0.0,3.08,4,2,0,0,0.667,37,3,23,2,37,17,17,1.21
1016,2020,김세현,SK,투수,10,0,8.666666666666666,0,0,0,0,0,0.0,0,0,0,0.0,7.27,1,0,0,3,1.0,11,2,4,0,6,7,7,1.73
1017,2020,김주한,SK,투수,8,5,23.666666666666668,0,0,0,4,0,1.0,0,0,0,0.0,7.61,0,5,0,0,0.0,33,3,12,5,7,22,20,1.9
1018,2020,신재웅,SK,투수,5,0,3.3333333333333335,0,0,0,1,0,1.0,0,0,0,0.0,5.4,1,0,0,0,1.0,5,1,2,0,2,2,2,2.1
1019,2020,백승건,SK,투수,4,2,13.0,0,0,0,2,0,1.0,0,0,0,0.0,7.62,0,2,0,0,0.0,18,4,10,0,13,11,11,2.15
1020,2020,킹엄,SK,투수,2,2,10.666666666666666,0,0,0,2,0,1.0,0,0,0,0.0,6.75,0,2,0,0,0.0,16,1,4,0,6,11,8,1.88
